Campaign_id,Channel,Spend,Clicks,Impressions,Date
CMP0213,Email Marketing,$11770.0100,881,34943,08/15/2025
CMP9641,YouTube Ads,$52557.8300,3268,98790,2025-10-04
CMP2848,Email Marketing,$9346.7000,1027,69350,2025-08-08
CMP4179,Google Ads,$57738.7100,3870,45327,03/21/2025
CMP4935,LinkedIn Ads,$39940.1600,4556,77061,12/29/2025
CMP8277,Facebook Ads,$53517.7900,4498,56516,02/17/2025
CMP4810,Facebook Ads,$156138.3700,7830,83039,11/29/2025
CMP3995,Google Ads,$48695.7000,5308,91463,02/28/2025
CMP8469,Instagram Ads,$75555.4400,6626,69411,2025-07-09
CMP1573,Facebook Ads,$11611.7600,4418,72513,2025-03-02
CMP6951,Google Ads,$38290.9900,2252,28945,2025-11-08
CMP0621,Google Ads,$903.9900,161,11600,2025-09-05
CMP6679,LinkedIn Ads,$49919.7000,5212,61129,2025-11-06
CMP1037,Email Marketing,$6231.0100,422,78756,2025-07-02
CMP9938,Google Ads,$59595.2200,3184,38899,07/15/2025
CMP2235,Email Marketing,$34632.8000,4520,53248,11/21/2025
CMP6114,Google Ads,$88134.2100,7216,74551,2025-05-03
CMP1395,Instagram Ads,$9047.4700,1458,29532,11/27/2025
CMP4141,Facebook Ads,$5995.9300,421,17023,10/18/2025
CMP1104,Instagram Ads,$6899.8100,454,14871,2025-07-09
CMP4672,YouTube Ads,$3595.3200,446,11149,08/19/2025
CMP9267,YouTube Ads,$50909.3200,2641,49774,03/28/2025
CMP7146,Instagram Ads,$16551.5500,1150,49118,06/19/2025
CMP9039,Google Ads,$6634.0800,385,25038,03/13/2025
CMP1236,Google Ads,$15911.7800,5224,68476,10/25/2025
CMP4270,YouTube Ads,$54616.2700,3917,72736,03/18/2025
CMP4768,Facebook Ads,$47500.8300,4155,62909,07/23/2025
CMP2718,YouTube Ads,$5090.8000,963,20398,10/17/2025
CMP5879,Google Ads,$13419.3600,2047,30681,05/16/2025
CMP5919,LinkedIn Ads,$67657.1000,3774,63561,01/21/2025
CMP4315,YouTube Ads,$26159.9900,4720,73349,2025-01-12
CMP8466,Instagram Ads,$21630.9500,1875,51326,06/30/2025
CMP2277,LinkedIn Ads,$3818.2500,992,23706,11/26/2025
CMP1939,Email Marketing,$29183.7700,1748,32191,02/28/2025
CMP6733,Google Ads,$1070.7900,226,33938,10/31/2025
CMP2407,Google Ads,$20637.6000,1107,23802,09/22/2025
CMP4645,Google Ads,$24772.7300,1889,30389,08/30/2025
CMP9547,Facebook Ads,$23822.1700,4383,83685,12/18/2025
CMP6316,Facebook Ads,$501.4100,83,16230,09/16/2025
CMP9828,Google Ads,$65377.1600,4173,71655,02/17/2025
CMP0020,Email Marketing,$82835.0800,7119,87096,2025-09-07
CMP7900,LinkedIn Ads,$20077.7100,4769,47943,2025-10-03
CMP9803,YouTube Ads,$12550.8000,2161,55562,12/30/2025
CMP3366,Email Marketing,$30046.2100,3399,43405,03/21/2025
CMP6940,YouTube Ads,$45808.8900,2307,49925,07/23/2025
CMP6066,YouTube Ads,$27847.7300,4012,74733,2025-07-06
CMP1952,Email Marketing,$30448.0900,1879,32116,03/24/2025
CMP9021,YouTube Ads,$4792.2500,902,93364,11/22/2025
CMP1445,Google Ads,$8612.0500,958,36483,2025-08-11
CMP9789,Google Ads,$21117.4900,2074,24973,04/14/2025
CMP8452,Email Marketing,$14042.0300,2569,32365,01/19/2025
CMP4521,LinkedIn Ads,$31540.0500,3287,48285,04/13/2025
CMP9005,Instagram Ads,$170501.5700,9210,97176,06/28/2025
CMP6619,YouTube Ads,$645.3200,116,2609,09/17/2025
CMP1918,YouTube Ads,$37692.8700,2253,35776,10/22/2025
CMP3986,Instagram Ads,$59499.1700,5633,62142,10/28/2025
CMP3611,Email Marketing,$62991.2800,3817,93904,07/31/2025
CMP4068,Instagram Ads,$12389.1800,867,14190,06/25/2025
CMP9400,Instagram Ads,$9300.5000,828,25957,04/13/2025
CMP4092,YouTube Ads,$21406.4000,1327,48665,2025-03-03
CMP8872,Google Ads,$41287.5900,3090,65214,2025-10-09
CMP8375,Instagram Ads,$29208.6700,1869,54150,2025-07-03
CMP8233,Instagram Ads,$15551.8800,1481,53605,2025-03-03
CMP3453,LinkedIn Ads,$7170.7400,875,78153,2025-10-11
CMP5622,Instagram Ads,$20750.5500,2092,26105,2025-03-08
CMP2149,YouTube Ads,$63543.1900,3794,91916,05/19/2025
CMP2451,LinkedIn Ads,$1382.7300,140,3276,2025-10-03
CMP4112,YouTube Ads,$4167.6900,440,76427,12/20/2025
CMP1578,LinkedIn Ads,$38985.2900,5533,99595,2025-04-07
CMP5753,Email Marketing,$21146.9100,1679,81374,11/29/2025
CMP7988,Email Marketing,$6344.7700,692,60580,05/27/2025
CMP5528,LinkedIn Ads,$115953.8600,6681,84742,2025-06-02
CMP4774,Email Marketing,$34852.8400,2529,37058,05/19/2025
CMP6783,Facebook Ads,$675.1000,144,26102,2025-01-05
CMP1688,Google Ads,$18037.9900,1009,10361,2025-08-10
CMP1703,Instagram Ads,$10312.3100,2594,83015,07/19/2025
CMP2072,Facebook Ads,$37955.1400,6919,71041,01/18/2025
CMP4464,YouTube Ads,$22503.8400,1156,60306,12/24/2025
CMP9241,LinkedIn Ads,$72443.0200,5291,70610,2025-08-06
CMP5045,Instagram Ads,$11380.1700,2178,56028,2025-06-01
CMP0137,Email Marketing,$67674.0300,6238,66478,2025-05-01
CMP6122,Facebook Ads,$47113.3400,4642,55967,2025-08-05
CMP1298,LinkedIn Ads,$45862.6500,3974,83962,2025-10-11
CMP6766,Facebook Ads,$2068.8600,423,10973,02/26/2025
CMP3077,Instagram Ads,$427.8100,127,4542,2025-01-10
CMP7184,Email Marketing,$689.2600,169,3075,2025-08-01
CMP8166,Instagram Ads,$94159.2600,5759,62776,06/19/2025
CMP8900,LinkedIn Ads,$15212.2500,837,25803,2025-09-05
CMP7258,Facebook Ads,$3585.4000,599,98681,02/18/2025
CMP5114,Instagram Ads,$3448.2500,222,22789,2025-09-10
CMP5906,Google Ads,$70667.8500,3618,89385,2025-01-05
CMP1961,LinkedIn Ads,$1673.1000,86,33862,10/25/2025
CMP4076,Facebook Ads,$11574.2200,798,67525,06/23/2025
CMP1760,Facebook Ads,$15732.0000,1956,65942,10/13/2025
CMP5869,Email Marketing,$10261.5800,563,19659,2025-06-09
CMP9285,Facebook Ads,$23660.4800,2898,73253,08/28/2025
CMP7363,Instagram Ads,$20240.7000,2268,36517,2025-01-01
CMP5966,YouTube Ads,$20605.2400,1363,33298,2025-04-12
CMP9036,Facebook Ads,$19296.6900,2369,82352,11/25/2025
CMP2127,Facebook Ads,$1119.6100,256,6099,2025-09-04
CMP8027,YouTube Ads,$14252.2300,4243,83785,04/24/2025
CMP8052,Google Ads,$18822.9500,5284,63349,10/13/2025
CMP8668,Google Ads,$20574.9000,1203,98246,2025-09-02
CMP6314,Facebook Ads,$30859.7200,2205,27312,10/19/2025
CMP9447,Instagram Ads,$111921.3900,7565,90407,2025-07-08
CMP2592,YouTube Ads,$69299.8500,3679,80632,2025-11-06
CMP5300,YouTube Ads,$28386.1700,2356,33551,2025-12-07
CMP0004,Email Marketing,$4407.7100,341,6543,09/23/2025
CMP5160,Google Ads,$84949.5700,4571,92402,09/19/2025
CMP5828,Facebook Ads,$5282.9800,592,20141,10/26/2025
CMP6551,YouTube Ads,$5549.5300,366,30499,2025-05-09
CMP1563,YouTube Ads,$15678.5500,4971,86181,10/23/2025
CMP7116,LinkedIn Ads,$10522.7200,1627,17799,2025-01-12
CMP4994,YouTube Ads,$4492.7400,376,7397,03/18/2025
CMP6437,LinkedIn Ads,$53966.6200,4762,80005,04/24/2025
CMP7797,YouTube Ads,$10363.4200,857,99689,05/15/2025
CMP2210,LinkedIn Ads,$18454.8200,1672,75308,11/30/2025
CMP4035,Facebook Ads,$9575.6400,595,11390,06/15/2025
CMP5707,Facebook Ads,$37028.2700,2872,44039,01/13/2025
CMP7246,YouTube Ads,$6091.0500,1854,21112,04/30/2025
CMP1406,Google Ads,$6368.4000,943,98938,11/14/2025
CMP5000,LinkedIn Ads,$1960.6500,236,63759,2025-03-10
CMP7914,YouTube Ads,$34679.7600,2365,97672,2025-09-12
CMP4186,Facebook Ads,$2044.1400,340,9878,12/23/2025
CMP6368,Email Marketing,$48142.6600,2765,37561,2025-04-12
CMP6333,Facebook Ads,$82574.8400,4215,51899,02/20/2025
CMP8203,LinkedIn Ads,$16928.4200,5886,75490,2025-07-05
CMP0302,Instagram Ads,$50701.6700,5815,91694,2025-04-06
CMP6344,Google Ads,$15119.8500,2345,74737,06/24/2025
CMP3727,LinkedIn Ads,$12394.7700,2396,33504,2025-09-06
CMP2271,YouTube Ads,$93284.8900,5653,72956,2025-12-03
CMP7047,Facebook Ads,$21260.2700,2639,88013,10/13/2025
CMP0484,Instagram Ads,$26689.7700,3418,56269,11/23/2025
CMP4373,YouTube Ads,$33136.4500,5066,76323,04/29/2025
CMP7809,Facebook Ads,$53548.9200,5003,67840,11/29/2025
CMP3167,Facebook Ads,$7431.5700,468,6224,2025-08-01
CMP3352,Google Ads,$32680.6300,1849,25209,2025-08-09
CMP9961,Email Marketing,$24556.0300,2613,51856,10/20/2025
CMP0631,YouTube Ads,$10222.8700,974,16328,01/22/2025
CMP9138,LinkedIn Ads,$85522.6600,6318,69649,01/26/2025
CMP4685,LinkedIn Ads,$13621.1700,1780,23821,01/28/2025
CMP8203,Google Ads,$46278.2600,2447,25562,12/23/2025
CMP2931,LinkedIn Ads,$110711.3000,7395,79373,04/14/2025
CMP2687,Email Marketing,$8494.7900,2074,98110,12/28/2025
CMP8384,YouTube Ads,$19421.8200,1601,22958,01/23/2025
CMP2657,Facebook Ads,$2559.1000,260,25444,2025-08-06
CMP3324,Google Ads,$11386.4200,4196,83600,2025-12-09
CMP3554,YouTube Ads,$81894.6800,7844,88438,08/15/2025
CMP4557,YouTube Ads,$11581.8300,3451,84396,03/17/2025
CMP9472,YouTube Ads,$26161.0700,1406,41117,01/26/2025
CMP9748,YouTube Ads,$29173.4300,1503,75685,10/24/2025
CMP6209,Google Ads,$16577.4500,4559,58010,08/30/2025
CMP6780,YouTube Ads,$17859.3400,2900,29504,01/30/2025
CMP7925,Email Marketing,$47423.7000,4755,92263,2025-12-06
CMP9219,LinkedIn Ads,$81656.8700,6023,70118,2025-10-09
CMP0026,Google Ads,$3872.3200,288,5143,2025-02-03
CMP9182,Email Marketing,$1316.2400,96,29831,12/20/2025
CMP5308,Google Ads,$12115.3800,1454,16920,07/22/2025
CMP5537,Email Marketing,$64771.3300,3937,64797,11/27/2025
CMP8798,Instagram Ads,$64471.6900,3441,62616,01/29/2025
CMP8780,Google Ads,$35008.1600,2415,29297,2025-01-07
CMP8754,Facebook Ads,$46689.5400,5011,76839,2025-01-11
CMP4449,LinkedIn Ads,$19044.1900,1067,13376,2025-10-07
CMP6132,Google Ads,$4404.1300,429,28489,01/13/2025
CMP8580,Instagram Ads,$19526.3300,1223,44904,02/20/2025
CMP6351,Email Marketing,$2566.7800,998,70464,01/23/2025
CMP8530,Email Marketing,$14956.0100,5169,99721,2025-09-06
CMP5229,LinkedIn Ads,$14375.6500,1977,89965,03/22/2025
CMP3385,YouTube Ads,$36734.3600,4550,47916,03/14/2025
CMP5550,YouTube Ads,$2220.9800,465,60149,08/30/2025
CMP2933,Email Marketing,$94631.1400,7351,80134,12/20/2025
CMP8741,Google Ads,$22594.9700,4701,63039,12/24/2025
CMP7626,LinkedIn Ads,$4844.6200,966,32368,2025-12-11
CMP5413,Instagram Ads,$12248.7600,4043,61412,2025-01-09
CMP5712,YouTube Ads,$12448.3100,1093,77324,07/27/2025
CMP8729,LinkedIn Ads,$47576.0900,4887,54535,11/14/2025
CMP3412,Email Marketing,$58103.5000,3581,79459,2025-11-08
CMP1277,Email Marketing,$162122.2300,9457,95311,02/28/2025
CMP7295,Facebook Ads,$12544.9800,3374,42374,02/25/2025
CMP1484,Facebook Ads,$23642.6400,1867,20208,11/22/2025
CMP6390,YouTube Ads,$21996.4300,3713,77750,12/15/2025
CMP7123,Email Marketing,$9916.9200,781,47123,2025-10-11
CMP8993,Google Ads,$3254.5900,193,2110,2025-03-07
CMP6460,Email Marketing,$30593.7500,3185,43697,2025-11-08
CMP9101,LinkedIn Ads,$18027.2800,3467,49223,2025-10-12
CMP7975,Email Marketing,$4626.6300,1162,59243,11/25/2025
CMP2946,LinkedIn Ads,$42854.9300,3524,68770,08/19/2025
CMP9469,LinkedIn Ads,$58771.8200,3928,97802,05/18/2025
CMP9309,LinkedIn Ads,$27276.5300,6088,94390,2025-04-09
CMP4579,LinkedIn Ads,$8044.5300,690,69757,2025-09-11
CMP1280,Email Marketing,$68376.4900,5169,85058,06/25/2025
CMP9404,Email Marketing,$30348.6600,3498,45452,05/31/2025
CMP4982,Email Marketing,$7803.8100,2183,75886,08/31/2025
CMP0448,Instagram Ads,$3421.5500,725,65538,2025-09-02
CMP4210,Google Ads,$24526.5300,1877,99180,10/30/2025
CMP3870,LinkedIn Ads,$38863.4100,2210,25699,06/25/2025
CMP8126,LinkedIn Ads,$28109.2900,1999,52222,11/23/2025
CMP4332,Google Ads,$2347.0800,221,8884,2025-01-09
CMP6223,Email Marketing,$69586.2500,6440,94485,03/16/2025
CMP6259,Email Marketing,$1622.7000,386,43377,09/30/2025
CMP5489,Instagram Ads,$14077.4000,3336,37007,2025-02-12
CMP9646,Facebook Ads,$40409.2300,2814,70151,2025-03-04
CMP0196,LinkedIn Ads,$4858.1700,1125,14805,08/17/2025
CMP0389,YouTube Ads,$3141.3600,166,14050,2025-03-12
CMP1416,YouTube Ads,$11455.2800,819,19027,11/28/2025
CMP7651,Email Marketing,$18236.9300,978,11924,05/22/2025
CMP2654,Google Ads,$11612.2200,3233,38344,07/18/2025
CMP1138,LinkedIn Ads,$23886.9400,2549,28302,11/27/2025
CMP1741,LinkedIn Ads,$18492.2000,4293,95768,2025-07-02
CMP8155,Facebook Ads,$1204.8400,64,87572,2025-07-12
CMP9415,Google Ads,$110772.6000,5846,69552,2025-09-09
CMP1149,YouTube Ads,$581.3300,63,31602,12/19/2025
CMP5464,Email Marketing,$11544.9400,3331,41692,11/28/2025
CMP7531,Instagram Ads,$18880.2000,3377,86907,01/21/2025
CMP1750,Email Marketing,$65377.9900,5936,92287,11/20/2025
CMP9715,Facebook Ads,$11650.0700,3234,66124,2025-04-10
CMP0269,Google Ads,$4280.7300,509,46470,01/22/2025
CMP7510,Email Marketing,$19644.8700,1270,72328,04/30/2025
CMP7721,YouTube Ads,$4402.2600,298,8003,2025-08-03
CMP1595,LinkedIn Ads,$24787.8200,1448,82114,2025-02-02
CMP1034,Facebook Ads,$46981.6500,2813,57864,12/14/2025
CMP5269,Facebook Ads,$3636.7100,657,7975,2025-02-02
CMP6061,YouTube Ads,$12485.9400,1846,23627,10/25/2025
CMP6163,Facebook Ads,$1169.8800,299,4048,2025-04-01
CMP6820,Email Marketing,$27006.6500,5721,64391,03/15/2025
CMP0617,YouTube Ads,$27703.2000,2097,25593,02/15/2025
CMP1926,YouTube Ads,$11633.4200,1317,14541,2025-04-10
CMP4529,Google Ads,$8401.2100,511,27391,12/17/2025
CMP0886,Email Marketing,$14710.2500,2385,49735,2025-09-05
CMP8805,Facebook Ads,$1857.0700,169,22715,2025-01-03
CMP6866,Facebook Ads,$35149.6100,5386,99922,02/26/2025
CMP3277,LinkedIn Ads,$3770.5600,351,30922,2025-06-09
CMP2918,LinkedIn Ads,$12265.7000,1167,50953,2025-10-04
CMP9318,Google Ads,$2706.6500,609,38779,08/27/2025
CMP4836,YouTube Ads,$9412.3800,746,22550,2025-11-10
CMP3547,YouTube Ads,$28360.2800,3840,64061,2025-08-08
CMP9696,Facebook Ads,$19178.2600,7408,77196,01/23/2025
CMP8702,LinkedIn Ads,$97118.6700,5756,64818,08/20/2025
CMP6663,Facebook Ads,$6018.2400,784,19394,11/28/2025
CMP7525,YouTube Ads,$28136.5900,9612,99948,08/21/2025
CMP6069,Email Marketing,$79007.6900,5816,62856,11/18/2025
CMP6978,Instagram Ads,$112306.9400,8937,93495,04/17/2025
CMP5964,Google Ads,$7420.8000,834,16544,11/13/2025
CMP1098,YouTube Ads,$16754.8300,3404,94974,06/21/2025
CMP9505,Email Marketing,$7889.2000,973,29498,05/17/2025
CMP5657,LinkedIn Ads,$48707.3400,4157,65730,2025-04-03
CMP4789,LinkedIn Ads,$100326.2700,6081,83389,12/21/2025
CMP2930,Instagram Ads,$1469.6700,273,12085,02/27/2025
CMP0372,Instagram Ads,$67539.6300,5640,56596,2025-09-03
CMP4777,Facebook Ads,$1278.4600,72,10250,04/29/2025
CMP5347,LinkedIn Ads,$80881.9000,5504,79772,2025-08-10
CMP5022,Facebook Ads,$10732.8200,978,36079,05/28/2025
CMP2635,Email Marketing,$13576.1200,2386,72165,03/31/2025
CMP9414,Facebook Ads,$19579.9000,2183,59788,04/16/2025
CMP2424,Instagram Ads,$87519.9400,4472,60776,2025-01-10
CMP2382,LinkedIn Ads,$3419.8000,1328,43971,2025-07-10
CMP4749,YouTube Ads,$40555.2600,2459,89410,08/15/2025
CMP2285,Email Marketing,$7946.6800,1007,74215,07/25/2025
CMP3198,YouTube Ads,$30226.3300,1869,71000,05/23/2025
CMP1432,YouTube Ads,$18198.5200,1642,53697,2025-05-11
CMP2424,Email Marketing,$28492.9600,3078,58051,2025-07-01
CMP9192,Google Ads,$28926.0200,1869,30271,2025-01-08
CMP6945,Email Marketing,$20425.8900,1193,56289,2025-03-11
CMP8607,Instagram Ads,$19398.1800,1005,10665,2025-12-07
CMP2866,YouTube Ads,$72989.3300,5868,62570,2025-12-03
CMP4948,YouTube Ads,$50341.5500,4097,41834,08/26/2025
CMP7743,Google Ads,$46678.5600,4763,87696,2025-09-09
CMP9813,Email Marketing,$52469.9000,4810,49416,2025-12-08
CMP1960,Instagram Ads,$76081.3100,6054,69177,05/13/2025
CMP2220,Instagram Ads,$1934.2800,266,23405,2025-03-08
CMP1259,YouTube Ads,$14963.3100,2622,27403,02/18/2025
CMP4933,Instagram Ads,$25016.5600,5989,91842,10/24/2025
CMP7945,LinkedIn Ads,$5944.8500,1385,46605,03/21/2025
CMP8613,YouTube Ads,$134275.1000,9079,95394,02/28/2025
CMP0285,LinkedIn Ads,$37971.9900,2602,47640,03/13/2025
CMP4992,Google Ads,$12737.7900,1993,99577,12/22/2025
CMP1288,LinkedIn Ads,$7257.4900,1880,92546,2025-05-09
CMP8413,YouTube Ads,$2428.0000,530,9768,2025-10-05
CMP2029,YouTube Ads,$44872.5000,2456,28922,2025-05-04
CMP4545,YouTube Ads,$15584.1300,2935,47591,09/14/2025
CMP0230,YouTube Ads,$17445.0600,2981,30442,05/25/2025
CMP8261,Email Marketing,$44917.2800,3052,64221,2025-05-04
CMP6949,Facebook Ads,$18436.8200,1914,69403,2025-10-06
CMP5919,Email Marketing,$35300.3900,2332,39784,2025-12-02
CMP5112,Email Marketing,$23167.7000,1900,60190,05/29/2025
CMP6021,Facebook Ads,$4292.7600,301,3675,07/22/2025
CMP6469,LinkedIn Ads,$26555.2100,1716,93099,03/28/2025
CMP6624,Google Ads,$27176.7100,1789,32522,05/23/2025
CMP6558,Instagram Ads,$71948.2800,5511,64367,07/27/2025
CMP2002,Instagram Ads,$26961.8700,4123,66138,2025-10-03
CMP0439,Facebook Ads,$71959.1500,5002,52152,03/20/2025
CMP8519,LinkedIn Ads,$13014.0500,1704,63082,2025-12-09
CMP8857,YouTube Ads,$1309.2700,66,4316,2025-02-03
CMP0590,Google Ads,$32712.4800,2330,25182,2025-05-06
CMP7987,Google Ads,$61841.4900,5579,76560,2025-11-10
CMP8302,Google Ads,$24623.7100,2207,53299,07/13/2025
CMP2101,Instagram Ads,$4290.5400,270,47727,11/17/2025
CMP6750,Instagram Ads,$4924.7000,727,9398,2025-01-05
CMP4996,Google Ads,$4096.7400,1440,46249,06/16/2025
CMP6901,Instagram Ads,$4352.2200,406,4674,2025-12-01
CMP8002,Google Ads,$28682.7900,3423,92552,09/15/2025
CMP3306,LinkedIn Ads,$22093.3500,1284,85288,2025-02-10
CMP6587,Facebook Ads,$23433.1600,1556,83863,10/24/2025
CMP8701,LinkedIn Ads,$15165.9700,1768,57981,2025-09-02
CMP3279,LinkedIn Ads,$28324.9200,2108,54730,08/21/2025
CMP3057,YouTube Ads,$25231.0100,1794,67431,08/28/2025
CMP7107,YouTube Ads,$12000.5500,1031,97238,2025-06-07
CMP4920,LinkedIn Ads,$46691.6600,2660,55773,2025-02-02
CMP4202,Email Marketing,$19051.6700,1984,80804,02/28/2025
CMP7605,LinkedIn Ads,$35804.6800,3622,75377,01/19/2025
CMP4552,Email Marketing,$20538.7400,1491,74182,01/22/2025
CMP9857,Instagram Ads,$18676.0500,972,10333,2025-06-07
CMP9355,Email Marketing,$12076.3600,1038,67568,10/25/2025
CMP2004,Instagram Ads,$53857.6300,3244,45160,2025-01-05
CMP7201,LinkedIn Ads,$8571.5000,2464,35332,2025-01-10
CMP4037,Instagram Ads,$16613.9600,1536,20993,2025-08-07
CMP0896,Email Marketing,$27542.5500,3976,90027,07/16/2025
CMP2000,YouTube Ads,$17313.3300,1862,32983,07/21/2025
CMP4873,Facebook Ads,$25024.4000,1847,23001,11/26/2025
CMP8056,LinkedIn Ads,$127533.8700,6815,98592,06/20/2025
CMP5765,LinkedIn Ads,$100794.8500,6023,80920,06/17/2025
CMP3011,Email Marketing,$25877.4400,5301,60117,07/25/2025
CMP2586,Facebook Ads,$114770.5200,5895,69681,11/29/2025
CMP7398,LinkedIn Ads,$15797.4700,2237,98360,12/18/2025
CMP2981,LinkedIn Ads,$30355.4900,4722,51456,2025-12-01
CMP7577,Facebook Ads,$50863.3700,2922,36312,01/26/2025
CMP6029,Facebook Ads,$2777.2300,1011,76349,09/27/2025
CMP3329,Facebook Ads,$19126.6200,1229,36891,07/15/2025
CMP4637,Email Marketing,$30955.1400,3152,90760,07/29/2025
CMP4069,Instagram Ads,$78189.5500,5655,78402,02/13/2025
CMP6514,Email Marketing,$27366.3900,2971,29815,2025-05-08
CMP5454,Facebook Ads,$58871.5600,2952,63726,2025-10-12
CMP8267,YouTube Ads,$49565.6600,2528,51930,2025-10-12
CMP2784,YouTube Ads,$50517.1100,2828,66597,2025-09-03
CMP1915,Instagram Ads,$2022.5100,180,7788,05/24/2025
CMP4322,YouTube Ads,$65582.6400,3619,43026,2025-11-06
CMP7209,Google Ads,$2273.3400,658,26762,2025-04-04
CMP1901,LinkedIn Ads,$4387.0300,502,7346,12/30/2025
CMP2426,Google Ads,$4949.3200,816,47823,05/26/2025
CMP9596,Facebook Ads,$971.5400,83,78486,10/20/2025
CMP1546,Instagram Ads,$2812.4800,195,5402,12/15/2025
CMP5301,Facebook Ads,$1403.6900,133,5784,12/29/2025
CMP5398,Google Ads,$61174.1300,7473,88005,10/19/2025
CMP0910,Email Marketing,$3423.4200,831,11269,2025-11-05
CMP2670,LinkedIn Ads,$32959.8500,2384,54742,2025-01-12
CMP5081,Email Marketing,$9881.1800,1125,81103,02/19/2025
CMP7806,Instagram Ads,$49191.8500,4967,75801,2025-05-08
CMP0663,YouTube Ads,$55157.1300,3847,46793,11/28/2025
CMP4763,LinkedIn Ads,$12826.5400,698,59325,2025-02-09
CMP4074,YouTube Ads,$30749.9600,2470,58063,2025-10-10
CMP1549,LinkedIn Ads,$36634.8600,4201,88619,10/27/2025
CMP2942,Facebook Ads,$1662.1900,420,53505,12/27/2025
CMP7372,YouTube Ads,$28116.6800,1448,36743,2025-06-04
CMP1743,LinkedIn Ads,$510.0600,196,72041,2025-01-03
CMP9862,Email Marketing,$33709.0600,2530,65795,2025-12-11
CMP4959,Google Ads,$894.1600,326,18395,02/27/2025
CMP2379,Email Marketing,$31611.8700,1834,33690,2025-03-10
CMP6913,Google Ads,$7133.9800,390,17264,12/26/2025
CMP3976,Facebook Ads,$40530.6600,2382,40644,07/20/2025
CMP7075,LinkedIn Ads,$76870.5700,6088,66972,2025-11-10
CMP7994,Facebook Ads,$12262.2000,1044,95623,2025-05-08
CMP6835,LinkedIn Ads,$14241.2200,1063,17327,11/27/2025
CMP3150,LinkedIn Ads,$23878.4100,3639,47068,04/23/2025
CMP7676,Facebook Ads,$45012.1600,3011,40455,2025-02-08
CMP1413,Email Marketing,$6124.5800,1107,65293,03/22/2025
CMP4976,Facebook Ads,$7743.4400,2330,29450,2025-10-01
CMP8249,Google Ads,$3964.1600,395,10344,11/13/2025
CMP5821,Google Ads,$40753.8400,2241,75010,12/20/2025
CMP7174,LinkedIn Ads,$4303.5900,266,16539,2025-09-11
CMP1935,Facebook Ads,$20368.8100,1336,49400,12/29/2025
CMP5960,Instagram Ads,$5222.4700,301,20058,08/13/2025
CMP4699,YouTube Ads,$2854.9500,399,24447,2025-01-08
CMP8678,LinkedIn Ads,$10166.5400,615,31908,07/31/2025
CMP0488,LinkedIn Ads,$1355.2600,90,21082,09/22/2025
CMP2693,LinkedIn Ads,$7135.2100,452,10056,2025-05-12
CMP8517,Instagram Ads,$60178.0100,3343,56959,12/25/2025
CMP0130,Instagram Ads,$93969.8200,5050,71178,12/25/2025
CMP7245,Email Marketing,$54041.7500,3363,47252,2025-04-06
CMP2065,YouTube Ads,$14820.8400,2375,72882,09/19/2025
CMP0384,Google Ads,$34453.7600,4903,72770,2025-05-06
CMP4256,Email Marketing,$13780.8500,2953,68518,11/30/2025
CMP5554,Facebook Ads,$118747.5800,9578,99748,11/18/2025
CMP9385,Email Marketing,$13773.0400,1512,20346,2025-07-05
CMP5920,LinkedIn Ads,$5233.8000,350,14843,07/30/2025
CMP3520,LinkedIn Ads,$11561.5800,806,12233,07/26/2025
CMP9574,LinkedIn Ads,$139313.4900,6987,85422,12/19/2025
CMP7500,Facebook Ads,$148922.1500,8458,94343,2025-02-03
CMP9160,Instagram Ads,$22326.7500,1282,17566,02/26/2025
CMP1930,Instagram Ads,$24334.5800,3117,41967,2025-06-09
CMP5000,Instagram Ads,$13450.9200,799,30256,2025-08-09
CMP6842,LinkedIn Ads,$32081.0500,2587,77112,06/22/2025
CMP2270,YouTube Ads,$120319.1100,7601,85422,2025-08-12
CMP6712,LinkedIn Ads,$14073.7800,1669,32516,01/24/2025
CMP0407,YouTube Ads,$62946.3900,5110,84589,2025-05-03
CMP0867,YouTube Ads,$25031.2700,1601,70387,09/15/2025
CMP0311,Instagram Ads,$17938.6400,1054,28975,10/24/2025
CMP0738,LinkedIn Ads,$2273.1100,224,5049,2025-01-08
CMP1628,YouTube Ads,$6115.0900,1218,24040,2025-11-05
CMP5330,Facebook Ads,$1462.3700,415,5561,07/19/2025
CMP6153,Google Ads,$1720.2000,257,8799,2025-02-11
CMP1886,Instagram Ads,$3987.9000,375,9947,07/28/2025
CMP0306,Instagram Ads,$69438.2100,4851,74623,2025-07-05
CMP1375,Email Marketing,$27799.9300,1716,67592,03/14/2025
CMP6943,YouTube Ads,$986.8700,392,61210,08/26/2025
CMP7901,Instagram Ads,$36187.1300,2105,80363,07/14/2025
CMP0746,Facebook Ads,$108714.5600,8800,98886,2025-03-06
CMP9118,Instagram Ads,$23425.8200,1777,58618,2025-12-06
CMP4030,Email Marketing,$17617.4900,2848,44157,2025-03-11
CMP9975,LinkedIn Ads,$742.1600,52,2560,07/31/2025
CMP1330,Email Marketing,$15742.8000,1320,87362,2025-10-12
CMP9852,Instagram Ads,$25794.7600,1501,52692,12/23/2025
CMP0154,Facebook Ads,$5898.8700,374,99405,12/15/2025
CMP3624,Facebook Ads,$9504.1000,3023,66724,2025-10-09
CMP6490,Google Ads,$26799.8200,2381,38352,03/29/2025
CMP9880,YouTube Ads,$4055.3400,317,25006,2025-03-02
