Conversion_id,User_id,Revenue,Conversion_date,Revenue_Log,Revenue_Rank,High_Value_Conversion,Revenue_Category,Conversion_Year,Conversion_Month,Conversion_Weekday,Conversion_Quarter,Conversion_Day
CONV00274,U9460,18606.75,28-02-2025,9.83133344,1269,0,Very High,2025,February,Friday,1,28
CONV00275,U5135,19930.93,05-11-2025,9.900078247,1217,0,Very High,2025,November,Wednesday,4,5
CONV00276,U4874,33769.45,21-11-2025,10.42734144,660,1,Very High,2025,November,Friday,4,21
CONV00277,U2317,30023.08,07-10-2025,10.30975501,804,1,Very High,2025,October,Tuesday,4,7
CONV00278,U2839,14797.32,17-10-2025,9.60226894,1411,0,Very High,2025,October,Friday,4,17
CONV00279,U7940,19505.24,28-03-2025,9.878489693,1231,0,Very High,2025,March,Friday,1,28
CONV00280,U7273,28487.19,03-10-2025,10.25724489,878,1,Very High,2025,October,Friday,4,3
CONV00281,U2756,38741.11,07-09-2025,10.5646824,434,1,Very High,2025,September,Sunday,3,7
CONV00282,U6011,36089.52,22-10-2025,10.49378551,560,1,Very High,2025,October,Wednesday,4,22
CONV00283,U0529,43178.88,21-08-2025,10.67312993,247,1,Very High,2025,August,Thursday,3,21
CONV00284,U5745,21694.27,18-01-2026,9.984849543,1154,0,Very High,2026,January,Sunday,1,18
CONV00285,U4606,16520.85,24-11-2025,9.712439026,1345,0,Very High,2025,November,Monday,4,24
CONV00286,U1561,3434.65,19-03-2025,8.141961415,1888,0,Very High,2025,March,Wednesday,1,19
CONV00287,U4056,7537.5,02-01-2026,8.927778502,1718,0,Very High,2026,January,Friday,1,2
CONV00288,U1526,14272.17,24-08-2025,9.56613683,1430,0,Very High,2025,August,Sunday,3,24
CONV00289,U7512,18232.03,24-11-2025,9.810990063,1284,0,Very High,2025,November,Monday,4,24
CONV00290,U4400,27591.87,19-06-2025,10.22531268,921,1,Very High,2025,June,Thursday,2,19
CONV00291,U7530,42953.75,23-01-2025,10.66790252,255,1,Very High,2025,January,Thursday,1,23
CONV00292,U4946,32902.1,31-03-2025,10.40132216,691,1,Very High,2025,March,Monday,1,31
CONV00293,U5006,32946.52,16-01-2026,10.40267127,687,1,Very High,2026,January,Friday,1,16
CONV00294,U3706,959.7,15-10-2025,6.867662185,1979,0,High,2025,October,Wednesday,4,15
CONV00295,U3752,40394.86,19-07-2025,10.60648258,368,1,Very High,2025,July,Saturday,3,19
CONV00296,U2341,919.5,25-02-2025,6.824917001,1982,0,High,2025,February,Tuesday,1,25
CONV00297,U6746,43068.14,14-11-2025,10.67056201,249,1,Very High,2025,November,Friday,4,14
CONV00298,U7036,14209.9,13-06-2025,9.561764555,1436,0,Very High,2025,June,Friday,2,13
CONV00299,U0440,26128.58,20-12-2025,10.17082328,977,1,Very High,2025,December,Saturday,4,20
CONV00300,U8109,25229.34,05-08-2025,10.13580252,1015,0,Very High,2025,August,Tuesday,3,5
CONV00301,U6338,27544.63,24-10-2025,10.22359918,923,1,Very High,2025,October,Friday,4,24
CONV00302,U3535,20199.76,30-01-2025,9.913475506,1207,0,Very High,2025,January,Thursday,1,30
CONV00303,U8809,4638.06,14-11-2025,8.442267038,1836,0,Very High,2025,November,Friday,4,14
CONV00304,U1084,36632.94,05-07-2025,10.50873041,534,1,Very High,2025,July,Saturday,3,5
CONV00305,U7429,15809.86,03-12-2025,9.668452325,1375,0,Very High,2025,December,Wednesday,4,3
CONV00306,U8134,39257.86,20-07-2025,10.57793243,412,1,Very High,2025,July,Sunday,3,20
CONV00307,U1935,21751.57,01-02-2025,9.98748719,1151,0,Very High,2025,February,Saturday,1,1
CONV00308,U7458,25230.7,07-10-2025,10.13585642,1014,0,Very High,2025,October,Tuesday,4,7
CONV00309,U1890,627.14,24-05-2025,6.442763072,1995,0,High,2025,May,Saturday,2,24
CONV00310,U2933,45740.41,11-02-2025,10.73075929,160,1,Very High,2025,February,Tuesday,1,11
CONV00311,U4445,6410.35,02-03-2025,8.765825136,1765,0,Very High,2025,March,Sunday,1,2
CONV00312,U1130,42319.9,06-09-2025,10.65303633,277,1,Very High,2025,September,Saturday,3,6
CONV00313,U9238,12507.91,16-06-2025,9.434196469,1515,0,Very High,2025,June,Monday,2,16
CONV00314,U2467,12033.39,15-01-2025,9.395523663,1536,0,Very High,2025,January,Wednesday,1,15
CONV00315,U1704,21280.88,16-05-2025,9.965611285,1175,0,Very High,2025,May,Friday,2,16
CONV00316,U8516,18938.35,23-08-2025,9.848997047,1260,0,Very High,2025,August,Saturday,3,23
CONV00317,U1227,22031.65,30-11-2025,10.00028072,1137,0,Very High,2025,November,Sunday,4,30
CONV00318,U5346,12063.76,12-07-2025,9.398044086,1535,0,Very High,2025,July,Saturday,3,12
CONV00319,U7366,6476.47,07-09-2025,8.776085281,1763,0,Very High,2025,September,Sunday,3,7
CONV00320,U1482,41406.14,13-04-2025,10.63120861,318,1,Very High,2025,April,Sunday,2,13
CONV00321,U4067,2923.06,11-07-2025,7.98072834,1905,0,Very High,2025,July,Friday,3,11
CONV00322,U9014,5544.41,02-06-2025,8.620725838,1799,0,Very High,2025,June,Monday,2,2
CONV00323,U2142,34471.12,12-05-2025,10.44790616,627,1,Very High,2025,May,Monday,2,12
CONV00324,U0358,32476.35,28-02-2025,10.3882982,713,1,Very High,2025,February,Friday,1,28
CONV00325,U0830,41173.43,09-04-2025,10.62557271,335,1,Very High,2025,April,Wednesday,2,9
CONV00326,U3067,44229.48,22-05-2025,10.69716942,217,1,Very High,2025,May,Thursday,2,22
CONV00327,U7849,19459.26,14-02-2025,9.876129716,1234,0,Very High,2025,February,Friday,1,14
CONV00328,U0320,24244.38,09-08-2025,10.09598136,1040,0,Very High,2025,August,Saturday,3,9
CONV00329,U2947,11341.5,11-02-2025,9.336312012,1566,0,Very High,2025,February,Tuesday,1,11
CONV00330,U3814,33014.79,31-03-2025,10.40474121,683,1,Very High,2025,March,Monday,1,31
CONV00331,U9433,42041.5,14-08-2025,10.64643629,296,1,Very High,2025,August,Thursday,3,14
CONV00332,U5879,35177.76,29-11-2025,10.46819777,596,1,Very High,2025,November,Saturday,4,29
CONV00333,U8883,2379.21,09-06-2025,7.774943998,1926,0,Very High,2025,June,Monday,2,9
CONV00334,U5436,6959.23,03-12-2025,8.847967799,1744,0,Very High,2025,December,Wednesday,4,3
CONV00335,U2321,18562.05,28-02-2025,9.828928325,1272,0,Very High,2025,February,Friday,1,28
CONV00336,U4945,36751.43,28-06-2025,10.51195962,529,1,Very High,2025,June,Saturday,2,28
CONV00337,U5847,40815.48,07-05-2025,10.6168412,349,1,Very High,2025,May,Wednesday,2,7
CONV00338,U9386,9513.05,30-07-2025,9.160524932,1643,0,Very High,2025,July,Wednesday,3,30
CONV00339,U5426,49127.79,14-02-2025,10.8022005,29,1,Very High,2025,February,Friday,1,14
CONV00340,U3436,17848.82,02-06-2025,9.789748703,1293,0,Very High,2025,June,Monday,2,2
CONV00341,U2726,19246.27,17-08-2025,9.865124511,1250,0,Very High,2025,August,Sunday,3,17
CONV00342,U3696,40060.13,26-03-2025,10.59816182,377,1,Very High,2025,March,Wednesday,1,26
CONV00343,U5601,36733.26,15-04-2025,10.51146511,531,1,Very High,2025,April,Tuesday,2,15
CONV00344,U0508,30562.22,22-08-2025,10.3275526,783,1,Very High,2025,August,Friday,3,22
CONV00345,U6706,46315.89,09-01-2026,10.74326197,137,1,Very High,2026,January,Friday,1,9
CONV00346,U6438,24801.94,21-10-2025,10.11871747,1027,0,Very High,2025,October,Tuesday,4,21
CONV00347,U9834,1773.92,08-09-2025,7.48151063,1947,0,Very High,2025,September,Monday,3,8
CONV00348,U7716,5011.28,25-09-2025,8.51964618,1819,0,Very High,2025,September,Thursday,3,25
CONV00349,U0732,13538.34,10-06-2025,9.513354801,1469,0,Very High,2025,June,Tuesday,2,10
CONV00350,U1585,40504.92,26-02-2025,10.60920342,363,1,Very High,2025,February,Wednesday,1,26
CONV00351,U6859,46849.89,20-10-2025,10.75472528,114,1,Very High,2025,October,Monday,4,20
CONV00352,U8227,28788.53,08-11-2025,10.26776706,855,1,Very High,2025,November,Saturday,4,8
CONV00353,U3472,21457.06,30-04-2025,9.973855611,1170,0,Very High,2025,April,Wednesday,2,30
CONV00354,U5239,28040.03,21-02-2025,10.24142407,903,1,Very High,2025,February,Friday,1,21
CONV00355,U9627,21014.9,29-09-2025,9.953034573,1184,0,Very High,2025,September,Monday,3,29
CONV00356,U1731,14661.6,02-11-2025,9.593055313,1416,0,Very High,2025,November,Sunday,4,2
CONV00357,U9978,14133,04-09-2025,9.556338521,1440,0,Very High,2025,September,Thursday,3,4
CONV00358,U3893,46081.33,23-02-2025,10.73818486,151,1,Very High,2025,February,Sunday,1,23
CONV00359,U1610,48723.86,11-05-2025,10.79394465,49,1,Very High,2025,May,Sunday,2,11
CONV00360,U3080,41286.49,07-09-2025,10.62831483,326,1,Very High,2025,September,Sunday,3,7
CONV00361,U1076,20467.56,03-07-2025,9.926645329,1202,0,Very High,2025,July,Thursday,3,3
CONV00362,U0945,3002.68,19-05-2025,8.007593483,1903,0,Very High,2025,May,Monday,2,19
CONV00363,U2030,18937.1,03-01-2026,9.848931045,1261,0,Very High,2026,January,Saturday,1,3
CONV00364,U2680,34598.1,22-05-2025,10.45158295,620,1,Very High,2025,May,Thursday,2,22
CONV00365,U3627,10733.18,18-12-2025,9.281188322,1590,0,Very High,2025,December,Thursday,4,18
CONV00366,U0146,9073.43,25-09-2025,9.113215847,1663,0,Very High,2025,September,Thursday,3,25
CONV00367,U4512,17761.11,13-08-2025,9.784822816,1297,0,Very High,2025,August,Wednesday,3,13
CONV00368,U8381,32543.43,25-12-2025,10.39036151,709,1,Very High,2025,December,Thursday,4,25
CONV00369,U4530,14205.8,14-12-2025,9.561476002,1437,0,Very High,2025,December,Sunday,4,14
CONV00370,U6621,7426.51,05-12-2025,8.912945954,1723,0,Very High,2025,December,Friday,4,5
CONV00371,U9553,9900.8,21-01-2026,9.200471838,1627,0,Very High,2026,January,Wednesday,1,21
CONV00372,U5874,8914.34,08-10-2025,9.095528668,1669,0,Very High,2025,October,Wednesday,4,8
CONV00373,U9160,17113.81,06-04-2025,9.74769945,1328,0,Very High,2025,April,Sunday,2,6
CONV00374,U5429,15055.53,06-08-2025,9.619567063,1398,0,Very High,2025,August,Wednesday,3,6
CONV00375,U1167,6430.89,20-09-2025,8.769023709,1764,0,Very High,2025,September,Saturday,3,20
CONV00376,U2251,49365.98,11-05-2025,10.80703706,21,1,Very High,2025,May,Sunday,2,11
CONV00377,U5450,31907.7,20-11-2025,10.37063398,734,1,Very High,2025,November,Thursday,4,20
CONV00378,U8022,21968.72,28-02-2025,9.997420421,1140,0,Very High,2025,February,Friday,1,28
CONV00379,U3268,16449.55,06-08-2025,9.70811419,1351,0,Very High,2025,August,Wednesday,3,6
CONV00380,U3708,6882.07,03-01-2026,8.836820052,1749,0,Very High,2026,January,Saturday,1,3
CONV00381,U4886,26254.28,14-06-2025,10.17562239,974,1,Very High,2025,June,Saturday,2,14
CONV00382,U5886,45951.17,19-04-2025,10.73535635,155,1,Very High,2025,April,Saturday,2,19
CONV00383,U0360,6596.52,20-11-2025,8.7944491,1760,0,Very High,2025,November,Thursday,4,20
CONV00384,U0797,5851.62,27-11-2025,8.674644703,1784,0,Very High,2025,November,Thursday,4,27
CONV00385,U2025,35242.48,14-10-2025,10.47003583,592,1,Very High,2025,October,Tuesday,4,14
CONV00386,U4424,7289.59,11-12-2025,8.894339755,1729,0,Very High,2025,December,Thursday,4,11
CONV00387,U8155,39008.97,08-05-2025,10.57157253,420,1,Very High,2025,May,Thursday,2,8
CONV00388,U8981,46689.66,22-09-2025,10.75129942,122,1,Very High,2025,September,Monday,3,22
CONV00389,U8096,25829.41,10-04-2025,10.15930776,990,1,Very High,2025,April,Thursday,2,10
CONV00390,U4328,40752.33,22-09-2025,10.61529283,352,1,Very High,2025,September,Monday,3,22
CONV00391,U1557,7350.52,13-02-2025,8.902662374,1727,0,Very High,2025,February,Thursday,1,13
CONV00392,U1523,6134.68,22-07-2025,8.72187619,1773,0,Very High,2025,July,Tuesday,3,22
CONV00393,U2733,36457.35,29-03-2025,10.50392579,547,1,Very High,2025,March,Saturday,1,29
CONV00394,U7179,39068.63,22-04-2025,10.57310072,416,1,Very High,2025,April,Tuesday,2,22
CONV00395,U1851,3635.13,19-08-2025,8.198675208,1878,0,Very High,2025,August,Tuesday,3,19
CONV00396,U9258,17245.88,11-05-2025,9.755386537,1322,0,Very High,2025,May,Sunday,2,11
CONV00397,U6306,49395.69,19-03-2025,10.8076387,19,1,Very High,2025,March,Wednesday,1,19
CONV00398,U2710,12424.14,16-02-2025,9.427477119,1518,0,Very High,2025,February,Sunday,1,16
CONV00399,U3851,40162.43,24-02-2025,10.60071216,374,1,Very High,2025,February,Monday,1,24
CONV00400,U0292,2273.68,11-03-2025,7.729594662,1929,0,Very High,2025,March,Tuesday,1,11
CONV00401,U8329,33737.98,14-11-2025,10.42640912,662,1,Very High,2025,November,Friday,4,14
CONV00402,U5440,23920.12,04-11-2025,10.08251703,1056,0,Very High,2025,November,Tuesday,4,4
CONV00403,U3634,41579.25,01-02-2025,10.63538057,310,1,Very High,2025,February,Saturday,1,1
CONV00404,U2690,35984.38,03-10-2025,10.49086802,562,1,Very High,2025,October,Friday,4,3
CONV00405,U6438,39180.31,13-05-2025,10.57595513,414,1,Very High,2025,May,Tuesday,2,13
CONV00406,U9648,33093.61,04-04-2025,10.40712571,682,1,Very High,2025,April,Friday,2,4
CONV00407,U9065,46256.36,03-09-2025,10.74197587,142,1,Very High,2025,September,Wednesday,3,3
CONV00408,U1697,30504.96,28-07-2025,10.32567735,787,1,Very High,2025,July,Monday,3,28
CONV00409,U4483,22915.86,27-07-2025,10.03962816,1102,0,Very High,2025,July,Sunday,3,27
CONV00410,U4898,16038.58,18-01-2026,9.682814697,1364,0,Very High,2026,January,Sunday,1,18
CONV00411,U5658,32679.28,10-01-2026,10.39452712,700,1,Very High,2026,January,Saturday,1,10
CONV00412,U1891,29348.91,30-07-2025,10.28704476,828,1,Very High,2025,July,Wednesday,3,30
CONV00413,U0210,19353.08,26-09-2025,9.870658529,1240,0,Very High,2025,September,Friday,3,26
CONV00414,U4106,39325.69,22-03-2025,10.5796587,408,1,Very High,2025,March,Saturday,1,22
CONV00415,U9206,28282.89,02-05-2025,10.25004766,888,1,Very High,2025,May,Friday,2,2
CONV00416,U6350,48308.74,03-08-2025,10.78538848,60,1,Very High,2025,August,Sunday,3,3
CONV00417,U3696,32557.8,15-12-2025,10.39080296,707,1,Very High,2025,December,Monday,4,15
CONV00418,U4820,4186.22,17-09-2025,8.339792308,1849,0,Very High,2025,September,Wednesday,3,17
CONV00419,U4573,8465.98,08-11-2025,9.043929172,1682,0,Very High,2025,November,Saturday,4,8
CONV00420,U0655,3017.34,18-04-2025,8.01246229,1902,0,Very High,2025,April,Friday,2,18
CONV00421,U5208,26270.01,22-10-2025,10.17622133,972,1,Very High,2025,October,Wednesday,4,22
CONV00422,U5725,16928.23,05-05-2025,9.736796993,1332,0,Very High,2025,May,Monday,2,5
CONV00423,U0145,22560.53,28-03-2025,10.02400152,1115,0,Very High,2025,March,Friday,1,28
CONV00424,U6323,14500.04,10-06-2025,9.58197565,1424,0,Very High,2025,June,Tuesday,2,10
CONV00425,U0719,16355.48,03-06-2025,9.702379428,1355,0,Very High,2025,June,Tuesday,2,3
CONV00426,U3454,11052.17,31-12-2025,9.310472544,1576,0,Very High,2025,December,Wednesday,4,31
CONV00427,U1182,23231.65,28-12-2025,10.0533139,1084,0,Very High,2025,December,Sunday,4,28
CONV00428,U9144,11768.46,14-02-2025,9.37326332,1552,0,Very High,2025,February,Friday,1,14
CONV00429,U0277,26974.3,08-08-2025,10.20267691,941,1,Very High,2025,August,Friday,3,8
CONV00430,U5861,39451.15,24-09-2025,10.58284382,396,1,Very High,2025,September,Wednesday,3,24
CONV00431,U6474,8238.01,12-12-2025,9.01663547,1695,0,Very High,2025,December,Friday,4,12
CONV00432,U2361,45751.36,27-06-2025,10.73099865,159,1,Very High,2025,June,Friday,2,27
CONV00433,U0685,20007.04,20-01-2025,9.903889472,1212,0,Very High,2025,January,Monday,1,20
CONV00434,U8398,11429,09-04-2025,9.343996757,1563,0,Very High,2025,April,Wednesday,2,9
CONV00435,U0892,27708.4,18-10-2025,10.22952698,916,1,Very High,2025,October,Saturday,4,18
CONV00436,U5421,32945.91,05-07-2025,10.40265276,688,1,Very High,2025,July,Saturday,3,5
CONV00437,U5380,34826.18,16-11-2025,10.4581534,613,1,Very High,2025,November,Sunday,4,16
CONV00438,U0080,11465.52,03-07-2025,9.347186764,1561,0,Very High,2025,July,Thursday,3,3
CONV00439,U7864,38850.96,09-09-2025,10.5675138,430,1,Very High,2025,September,Tuesday,3,9
CONV00440,U8825,44373.62,13-04-2025,10.70042296,209,1,Very High,2025,April,Sunday,2,13
CONV00441,U9485,45362.03,13-08-2025,10.72245274,170,1,Very High,2025,August,Wednesday,3,13
CONV00442,U5994,38721.17,12-08-2025,10.56416758,436,1,Very High,2025,August,Tuesday,3,12
CONV00443,U5962,12324.6,15-10-2025,9.419433679,1525,0,Very High,2025,October,Wednesday,4,15
CONV00444,U9271,36734.22,03-01-2026,10.51149125,530,1,Very High,2026,January,Saturday,1,3
CONV00445,U6053,10735.32,29-05-2025,9.281387665,1589,0,Very High,2025,May,Thursday,2,29
CONV00446,U5310,31861.57,02-03-2025,10.36918725,737,1,Very High,2025,March,Sunday,1,2
CONV00447,U6202,44962.22,09-07-2025,10.7136001,187,1,Very High,2025,July,Wednesday,3,9
CONV00448,U5654,30408.44,23-09-2025,10.32250837,794,1,Very High,2025,September,Tuesday,3,23
CONV00449,U4601,8289.19,08-05-2025,9.022828167,1694,0,Very High,2025,May,Thursday,2,8
CONV00450,U7890,10929.85,17-12-2025,9.299344346,1581,0,Very High,2025,December,Wednesday,4,17
CONV00451,U2640,2439.95,28-03-2025,7.800142587,1925,0,Very High,2025,March,Friday,1,28
CONV00452,U6643,1421.69,26-11-2025,7.260304725,1967,0,Very High,2025,November,Wednesday,4,26
CONV00453,U7892,20832.96,02-04-2025,9.944339627,1193,0,Very High,2025,April,Wednesday,2,2
CONV00454,U5615,3907.72,02-09-2025,8.270965234,1864,0,Very High,2025,September,Tuesday,3,2
CONV00455,U6878,9282.4,15-04-2025,9.135983138,1651,0,Very High,2025,April,Tuesday,2,15
CONV00456,U7902,30372,30-12-2025,10.32130933,795,1,Very High,2025,December,Tuesday,4,30
CONV00457,U0712,11859.57,18-01-2026,9.380974732,1544,0,Very High,2026,January,Sunday,1,18
CONV00458,U4171,43023.14,11-09-2025,10.66951663,252,1,Very High,2025,September,Thursday,3,11
CONV00459,U0117,26228.21,04-11-2025,10.17462895,975,1,Very High,2025,November,Tuesday,4,4
CONV00460,U6981,13434.49,17-12-2025,9.505654992,1475,0,Very High,2025,December,Wednesday,4,17
CONV00461,U3338,28099.35,05-08-2025,10.24353731,899,1,Very High,2025,August,Tuesday,3,5
CONV00462,U9465,36921.23,23-07-2025,10.51656909,523,1,Very High,2025,July,Wednesday,3,23
CONV00463,U1643,39411.02,15-05-2025,10.58182612,401,1,Very High,2025,May,Thursday,2,15
CONV00464,U0087,46330.16,01-03-2025,10.74357002,136,1,Very High,2025,March,Saturday,1,1
CONV00465,U0619,32980.67,25-07-2025,10.40370723,685,1,Very High,2025,July,Friday,3,25
CONV00466,U8490,39305.99,12-06-2025,10.57915764,409,1,Very High,2025,June,Thursday,2,12
CONV00467,U5894,48794.47,05-05-2025,10.79539276,43,1,Very High,2025,May,Monday,2,5
CONV00468,U8483,3896.55,10-01-2025,8.26810343,1866,0,Very High,2025,January,Friday,1,10
CONV00469,U5694,48171.33,05-06-2025,10.78254007,64,1,Very High,2025,June,Thursday,2,5
CONV00470,U1745,15065.47,13-11-2025,9.620227024,1396,0,Very High,2025,November,Thursday,4,13
CONV00471,U4099,28376.85,15-01-2026,10.25336419,886,1,Very High,2026,January,Thursday,1,15
CONV00472,U0449,3843.94,24-09-2025,8.254513277,1868,0,Very High,2025,September,Wednesday,3,24
CONV00473,U5786,35190.52,30-09-2025,10.46856042,594,1,Very High,2025,September,Tuesday,3,30
CONV00474,U1246,16036.7,17-10-2025,9.68269748,1365,0,Very High,2025,October,Friday,4,17
CONV00475,U3848,11845.77,30-05-2025,9.379810536,1545,0,Very High,2025,May,Friday,2,30
CONV00476,U1286,30884.44,06-01-2026,10.33804015,770,1,Very High,2026,January,Tuesday,1,6
CONV00477,U9413,49227.54,19-06-2025,10.80422882,25,1,Very High,2025,June,Thursday,2,19
CONV00478,U0888,47012.89,28-09-2025,10.75819837,112,1,Very High,2025,September,Sunday,3,28
CONV00479,U8491,916.72,14-09-2025,6.821892333,1983,0,High,2025,September,Sunday,3,14
CONV00480,U4255,12238.39,21-04-2025,9.412414718,1527,0,Very High,2025,April,Monday,2,21
CONV00481,U6100,22811.09,24-07-2025,10.03504594,1105,0,Very High,2025,July,Thursday,3,24
CONV00482,U3864,19353.73,16-10-2025,9.870692113,1239,0,Very High,2025,October,Thursday,4,16
CONV00483,U8471,39373.98,10-10-2025,10.58088587,406,1,Very High,2025,October,Friday,4,10
CONV00484,U2677,13087.34,26-02-2025,9.479477037,1485,0,Very High,2025,February,Wednesday,1,26
CONV00485,U9181,1481.85,16-10-2025,7.301721191,1965,0,Very High,2025,October,Thursday,4,16
CONV00486,U8822,16591.97,16-04-2025,9.716734391,1343,0,Very High,2025,April,Wednesday,2,16
CONV00487,U7599,8794.99,15-12-2025,9.082051215,1672,0,Very High,2025,December,Monday,4,15
CONV00488,U1297,16017.36,13-04-2025,9.681490843,1367,0,Very High,2025,April,Sunday,2,13
CONV00489,U7290,26286.32,19-07-2025,10.17684197,971,1,Very High,2025,July,Saturday,3,19
CONV00490,U4123,10923.29,06-01-2026,9.298744029,1582,0,Very High,2026,January,Tuesday,1,6
CONV00491,U0882,38367.32,16-01-2025,10.5549874,456,1,Very High,2025,January,Thursday,1,16
CONV00492,U5069,14566.68,18-05-2025,9.586560655,1419,0,Very High,2025,May,Sunday,2,18
CONV00493,U5847,48761.59,03-07-2025,10.7947187,44,1,Very High,2025,July,Thursday,3,3
CONV00494,U8836,23098.9,24-04-2025,10.04758357,1091,0,Very High,2025,April,Thursday,2,24
CONV00495,U5689,40333.03,18-09-2025,10.60495081,371,1,Very High,2025,September,Thursday,3,18
CONV00496,U0002,14694.73,12-10-2025,9.595312254,1414,0,Very High,2025,October,Sunday,4,12
CONV00497,U7053,39939.99,16-06-2025,10.59515839,381,1,Very High,2025,June,Monday,2,16
CONV00498,U2676,19228.72,05-12-2025,9.864212278,1251,0,Very High,2025,December,Friday,4,5
CONV00499,U4455,26831.24,03-06-2025,10.19735943,944,1,Very High,2025,June,Tuesday,2,3
CONV00500,U7461,35173.39,28-11-2025,10.46807354,597,1,Very High,2025,November,Friday,4,28
CONV00501,U0363,13825.16,28-04-2025,9.534317729,1453,0,Very High,2025,April,Monday,2,28
CONV00502,U8087,15923.05,17-05-2025,9.675585824,1371,0,Very High,2025,May,Saturday,2,17
CONV00503,U1315,38894.82,18-03-2025,10.56864207,428,1,Very High,2025,March,Tuesday,1,18
CONV00504,U6252,35876.78,19-01-2025,10.48787344,567,1,Very High,2025,January,Sunday,1,19
CONV00505,U8539,19761.59,06-01-2026,9.891546036,1225,0,Very High,2026,January,Tuesday,1,6
CONV00506,U8535,32106.74,10-03-2025,10.3768524,727,1,Very High,2025,March,Monday,1,10
CONV00507,U7114,39822.32,04-07-2025,10.59220795,383,1,Very High,2025,July,Friday,3,4
CONV00508,U7787,18884.23,21-12-2025,9.846135414,1262,0,Very High,2025,December,Sunday,4,21
CONV00509,U0984,8118.96,17-02-2025,9.002080507,1699,0,Very High,2025,February,Monday,1,17
CONV00510,U5691,1556.97,25-08-2025,7.351138971,1956,0,Very High,2025,August,Monday,3,25
CONV00511,U7169,35003.37,20-10-2025,10.46322819,604,1,Very High,2025,October,Monday,4,20
CONV00512,U4511,3909.39,07-11-2025,8.271392392,1863,0,Very High,2025,November,Friday,4,7
CONV00513,U8290,44205.15,02-08-2025,10.6966192,218,1,Very High,2025,August,Saturday,3,2
CONV00514,U8831,34319.6,11-08-2025,10.44350104,636,1,Very High,2025,August,Monday,3,11
CONV00515,U5277,33115.11,27-02-2025,10.40777515,681,1,Very High,2025,February,Thursday,1,27
CONV00516,U1618,41896.83,07-02-2025,10.64298931,300,1,Very High,2025,February,Friday,1,7
CONV00517,U9928,46091.24,26-02-2025,10.73839989,149,1,Very High,2025,February,Wednesday,1,26
CONV00518,U6815,41270.33,16-07-2025,10.62792335,327,1,Very High,2025,July,Wednesday,3,16
CONV00519,U3538,36396.01,10-10-2025,10.50224191,550,1,Very High,2025,October,Friday,4,10
CONV00520,U2932,21051.64,16-10-2025,9.954781247,1181,0,Very High,2025,October,Thursday,4,16
CONV00521,U1706,20377.08,06-04-2025,9.922215092,1205,0,Very High,2025,April,Sunday,2,6
CONV00522,U9013,38327.13,29-06-2025,10.55393937,457,1,Very High,2025,June,Sunday,2,29
CONV00523,U9016,22651.24,23-05-2025,10.02801402,1111,0,Very High,2025,May,Friday,2,23
CONV00524,U2214,49227.52,10-06-2025,10.80422841,26,1,Very High,2025,June,Tuesday,2,10
CONV00525,U9115,5167.21,03-11-2025,8.550281679,1813,0,Very High,2025,November,Monday,4,3
CONV00526,U4094,15364.97,18-05-2025,9.639910603,1385,0,Very High,2025,May,Sunday,2,18
CONV00527,U2833,29023.51,06-10-2025,10.27589592,843,1,Very High,2025,October,Monday,4,6
CONV00528,U6252,38659.62,21-02-2025,10.56257679,440,1,Very High,2025,February,Friday,1,21
CONV00529,U9869,31793.58,07-01-2025,10.36705111,742,1,Very High,2025,January,Tuesday,1,7
CONV00530,U5355,8083.28,06-10-2025,8.997676714,1702,0,Very High,2025,October,Monday,4,6
CONV00531,U7077,7043.36,31-05-2025,8.859982576,1736,0,Very High,2025,May,Saturday,2,31
CONV00532,U1394,38804.34,28-07-2025,10.56631315,432,1,Very High,2025,July,Monday,3,28
CONV00533,U9361,49855.4,27-04-2025,10.81690215,3,1,Very High,2025,April,Sunday,2,27
CONV00534,U9438,20972.31,26-02-2025,9.951005956,1186,0,Very High,2025,February,Wednesday,1,26
CONV00535,U4995,41168.41,22-04-2025,10.62545078,336,1,Very High,2025,April,Tuesday,2,22
CONV00536,U3272,38007.82,13-01-2026,10.54557352,467,1,Very High,2026,January,Tuesday,1,13
CONV00537,U2420,34842.86,31-05-2025,10.45863222,612,1,Very High,2025,May,Saturday,2,31
CONV00538,U3472,37642.58,02-05-2025,10.5359177,487,1,Very High,2025,May,Friday,2,2
CONV00539,U0302,33344.65,13-07-2025,10.41468261,672,1,Very High,2025,July,Sunday,3,13
CONV00540,U4445,47286.24,30-01-2025,10.76399577,101,1,Very High,2025,January,Thursday,1,30
CONV00541,U5902,43436.82,17-03-2025,10.67908577,241,1,Very High,2025,March,Monday,1,17
CONV00542,U5169,4857.02,12-09-2025,8.488386226,1826,0,Very High,2025,September,Friday,3,12
CONV00543,U8674,19973.29,11-06-2025,9.902201226,1213,0,Very High,2025,June,Wednesday,2,11
CONV00544,U3870,3569.48,22-09-2025,8.18045532,1882,0,Very High,2025,September,Monday,3,22
CONV00545,U6437,36629.54,19-12-2025,10.5086376,535,1,Very High,2025,December,Friday,4,19
CONV00546,U9919,7022.72,08-07-2025,8.857048271,1739,0,Very High,2025,July,Tuesday,3,8
CONV00547,U5063,26428.37,23-12-2025,10.18223117,966,1,Very High,2025,December,Tuesday,4,23
CONV00548,U8733,42056.36,06-03-2025,10.64678968,294,1,Very High,2025,March,Thursday,1,6
