User_id,Channel,Interaction_date,Campaign_id
U1301,YouTube Ads,11-04-2025,CMP3554
U0903,YouTube Ads,12-01-2025,CMP4557
U1785,YouTube Ads,08-02-2025,CMP9472
U5902,YouTube Ads,01/19/2025,CMP9748
U2205,Google Ads,03-04-2025,CMP6209
U1791,YouTube Ads,10/20/2025,CMP6780
U4255,Email Marketing,09/27/2025,CMP7925
U2948,LinkedIn Ads,11-09-2025,CMP9219
U3397,Google Ads,11-12-2025,CMP0026
U4615,Email Marketing,05-11-2025,CMP9182
U9322,Google Ads,11-12-2025,CMP5308
U2225,Email Marketing,09-04-2025,CMP5537
U8538,Instagram Ads,06-03-2025,CMP8798
U1085,Google Ads,03/18/2025,CMP8780
U1915,Facebook Ads,06-07-2025,CMP8754
U7405,LinkedIn Ads,06-04-2025,CMP4449
U7908,Google Ads,09/14/2025,CMP6132
U8457,Instagram Ads,12/13/2025,CMP8580
U9737,Email Marketing,02/14/2025,CMP6351
U3439,Email Marketing,06/14/2025,CMP8530
U4484,LinkedIn Ads,02/28/2025,CMP5229
U4642,YouTube Ads,10/21/2025,CMP3385
U0827,YouTube Ads,02/24/2025,CMP5550
U7305,Email Marketing,11-12-2025,CMP2933
U7673,Google Ads,02/19/2025,CMP8741
U4228,LinkedIn Ads,07-06-2025,CMP7626
U1850,Instagram Ads,06/29/2025,CMP5413
U1753,YouTube Ads,06/16/2025,CMP5712
U3993,LinkedIn Ads,10-08-2025,CMP8729
U9294,Email Marketing,06/25/2025,CMP3412
U9703,Email Marketing,11-02-2025,CMP1277
U9772,Facebook Ads,07/14/2025,CMP7295
U0004,Facebook Ads,03/17/2025,CMP1484
U5188,YouTube Ads,06-03-2025,CMP6390
U8363,Email Marketing,07/26/2025,CMP7123
U1798,Google Ads,05/25/2025,CMP8993
U8932,Email Marketing,04/19/2025,CMP6460
U2057,LinkedIn Ads,03-10-2025,CMP9101
U6814,Email Marketing,08/22/2025,CMP7975
U6304,LinkedIn Ads,07-01-2025,CMP2946
U6732,LinkedIn Ads,10-07-2025,CMP9469
U1312,LinkedIn Ads,03/14/2025,CMP9309
U1450,LinkedIn Ads,05-06-2025,CMP4579
U8766,Email Marketing,01-06-2025,CMP1280
U4739,Email Marketing,03/27/2025,CMP9404
U9473,Email Marketing,03/28/2025,CMP4982
U4553,Instagram Ads,05-10-2025,CMP0448
U2477,Google Ads,12-04-2025,CMP4210
U1383,LinkedIn Ads,03/16/2025,CMP3870
U2741,LinkedIn Ads,04/18/2025,CMP8126
U4938,Google Ads,09-01-2025,CMP4332
U8691,Email Marketing,08-11-2025,CMP6223
U5798,Email Marketing,08-10-2025,CMP6259
U9572,Instagram Ads,07/20/2025,CMP5489
U5133,Facebook Ads,10-08-2025,CMP9646
U5760,LinkedIn Ads,04/23/2025,CMP0196
U3553,YouTube Ads,11-03-2025,CMP0389
U9275,YouTube Ads,04-05-2025,CMP1416
U6996,Email Marketing,12/21/2025,CMP7651
U5451,Google Ads,01/31/2025,CMP2654
U8062,LinkedIn Ads,02/25/2025,CMP1138
U1154,LinkedIn Ads,10/20/2025,CMP1741
U6398,Facebook Ads,05/17/2025,CMP8155
U7834,Google Ads,08-12-2025,CMP9415
U7899,YouTube Ads,03-04-2025,CMP1149
U1486,Email Marketing,07-07-2025,CMP5464
U6295,Instagram Ads,12-05-2025,CMP7531
U7176,Email Marketing,04-08-2025,CMP1750
U5042,Facebook Ads,09/13/2025,CMP9715
U6644,Google Ads,03-02-2025,CMP0269
U1181,Email Marketing,01/19/2025,CMP7510
U0236,YouTube Ads,03/30/2025,CMP7721
U1743,LinkedIn Ads,02/28/2025,CMP1595
U6587,Facebook Ads,06/16/2025,CMP1034
U1979,Facebook Ads,05/21/2025,CMP5269
U0667,YouTube Ads,03-10-2025,CMP6061
U2940,Facebook Ads,02/15/2025,CMP6163
U4440,Email Marketing,09/25/2025,CMP6820
U4935,YouTube Ads,06/28/2025,CMP0617
U8316,YouTube Ads,04/23/2025,CMP1926
U7773,Google Ads,09-12-2025,CMP4529
U5478,Email Marketing,11-12-2025,CMP0886
U1161,Facebook Ads,05-01-2025,CMP8805
U5344,Facebook Ads,04/27/2025,CMP6866
U0891,LinkedIn Ads,08-12-2025,CMP3277
U5876,LinkedIn Ads,05/19/2025,CMP2918
U7514,Google Ads,08-03-2025,CMP9318
U3764,YouTube Ads,02/14/2025,CMP4836
U4042,YouTube Ads,05-07-2025,CMP3547
U0657,Facebook Ads,08/29/2025,CMP9696
U8115,LinkedIn Ads,05-04-2025,CMP8702
U1487,Facebook Ads,01-09-2025,CMP6663
U7599,YouTube Ads,03-12-2025,CMP7525
U1159,Email Marketing,07/17/2025,CMP6069
U1327,Instagram Ads,11/14/2025,CMP6978
U0670,Google Ads,07-07-2025,CMP5964
U3910,YouTube Ads,10-04-2025,CMP1098
U8251,Email Marketing,12/15/2025,CMP9505
U7704,LinkedIn Ads,12/30/2025,CMP5657
U1076,LinkedIn Ads,04-07-2025,CMP4789
U2425,Instagram Ads,09-12-2025,CMP2930
U7765,Instagram Ads,06/27/2025,CMP0372
U8514,Facebook Ads,11/27/2025,CMP4777
U7296,LinkedIn Ads,08/23/2025,CMP5347
U0776,Facebook Ads,03/17/2025,CMP5022
U2515,Email Marketing,03/24/2025,CMP2635
U9216,Facebook Ads,12/29/2025,CMP9414
U4941,Instagram Ads,03-04-2025,CMP2424
U8314,LinkedIn Ads,06/19/2025,CMP2382
U5550,YouTube Ads,12/19/2025,CMP4749
U3611,Email Marketing,08/17/2025,CMP2285
U3207,YouTube Ads,01-12-2025,CMP3198
U9914,YouTube Ads,09/19/2025,CMP1432
U4664,Email Marketing,06/26/2025,CMP2424
U7250,Google Ads,05/28/2025,CMP9192
U1411,Email Marketing,03/15/2025,CMP6945
U1450,Instagram Ads,01-04-2025,CMP8607
U3265,YouTube Ads,04-06-2025,CMP2866
U3679,YouTube Ads,01/14/2025,CMP4948
U4010,Google Ads,01/15/2025,CMP7743
U4226,Email Marketing,11/18/2025,CMP9813
U2669,Instagram Ads,10/25/2025,CMP1960
U5833,Instagram Ads,01/25/2025,CMP2220
U9811,YouTube Ads,03/27/2025,CMP1259
U5762,Instagram Ads,03/15/2025,CMP4933
U8248,LinkedIn Ads,04/24/2025,CMP7945
U6838,YouTube Ads,08/24/2025,CMP8613
U7241,LinkedIn Ads,11-02-2025,CMP0285
U2333,Google Ads,12/19/2025,CMP4992
U7066,LinkedIn Ads,01/22/2025,CMP1288
U0710,YouTube Ads,02-03-2025,CMP8413
U5760,YouTube Ads,01/15/2025,CMP2029
U3963,YouTube Ads,09/16/2025,CMP4545
U2815,YouTube Ads,10-03-2025,CMP0230
U7204,Email Marketing,12-11-2025,CMP8261
U2026,Facebook Ads,08/27/2025,CMP6949
U5376,Email Marketing,09-10-2025,CMP5919
U7012,Email Marketing,04-07-2025,CMP5112
U7178,Facebook Ads,09/25/2025,CMP6021
U1061,LinkedIn Ads,07-06-2025,CMP6469
U9535,Google Ads,10/31/2025,CMP6624
U7939,Instagram Ads,09/19/2025,CMP6558
U0487,Instagram Ads,02/20/2025,CMP2002
U4961,Facebook Ads,11/15/2025,CMP0439
U8033,LinkedIn Ads,09/16/2025,CMP8519
U6286,YouTube Ads,08/19/2025,CMP8857
U2690,Google Ads,09-09-2025,CMP0590
U8838,Google Ads,10/20/2025,CMP7987
U5780,Google Ads,05/26/2025,CMP8302
U5592,Instagram Ads,07/14/2025,CMP2101
U5114,Instagram Ads,10/31/2025,CMP6750
U0613,Google Ads,08/24/2025,CMP4996
U5186,Instagram Ads,07/13/2025,CMP6901
U5564,Google Ads,03/27/2025,CMP8002
U3508,LinkedIn Ads,05/28/2025,CMP3306
U1553,Facebook Ads,10/31/2025,CMP6587
U4946,LinkedIn Ads,09/16/2025,CMP8701
U8972,LinkedIn Ads,04-03-2025,CMP3279
U4390,YouTube Ads,11/23/2025,CMP3057
U7578,YouTube Ads,03/17/2025,CMP7107
U3336,LinkedIn Ads,07/31/2025,CMP4920
U2457,Email Marketing,04-09-2025,CMP4202
U3310,LinkedIn Ads,03/23/2025,CMP7605
U7961,Email Marketing,01-11-2025,CMP4552
U1480,Instagram Ads,07/23/2025,CMP9857
U8606,Email Marketing,05-09-2025,CMP9355
U6929,Instagram Ads,04/22/2025,CMP2004
U6140,LinkedIn Ads,12/25/2025,CMP7201
U5050,Instagram Ads,01-11-2025,CMP4037
U5068,Email Marketing,11/24/2025,CMP0896
U4187,YouTube Ads,06-04-2025,CMP2000
U6657,Facebook Ads,01/18/2025,CMP4873
U6921,LinkedIn Ads,02/21/2025,CMP8056
U7427,LinkedIn Ads,12/22/2025,CMP5765
U3279,Email Marketing,11/18/2025,CMP3011
U2132,Facebook Ads,11-01-2025,CMP2586
U9717,LinkedIn Ads,06/17/2025,CMP7398
U9151,LinkedIn Ads,11/28/2025,CMP2981
U6571,Facebook Ads,11/13/2025,CMP7577
U7130,Facebook Ads,08/21/2025,CMP6029
U2134,Facebook Ads,08-09-2025,CMP3329
U2392,Email Marketing,01/15/2025,CMP4637
U0170,Instagram Ads,08/29/2025,CMP4069
U9785,Email Marketing,05-12-2025,CMP6514
U9802,Facebook Ads,12/30/2025,CMP5454
U6077,YouTube Ads,03-09-2025,CMP8267
U1469,YouTube Ads,06-12-2025,CMP2784
U5908,Instagram Ads,08-09-2025,CMP1915
U8050,YouTube Ads,03/19/2025,CMP4322
U0588,Google Ads,08/29/2025,CMP7209
U9190,LinkedIn Ads,09-06-2025,CMP1901
U2960,Google Ads,03/28/2025,CMP2426
U2959,Facebook Ads,08-02-2025,CMP9596
U1999,Instagram Ads,07/21/2025,CMP1546
U7862,Facebook Ads,08/21/2025,CMP5301
U2119,Google Ads,04/19/2025,CMP5398
U2917,Email Marketing,05-03-2025,CMP0910
U2526,LinkedIn Ads,03-03-2025,CMP2670
U6021,Email Marketing,09/20/2025,CMP5081
U6034,Instagram Ads,11-11-2025,CMP7806
U2541,YouTube Ads,09-11-2025,CMP0663
U4922,LinkedIn Ads,03/18/2025,CMP4763
U1254,YouTube Ads,01/24/2025,CMP4074
U1340,LinkedIn Ads,09/15/2025,CMP1549
U4877,Facebook Ads,06-10-2025,CMP2942
U3459,YouTube Ads,04-05-2025,CMP7372
U0218,LinkedIn Ads,03/29/2025,CMP1743
U5911,Email Marketing,12/20/2025,CMP9862
U0261,Google Ads,12/23/2025,CMP4959
U3128,Email Marketing,02/14/2025,CMP2379
U7296,Google Ads,09-06-2025,CMP6913
U0835,Facebook Ads,06/20/2025,CMP3976
U4765,LinkedIn Ads,01/19/2025,CMP7075
U9444,Facebook Ads,06-11-2025,CMP7994
U5682,LinkedIn Ads,08/18/2025,CMP6835
U9629,LinkedIn Ads,12/17/2025,CMP3150
U5903,Facebook Ads,08/30/2025,CMP7676
U9925,Email Marketing,09-09-2025,CMP1413
U5879,Facebook Ads,05/14/2025,CMP4976
U3715,Google Ads,03-03-2025,CMP8249
U8445,Google Ads,11-06-2025,CMP5821
U1670,LinkedIn Ads,10/15/2025,CMP7174
U7234,Facebook Ads,09/17/2025,CMP1935
U6812,Instagram Ads,01-04-2025,CMP5960
U5909,YouTube Ads,11/19/2025,CMP4699
U6707,LinkedIn Ads,08/23/2025,CMP8678
U1141,LinkedIn Ads,02/13/2025,CMP0488
U2474,LinkedIn Ads,10/22/2025,CMP2693
U9071,Instagram Ads,06-05-2025,CMP8517
U6619,Instagram Ads,08/17/2025,CMP0130
U1381,Email Marketing,01/19/2025,CMP7245
U9041,YouTube Ads,06-09-2025,CMP2065
U6927,Google Ads,09/16/2025,CMP0384
U2044,Email Marketing,08/18/2025,CMP4256
U8738,Facebook Ads,11-01-2025,CMP5554
U1725,Email Marketing,06/17/2025,CMP9385
U1343,LinkedIn Ads,02/17/2025,CMP5920
U9638,LinkedIn Ads,10/14/2025,CMP3520
U8021,LinkedIn Ads,08-02-2025,CMP9574
U3484,Facebook Ads,08/22/2025,CMP7500
U1981,Instagram Ads,07-09-2025,CMP9160
U0459,Instagram Ads,03/15/2025,CMP1930
U0035,Instagram Ads,03-04-2025,CMP5000
U6182,LinkedIn Ads,09-01-2025,CMP6842
U7358,YouTube Ads,03/18/2025,CMP2270
U7260,LinkedIn Ads,05/23/2025,CMP6712
U9165,YouTube Ads,02/13/2025,CMP0407
U0306,YouTube Ads,03-03-2025,CMP0867
U7279,Instagram Ads,02/13/2025,CMP0311
U0395,LinkedIn Ads,09/28/2025,CMP0738
U1469,YouTube Ads,03/20/2025,CMP1628
U1618,Facebook Ads,06/13/2025,CMP5330
U9602,Google Ads,05-02-2025,CMP6153
U1073,Instagram Ads,09-05-2025,CMP1886
U9089,Instagram Ads,11/30/2025,CMP0306
U6117,Email Marketing,10-04-2025,CMP1375
U4740,YouTube Ads,12-01-2025,CMP6943
U5758,Instagram Ads,11/20/2025,CMP7901
U1470,Facebook Ads,07/22/2025,CMP0746
U5614,Instagram Ads,11/22/2025,CMP9118
U5382,Email Marketing,01-09-2025,CMP4030
U9107,LinkedIn Ads,12/23/2025,CMP9975
U7294,Email Marketing,12-11-2025,CMP1330
U0139,Instagram Ads,03-05-2025,CMP9852
U5863,Facebook Ads,04-09-2025,CMP0154
U9930,Facebook Ads,04/18/2025,CMP3624
U9041,Google Ads,04-10-2025,CMP6490
U2088,YouTube Ads,05/13/2025,CMP9880
U8732,Facebook Ads,11-11-2025,CMP4495
U7087,LinkedIn Ads,07/28/2025,CMP0033
U0770,Instagram Ads,05/23/2025,CMP8120
U3697,Facebook Ads,12/20/2025,CMP6421
U0457,Instagram Ads,09-03-2025,CMP2695
U0892,Instagram Ads,06/20/2025,CMP5478
U2046,YouTube Ads,02/13/2025,CMP9830
U4940,Facebook Ads,11-09-2025,CMP1066
U1571,YouTube Ads,11/13/2025,CMP0915
U1660,LinkedIn Ads,06/23/2025,CMP0174
U9752,Instagram Ads,02-04-2025,CMP8475
U7888,Facebook Ads,11/14/2025,CMP9392
U5862,Google Ads,06-09-2025,CMP0723
U8482,LinkedIn Ads,10/28/2025,CMP2416
U3298,YouTube Ads,02-05-2025,CMP8309
U5500,YouTube Ads,11-12-2025,CMP7658
U3655,Google Ads,12/21/2025,CMP7444
U0111,Email Marketing,07-05-2025,CMP7877
U5897,Facebook Ads,01/23/2025,CMP1888
U4030,Instagram Ads,04-02-2025,CMP3588
U5545,Google Ads,04/18/2025,CMP1658
U7107,Email Marketing,12/31/2025,CMP6101
U5210,Facebook Ads,11-03-2025,CMP2143
U4050,Facebook Ads,01/28/2025,CMP9623
U1063,YouTube Ads,03/27/2025,CMP8328
U6126,Instagram Ads,09/27/2025,CMP8343
U0600,Instagram Ads,04/17/2025,CMP7763
U9362,LinkedIn Ads,03/22/2025,CMP3841
U0675,Instagram Ads,08/27/2025,CMP1377
U4474,LinkedIn Ads,07/15/2025,CMP7661
U8957,Instagram Ads,11/26/2025,CMP1244
U5469,Google Ads,04-11-2025,CMP1613
U4279,Facebook Ads,01-05-2025,CMP4497
U8400,LinkedIn Ads,03/18/2025,CMP6617
U7680,LinkedIn Ads,08/25/2025,CMP3439
U9150,LinkedIn Ads,01/16/2025,CMP3078
U5568,Email Marketing,04/26/2025,CMP5007
U2280,Instagram Ads,03/20/2025,CMP8809
U1044,YouTube Ads,10-01-2025,CMP9959
U9059,LinkedIn Ads,04-01-2025,CMP9331
U4651,Facebook Ads,04/16/2025,CMP0440
U6732,Google Ads,07/20/2025,CMP7450
U2129,Email Marketing,04/16/2025,CMP7836
U3326,Facebook Ads,09/15/2025,CMP7779
U4045,Facebook Ads,09/27/2025,CMP0122
U7477,LinkedIn Ads,06/27/2025,CMP7540
U7080,YouTube Ads,08/23/2025,CMP6408
U4486,Google Ads,11/18/2025,CMP9317
U1254,LinkedIn Ads,02/23/2025,CMP3560
U0438,Facebook Ads,02-07-2025,CMP7389
U0619,Instagram Ads,01-06-2025,CMP6245
U8986,Email Marketing,12-03-2025,CMP5360
U1647,Instagram Ads,04-01-2025,CMP7714
U7220,Google Ads,07-03-2025,CMP2760
U8567,Facebook Ads,11/25/2025,CMP8722
U0798,Email Marketing,07/13/2025,CMP6400
U5524,Facebook Ads,04-09-2025,CMP3909
U1765,Email Marketing,06/17/2025,CMP1583
U1735,YouTube Ads,07-02-2025,CMP3394
U4563,Google Ads,11/29/2025,CMP5182
U8785,LinkedIn Ads,10/19/2025,CMP3581
U2178,Email Marketing,06/20/2025,CMP5315
U9586,Email Marketing,08/18/2025,CMP5210
U2033,YouTube Ads,06-08-2025,CMP8249
U2485,Google Ads,07-12-2025,CMP1301
U0649,LinkedIn Ads,09/24/2025,CMP9799
U8837,Facebook Ads,01/28/2025,CMP0389
U0100,YouTube Ads,02-03-2025,CMP3645
U3349,Facebook Ads,05-01-2025,CMP2319
U9927,Facebook Ads,05-08-2025,CMP5104
U6525,Instagram Ads,07/13/2025,CMP3300
U0325,Email Marketing,07/15/2025,CMP9985
U4216,YouTube Ads,07/14/2025,CMP4919
U3207,YouTube Ads,03/21/2025,CMP9211
U6293,LinkedIn Ads,09-08-2025,CMP6132
U3183,Google Ads,08-12-2025,CMP6698
U0946,YouTube Ads,11/30/2025,CMP5712
U0463,LinkedIn Ads,12/24/2025,CMP3971
U2645,Email Marketing,01-07-2025,CMP7463
U6930,LinkedIn Ads,03/26/2025,CMP6298
U1457,Email Marketing,02/25/2025,CMP8736
U2760,Instagram Ads,09-09-2025,CMP2339
U2796,YouTube Ads,04-01-2025,CMP6846
U3042,Facebook Ads,04/13/2025,CMP7971
U1790,Instagram Ads,11/22/2025,CMP3144
U7830,Instagram Ads,09-06-2025,CMP2043
U0119,Google Ads,07-12-2025,CMP4360
U5515,LinkedIn Ads,07-09-2025,CMP4356
U5834,Instagram Ads,06/19/2025,CMP3926
U4579,Email Marketing,12/25/2025,CMP6584
U5279,YouTube Ads,01-09-2025,CMP7786
U1334,Email Marketing,06/28/2025,CMP5334
U2346,Email Marketing,09/24/2025,CMP1646
U8991,Facebook Ads,08/28/2025,CMP0521
U1466,Email Marketing,02/24/2025,CMP7900
U7804,LinkedIn Ads,12-10-2025,CMP5350
U9842,Google Ads,02-03-2025,CMP8061
U4245,Email Marketing,03-01-2025,CMP6253
U5135,Facebook Ads,07/14/2025,CMP9703
U5981,YouTube Ads,12/14/2025,CMP9668
U5177,Google Ads,03/16/2025,CMP3640
U0563,Facebook Ads,11-03-2025,CMP7468
U8111,Instagram Ads,05/30/2025,CMP2023
U0862,Facebook Ads,04-02-2025,CMP5459
U7757,Google Ads,06/28/2025,CMP2609
U6452,Instagram Ads,02/19/2025,CMP4638
U2254,Email Marketing,08/15/2025,CMP0887
U1671,Facebook Ads,12/14/2025,CMP3437
U0860,Google Ads,03-02-2025,CMP2757
U3947,Email Marketing,07/23/2025,CMP2435
U1469,Email Marketing,08/26/2025,CMP2827
U8016,Instagram Ads,11/25/2025,CMP7293
U9714,YouTube Ads,04-03-2025,CMP9615
U8807,Instagram Ads,04-05-2025,CMP7106
U8831,YouTube Ads,11/30/2025,CMP9111
U7328,Facebook Ads,06-10-2025,CMP1923
U1387,Google Ads,03-05-2025,CMP2642
U8511,LinkedIn Ads,05/31/2025,CMP2812
U3439,Email Marketing,12/19/2025,CMP8036
U2199,Facebook Ads,11-05-2025,CMP0602
U4271,Email Marketing,07/15/2025,CMP2106
U8781,Instagram Ads,04/15/2025,CMP1365
U9912,Email Marketing,03/25/2025,CMP3157
U2042,LinkedIn Ads,09/30/2025,CMP7105
U2398,Email Marketing,04/26/2025,CMP5397
U9648,Google Ads,09-08-2025,CMP6204
U2798,YouTube Ads,06-12-2025,CMP4621
U9705,YouTube Ads,03-07-2025,CMP8712
U0867,Email Marketing,11/24/2025,CMP2548
U7679,LinkedIn Ads,09/15/2025,CMP9973
U5124,Instagram Ads,02/16/2025,CMP3749
U9080,Facebook Ads,09-10-2025,CMP1535
U8723,LinkedIn Ads,12/24/2025,CMP2236
U8653,Email Marketing,12/17/2025,CMP0120
U2185,Email Marketing,09/21/2025,CMP2762
U8833,Instagram Ads,03-02-2025,CMP2794
U8447,Google Ads,01/19/2025,CMP3491
U5799,Instagram Ads,02/24/2025,CMP0943
U1389,Instagram Ads,09/28/2025,CMP6588
U6133,Google Ads,06-03-2025,CMP7986
U2292,Google Ads,07-01-2025,CMP4416
U6899,Google Ads,06/19/2025,CMP3252
U8120,Email Marketing,12/16/2025,CMP7853
U0347,YouTube Ads,03-06-2025,CMP6552
U0132,Google Ads,08-11-2025,CMP3875
U4088,Facebook Ads,05/24/2025,CMP7028
U8231,Email Marketing,11-09-2025,CMP4053
U3149,Facebook Ads,03/16/2025,CMP2437
U3792,LinkedIn Ads,04/24/2025,CMP0835
U4597,Email Marketing,06/29/2025,CMP6998
U3474,Facebook Ads,05/27/2025,CMP0780
U1828,Facebook Ads,02/19/2025,CMP7060
U8665,Instagram Ads,11-06-2025,CMP2135
U1972,LinkedIn Ads,01/22/2025,CMP9574
U8956,Facebook Ads,11/13/2025,CMP3121
U6852,YouTube Ads,10-09-2025,CMP3310
U7146,Instagram Ads,02-04-2025,CMP9181
U4746,Google Ads,01/24/2025,CMP8256
U1229,Email Marketing,03/26/2025,CMP3117
U2622,LinkedIn Ads,10/20/2025,CMP6394
U4972,LinkedIn Ads,04/23/2025,CMP8402
U2428,Facebook Ads,05/23/2025,CMP2804
U9915,Facebook Ads,07-08-2025,CMP4080
U4832,Instagram Ads,06/16/2025,CMP9000
U8805,Facebook Ads,12-03-2025,CMP5825
U3378,Email Marketing,08/15/2025,CMP6259
U6040,Facebook Ads,03/17/2025,CMP6480
U4622,Facebook Ads,01-11-2025,CMP3032
U6987,Email Marketing,05-06-2025,CMP6459
U9885,Email Marketing,02/21/2025,CMP1643
U4386,Email Marketing,03/15/2025,CMP0223
U1393,Google Ads,04/14/2025,CMP0154
U0916,Facebook Ads,10-06-2025,CMP7280
U6805,Google Ads,03/14/2025,CMP0348
U6304,LinkedIn Ads,12/18/2025,CMP6999
U5855,Google Ads,02-09-2025,CMP2779
U5487,Google Ads,11-04-2025,CMP1390
U8180,YouTube Ads,12-05-2025,CMP4941
U7319,Google Ads,09-02-2025,CMP1252
U6309,Facebook Ads,06/30/2025,CMP4563
U4029,YouTube Ads,07/16/2025,CMP6783
U9519,YouTube Ads,08-04-2025,CMP8071
U0282,Email Marketing,07-05-2025,CMP3594
U4829,Google Ads,08/24/2025,CMP1805
U1921,Facebook Ads,12/23/2025,CMP6899
U1209,Instagram Ads,09-02-2025,CMP6959
U6824,Facebook Ads,03/18/2025,CMP5985
U7275,Email Marketing,11/27/2025,CMP8642
U6495,Email Marketing,08-05-2025,CMP0984
U2570,YouTube Ads,05/20/2025,CMP4228
U6428,Email Marketing,04-05-2025,CMP2051
U0896,LinkedIn Ads,07-10-2025,CMP7675
U2667,Google Ads,10-05-2025,CMP1711
U3938,Facebook Ads,05/18/2025,CMP5065
U0139,Google Ads,07-02-2025,CMP7927
U5429,Email Marketing,07/28/2025,CMP6401
U0613,Google Ads,05/29/2025,CMP2461
U2308,Email Marketing,03/24/2025,CMP1529
U7060,Instagram Ads,01/21/2025,CMP8574
U8152,YouTube Ads,02/19/2025,CMP3422
U4844,Google Ads,03/24/2025,CMP8965
U4195,Google Ads,08/15/2025,CMP1462
U6702,LinkedIn Ads,11/14/2025,CMP9319
U0700,Instagram Ads,11/14/2025,CMP5139
U9342,Google Ads,07/24/2025,CMP9189
U1788,Instagram Ads,02/13/2025,CMP1532
U5611,LinkedIn Ads,11-06-2025,CMP6504
U2385,Instagram Ads,11/24/2025,CMP1874
U0887,Google Ads,04/19/2025,CMP6231
U6637,Email Marketing,02-11-2025,CMP4130
U0881,YouTube Ads,02/17/2025,CMP6877
U2633,Facebook Ads,12/23/2025,CMP2696
U1275,Google Ads,12-08-2025,CMP6376
U5185,Google Ads,02/28/2025,CMP5186
U1597,LinkedIn Ads,01/19/2025,CMP0061
U3132,Facebook Ads,12/14/2025,CMP8948
U8178,Instagram Ads,11/29/2025,CMP0266
U7518,LinkedIn Ads,08-08-2025,CMP8888
U7168,LinkedIn Ads,11/21/2025,CMP8893
U6739,Google Ads,02/23/2025,CMP1626
U4750,Google Ads,08-04-2025,CMP8925
U7602,Google Ads,07/31/2025,CMP6244
U4334,Instagram Ads,06-07-2025,CMP0125
U8503,Google Ads,11-04-2025,CMP6793
U6445,Facebook Ads,01/27/2025,CMP7046
U2596,Email Marketing,08-12-2025,CMP6397
U4264,Google Ads,10-11-2025,CMP8262
U8908,LinkedIn Ads,02-10-2025,CMP0421
U3634,LinkedIn Ads,06-02-2025,CMP2139
U0380,Instagram Ads,11/23/2025,CMP6195
U1521,Google Ads,02-09-2025,CMP9764
U1206,LinkedIn Ads,09-07-2025,CMP3408
U4895,Instagram Ads,01-06-2025,CMP6149
U9831,Google Ads,10-07-2025,CMP0516
U8385,Facebook Ads,03/20/2025,CMP1993
U2074,Google Ads,05/18/2025,CMP3555
U7145,Email Marketing,09/20/2025,CMP5711
U9563,Email Marketing,10/28/2025,CMP3243
U5223,LinkedIn Ads,11/15/2025,CMP7993
U8379,Instagram Ads,05-10-2025,CMP9293
U7036,Instagram Ads,04-06-2025,CMP8692
U0179,Instagram Ads,06/18/2025,CMP6090
U8639,YouTube Ads,04/22/2025,CMP3812
U5207,YouTube Ads,06/13/2025,CMP1226
U2804,Google Ads,11-04-2025,CMP8170
U0077,Instagram Ads,08/25/2025,CMP0349
U1138,YouTube Ads,08/29/2025,CMP0607
U5132,Instagram Ads,09-10-2025,CMP4932
U1684,LinkedIn Ads,01/15/2025,CMP7448
U3132,Instagram Ads,07-08-2025,CMP1723
U1230,Instagram Ads,05/16/2025,CMP0861
U7549,Instagram Ads,03-03-2025,CMP6219
U8645,LinkedIn Ads,05-04-2025,CMP9571
U1357,Email Marketing,06/30/2025,CMP5275
U3482,Email Marketing,01-07-2025,CMP3374
U8645,LinkedIn Ads,09/21/2025,CMP3079
U3585,Email Marketing,07-06-2025,CMP7439
U5033,LinkedIn Ads,10/23/2025,CMP3327
U3065,Email Marketing,05/17/2025,CMP1756
U3475,Instagram Ads,03/19/2025,CMP5767
U6268,LinkedIn Ads,08-05-2025,CMP0871
U1789,Instagram Ads,12/15/2025,CMP9733
U1079,Google Ads,09/30/2025,CMP3598
U4396,LinkedIn Ads,09-11-2025,CMP6629
U3033,Email Marketing,09/15/2025,CMP4719
U7459,Facebook Ads,03/14/2025,CMP3910
U9733,Facebook Ads,06/30/2025,CMP0342
U4763,LinkedIn Ads,04/27/2025,CMP4056
U8941,Google Ads,05-12-2025,CMP1539
U9761,Instagram Ads,09-05-2025,CMP0223
U5853,Facebook Ads,09-12-2025,CMP0340
U1769,Instagram Ads,05/21/2025,CMP7057
U5427,YouTube Ads,07/20/2025,CMP7361
U2015,Facebook Ads,08-10-2025,CMP5068
U2411,Instagram Ads,08/27/2025,CMP5686
U4829,Email Marketing,01-08-2025,CMP9145
U5772,Google Ads,12-05-2025,CMP9717
U2338,YouTube Ads,04-11-2025,CMP4642
U6329,Google Ads,08-05-2025,CMP3586
U5284,YouTube Ads,10/24/2025,CMP4949
U4872,LinkedIn Ads,10/18/2025,CMP2224
U8255,Google Ads,12/17/2025,CMP7159
U0433,LinkedIn Ads,08-04-2025,CMP7644
U8901,Facebook Ads,10/17/2025,CMP4955
U7541,LinkedIn Ads,01/28/2025,CMP2064
U7889,Instagram Ads,12/20/2025,CMP1754
U3360,Email Marketing,09/22/2025,CMP9579
U0106,Facebook Ads,09-06-2025,CMP2235
U4051,Facebook Ads,04/15/2025,CMP0001
U3016,LinkedIn Ads,05-01-2025,CMP7272
U0355,Email Marketing,04-05-2025,CMP7195
U4752,YouTube Ads,05/29/2025,CMP2798
U7602,Email Marketing,08-02-2025,CMP6019
