Conversion_id,User_id,Revenue,Conversion_date,Revenue_Log,Revenue_Rank,High_Value_Conversion,Revenue_Category
CONV00343,U5601,55099.89,04/15/2025,10.916921147460647,531.0,1,Very High
CONV00344,U0508,45843.33,08/22/2025,10.733006805915435,783.0,1,Very High
CONV00345,U6706,69473.83,01-09-2026,11.148719807684357,137.0,1,Very High
CONV00346,U6438,37202.91,10/21/2025,10.52416914226471,1027.0,0,Very High
CONV00347,U9834,2660.88,09-08-2025,7.886787919050919,1947.0,0,Very High
CONV00348,U7716,7516.92,09/25/2025,8.925044782939546,1819.0,0,Very High
CONV00349,U0732,20307.51,06-10-2025,9.918795289007813,1469.0,0,Very High
CONV00350,U1585,60757.38,02/26/2025,11.01466029407645,363.0,1,Very High
CONV00351,U6859,70274.83,10/20/2025,11.160183206448494,114.0,1,Very High
CONV00352,U8227,43182.8,11-08-2025,10.67322070390212,855.0,1,Very High
CONV00353,U3472,32185.59,04/30/2025,10.379305185161776,1170.0,0,Very High
CONV00354,U5239,42060.04,02/21/2025,10.646877175532069,903.0,1,Very High
CONV00355,U9627,31522.35,09/29/2025,10.358483820050202,1184.0,0,Very High
CONV00356,U1731,21992.4,11-02-2025,9.99849768733145,1416.0,0,Very High
CONV00357,U9978,21199.5,09-04-2025,9.961780045287645,1440.0,0,Very High
CONV00358,U3893,69122.0,02/23/2025,11.143642805313842,151.0,1,Very High
CONV00359,U1610,73085.79,05-11-2025,11.199402918053297,49.0,1,Very High
CONV00360,U3080,61929.74,09-07-2025,11.033771942835367,326.0,1,Very High
CONV00361,U1076,30701.34,07-03-2025,10.332094152168949,1202.0,0,Very High
CONV00362,U0945,4504.02,05/19/2025,8.412947609544238,1903.0,0,Very High
CONV00363,U2030,28405.65,01-03-2026,10.254378551668887,1261.0,0,Very High
CONV00364,U2680,51897.15,05/22/2025,10.857038423046603,620.0,1,Very High
CONV00365,U3627,16099.77,12/18/2025,9.68662237591588,1590.0,0,Very High
CONV00366,U0146,13610.14,09/25/2025,9.518643854077427,1663.0,0,Very High
CONV00367,U4512,26641.66,08/13/2025,10.190268969519511,1297.0,0,Very High
CONV00368,U8381,48815.14,12/25/2025,10.795816274864498,709.0,1,Very High
CONV00369,U4530,21308.7,12/14/2025,9.966917647095867,1437.0,0,Very High
CONV00370,U6621,11139.76,12-05-2025,9.318365733775403,1723.0,0,Very High
CONV00371,U9553,14851.2,01/21/2026,9.60590328140614,1627.0,0,Very High
CONV00372,U5874,13371.51,10-08-2025,9.500956386208454,1669.0,0,Very High
CONV00373,U9160,25670.72,04-06-2025,10.153145275905658,1328.0,0,Very High
CONV00374,U5429,22583.3,08-06-2025,10.025010253585798,1398.0,0,Very High
CONV00375,U1167,9646.34,09/20/2025,9.174437508666836,1764.0,0,Very High
CONV00376,U2251,74048.97,05-11-2025,11.212495414564195,21.0,1,Very High
CONV00377,U5450,47861.55,11/20/2025,10.776088640444184,734.0,1,Very High
CONV00378,U8022,32953.08,02/28/2025,10.402870356240818,1140.0,0,Very High
CONV00379,U3268,24674.32,08-06-2025,10.113558832809282,1351.0,0,Very High
CONV00380,U3708,10323.1,01-03-2026,9.242236246959745,1749.0,0,Very High
CONV00381,U4886,39381.42,06/14/2025,10.581074802818955,974.0,1,Very High
CONV00382,U5886,68926.76,04/19/2025,11.140814278615847,155.0,1,Very High
CONV00383,U0360,9894.78,11/20/2025,9.19986368262068,1760.0,0,Very High
CONV00384,U0797,8777.43,11/27/2025,9.080052855150017,1784.0,0,Very High
CONV00385,U2025,52863.72,10/14/2025,10.875491476642623,592.0,1,Very High
CONV00386,U4424,10934.38,12-11-2025,9.299758683307257,1729.0,0,Very High
CONV00387,U8155,58513.46,05-08-2025,10.97702918216331,420.0,1,Very High
CONV00388,U8981,70034.49,09/22/2025,11.156757392550421,122.0,1,Very High
CONV00389,U8096,38744.12,04-10-2025,10.564760091367082,990.0,1,Very High
CONV00390,U4328,61128.5,09/22/2025,11.020749843699283,352.0,1,Very High
CONV00391,U1557,11025.78,02/13/2025,9.308082138530363,1727.0,0,Very High
CONV00392,U1523,9202.02,07/22/2025,9.127286970040885,1773.0,0,Very High
CONV00393,U2733,54686.02,03/29/2025,10.909381665918593,547.0,1,Very High
CONV00394,U7179,58602.94,04/22/2025,10.97855720879978,416.0,1,Very High
CONV00395,U1851,5452.7,08/19/2025,8.604049556392125,1878.0,0,Very High
CONV00396,U9258,25868.82,05-11-2025,10.160832317289614,1322.0,0,Very High
CONV00397,U6306,74093.54,03/19/2025,11.213097124358837,19.0,1,Very High
CONV00398,U2710,18636.21,02/16/2025,9.832915398925108,1518.0,0,Very High
CONV00399,U3851,60243.64,02/24/2025,11.006168884739887,374.0,1,Very High
CONV00400,U0292,3410.52,03-11-2025,8.13491321876211,1929.0,0,Very High
CONV00401,U8329,50606.97,11/14/2025,10.8318643527536,662.0,1,Very High
CONV00402,U5440,35880.18,11-04-2025,10.487968203034406,1056.0,0,Very High
CONV00403,U3634,62368.88,02-01-2025,11.040837745516393,310.0,1,Very High
CONV00404,U2690,53976.57,10-03-2025,10.896323868885872,562.0,1,Very High
CONV00405,U6438,58770.46,05/13/2025,10.981411641904895,414.0,1,Very High
CONV00406,U9648,49640.42,04-04-2025,10.812580844872334,682.0,1,Very High
CONV00407,U9065,69384.54,09-03-2025,11.147433767436784,142.0,1,Very High
CONV00408,U1697,45757.44,07/28/2025,10.731131534563481,787.0,1,Very High
CONV00409,U4483,34373.79,07/27/2025,10.445078725859302,1102.0,0,Very High
CONV00410,U4898,24057.87,01/18/2026,10.0882590225072,1364.0,0,Very High
CONV00411,U5658,49018.92,01-10-2026,10.799982025093827,700.0,1,Very High
CONV00412,U1891,44023.36,07/30/2025,10.692498396063964,828.0,1,Very High
CONV00413,U0210,29029.62,09/26/2025,10.276106414007286,1240.0,0,Very High
CONV00414,U4106,58988.54,03/22/2025,10.985115419034864,408.0,1,Very High
CONV00415,U9206,42424.34,05-02-2025,10.655501104212918,888.0,1,Very High
CONV00416,U6350,72463.11,08-03-2025,11.190846683789985,60.0,1,Very High
CONV00417,U3696,48836.7,12/15/2025,10.79625783456866,707.0,1,Very High
CONV00418,U4820,6279.33,09/17/2025,8.745177805852359,1849.0,0,Very High
CONV00419,U4573,12698.97,11-08-2025,9.449354910239169,1682.0,0,Very High
CONV00420,U0655,4526.01,04/18/2025,8.41781695640193,1902.0,0,Very High
CONV00421,U5208,39405.02,10/22/2025,10.581673875492708,972.0,1,Very High
CONV00422,U5725,25392.34,05-05-2025,10.14224221390055,1332.0,0,Very High
CONV00423,U0145,33840.8,03/28/2025,10.429452003794903,1115.0,0,Very High
CONV00424,U6323,21750.06,06-10-2025,9.987417770961471,1424.0,0,Very High
CONV00425,U0719,24533.22,06-03-2025,10.107824156700124,1355.0,0,Very High
CONV00426,U3454,16578.26,12/31/2025,9.715907795606393,1576.0,0,Very High
CONV00427,U1182,34847.48,12/28/2025,10.458764799742509,1084.0,0,Very High
CONV00428,U9144,17652.69,02/14/2025,9.778700105666175,1552.0,0,Very High
CONV00429,U0277,40461.45,08-08-2025,10.608129662521657,941.0,1,Very High
CONV00430,U5861,59176.73,09/24/2025,10.988300567665304,396.0,1,Very High
CONV00431,U6474,12357.02,12-12-2025,9.422060524004467,1695.0,0,Very High
CONV00432,U2361,68627.04,06/27/2025,11.136456476555626,159.0,1,Very High
CONV00433,U0685,30010.56,01/20/2025,10.309337919755803,1212.0,0,Very High
CONV00434,U8398,17143.5,04-09-2025,9.749432701450482,1563.0,0,Very High
CONV00435,U0892,41562.6,10/18/2025,10.634980063213401,916.0,1,Very High
CONV00436,U5421,49418.87,07-05-2025,10.808107849025179,688.0,1,Very High
CONV00437,U5380,52239.27,11/16/2025,10.863608932390248,613.0,1,Very High
CONV00438,U0080,17198.28,07-03-2025,9.752622801460255,1561.0,0,Very High
CONV00439,U7864,58276.44,09-09-2025,10.972970333469286,430.0,1,Very High
CONV00440,U8825,66560.43,04/13/2025,11.105880559639305,209.0,1,Very High
CONV00441,U9485,68043.04,08/13/2025,11.127910421584218,170.0,1,Very High
CONV00442,U5994,58081.76,08-12-2025,10.969624169030764,436.0,1,Very High
CONV00443,U5962,18486.9,10/15/2025,9.824871743025698,1525.0,0,Very High
CONV00444,U9271,55101.33,01-03-2026,10.916947280998308,530.0,1,Very High
CONV00445,U6053,16102.98,05/29/2025,9.686821725391384,1589.0,0,Very High
CONV00446,U5310,47792.36,03-02-2025,10.774641996696472,737.0,1,Very High
CONV00447,U6202,67443.33,07-09-2025,11.119057795834124,187.0,1,Very High
CONV00448,U5654,45612.66,09/23/2025,10.727962512046428,794.0,1,Very High
CONV00449,U4601,12433.78,05-08-2025,9.428252664082608,1694.0,0,Very High
CONV00450,U7890,16394.78,12/17/2025,9.704779263627401,1581.0,0,Very High
CONV00451,U2640,3659.92,03/28/2025,8.20546976092846,1925.0,0,Very High
CONV00452,U6643,2132.54,11/26/2025,7.665537850987573,1967.0,0,Very High
CONV00453,U7892,31249.44,04-02-2025,10.349788735065426,1193.0,0,Very High
CONV00454,U5615,5861.58,09-02-2025,8.676345058716866,1864.0,0,Very High
CONV00455,U6878,13923.6,04/15/2025,9.541412339068723,1651.0,0,Very High
CONV00456,U7902,45558.0,12/30/2025,10.726763468242096,795.0,1,Very High
CONV00457,U0712,17789.36,01/18/2026,9.786412016542824,1544.0,0,Very High
CONV00458,U4171,64534.71,09-11-2025,11.074973992990747,252.0,1,Very High
CONV00459,U0117,39342.32,11-04-2025,10.580081480858057,975.0,1,Very High
CONV00460,U6981,20151.74,12/17/2025,9.91109553827925,1475.0,0,Very High
CONV00461,U3338,42149.02,08-05-2025,10.648990437925738,899.0,1,Very High
CONV00462,U9465,55381.84,07/23/2025,10.922025077461356,523.0,1,Very High
CONV00463,U1643,59116.53,05/15/2025,10.987282775317635,401.0,1,Very High
CONV00464,U0087,69495.24,03-01-2025,11.149027929369963,136.0,1,Very High
CONV00465,U0619,49471.0,07/25/2025,10.809162131947094,685.0,1,Very High
CONV00466,U8490,58958.98,06-12-2025,10.984614187650134,409.0,1,Very High
CONV00467,U5894,73191.7,05-05-2025,11.2008509682004,43.0,1,Very High
CONV00468,U8483,5844.83,01-10-2025,8.673483865535744,1866.0,0,Very High
CONV00469,U5694,72257.0,06-05-2025,11.187998326488534,64.0,1,Very High
CONV00470,U1745,22598.2,11/13/2025,10.025669786403757,1396.0,0,Very High
CONV00471,U4099,42565.27,01/15/2026,10.658817434593361,886.0,1,Very High
CONV00472,U0449,5765.91,09/24/2025,8.659891687459304,1868.0,0,Very High
CONV00473,U5786,52785.78,09/30/2025,10.874016059556473,594.0,1,Very High
CONV00474,U1246,24055.05,10/17/2025,10.088141803149743,1365.0,0,Very High
CONV00475,U3848,17768.66,05/30/2025,9.785247787594802,1545.0,0,Very High
CONV00476,U1286,46326.66,01-06-2026,10.743494469904425,770.0,1,Very High
CONV00477,U9413,73841.31,06/19/2025,11.209687152544392,25.0,1,Very High
CONV00478,U0888,70519.33,09/28/2025,11.163656316024397,112.0,1,Very High
CONV00479,U8491,1375.08,09/14/2025,7.226994156338136,1983.0,0,Very High
CONV00480,U4255,18357.58,04/21/2025,9.8178523191355,1527.0,0,Very High
CONV00481,U6100,34216.64,07/24/2025,10.440496579550713,1105.0,0,Very High
CONV00482,U3864,29030.6,10/16/2025,10.276140170897742,1239.0,0,Very High
CONV00483,U8471,59060.97,10-10-2025,10.986342510650863,406.0,1,Very High
CONV00484,U2677,19631.01,02/26/2025,9.884916676323016,1485.0,0,Very High
CONV00485,U9181,2222.77,10/16/2025,7.706959232756351,1965.0,0,Very High
CONV00486,U8822,24887.96,04/16/2025,10.122179610639733,1343.0,0,Very High
CONV00487,U7599,13192.48,12/15/2025,9.487478047152276,1672.0,0,Very High
CONV00488,U1297,24026.04,04/13/2025,10.08693514178418,1367.0,0,Very High
CONV00489,U7290,39429.48,07/19/2025,10.582294400269552,971.0,1,Very High
CONV00490,U4123,16384.94,01-06-2026,9.704178929032661,1582.0,0,Very High
CONV00491,U0882,57550.98,01/16/2025,10.96044381842353,456.0,1,Very High
CONV00492,U5069,21850.02,05/18/2025,9.992002881356367,1419.0,0,Very High
CONV00493,U5847,73142.38,07-03-2025,11.200176903378281,44.0,1,Very High
CONV00494,U8836,34648.35,04/24/2025,10.453034245423337,1091.0,0,Very High
CONV00495,U5689,60499.54,09/18/2025,11.010407569598934,371.0,1,Very High
CONV00496,U0002,22042.1,10-12-2025,10.000754906733626,1414.0,0,Very High
CONV00497,U7053,59909.98,06/16/2025,11.000615072814321,381.0,1,Very High
CONV00498,U2676,28843.08,12-05-2025,10.269660051573227,1251.0,0,Very High
CONV00499,U4455,40246.86,06-03-2025,10.602812113731394,944.0,1,Very High
CONV00500,U7461,52760.08,11/28/2025,10.873529076674814,597.0,1,Very High
CONV00501,U0363,20737.74,04/28/2025,9.93975872776831,1453.0,0,Very High
CONV00502,U8087,23884.57,05/17/2025,10.081029789889323,1371.0,0,Very High
CONV00503,U1315,58342.23,03/18/2025,10.974098606990253,428.0,1,Very High
CONV00504,U6252,53815.17,01/19/2025,10.893329258612301,567.0,1,Very High
CONV00505,U8539,29642.38,01-06-2026,10.296994107996236,1225.0,0,Very High
CONV00506,U8535,48160.11,03-10-2025,10.782307127889855,727.0,1,Very High
CONV00507,U7114,59733.48,07-04-2025,10.99766468709918,383.0,1,Very High
CONV00508,U7787,28326.34,12/21/2025,10.251582695017078,1262.0,0,Very High
CONV00509,U0984,12178.44,02/17/2025,9.407504563195419,1699.0,0,Very High
CONV00510,U5691,2335.46,08/25/2025,7.75639224237057,1956.0,0,Very High
CONV00511,U7169,52505.06,10/20/2025,10.868683870489779,604.0,1,Very High
CONV00512,U4511,5864.08,11-07-2025,8.676771401233253,1863.0,0,Very High
CONV00513,U8290,66307.73,08-02-2025,11.102076841713812,218.0,1,Very High
CONV00514,U8831,51479.4,08-11-2025,10.848956431687647,636.0,1,Very High
CONV00515,U5277,49672.66,02/27/2025,10.813230091716468,681.0,1,Very High
CONV00516,U1618,62845.24,02-07-2025,11.048446387248697,300.0,1,Very High
CONV00517,U9928,69136.86,02/26/2025,11.143857761304384,149.0,1,Very High
CONV00518,U6815,61905.5,07/16/2025,11.03338046123727,327.0,1,Very High
CONV00519,U3538,54594.02,10-10-2025,10.907697948782014,550.0,1,Very High
CONV00520,U2932,31577.46,10/16/2025,10.360230521579414,1181.0,0,Very High
CONV00521,U1706,30565.62,04-06-2025,10.327663842857724,1205.0,0,Very High
CONV00522,U9013,57490.69,06/29/2025,10.959395694602039,457.0,1,Very High
CONV00523,U9016,33976.86,05/23/2025,10.433464415020227,1111.0,0,Very High
CONV00524,U2214,73841.28,06-10-2025,11.209686746273162,26.0,1,Very High
CONV00525,U9115,7750.82,11-03-2025,8.955682933486777,1813.0,0,Very High
CONV00526,U4094,23047.46,05/18/2025,10.045354234912995,1385.0,0,Very High
CONV00527,U2833,43535.26,10-06-2025,10.681349433074287,843.0,1,Very High
CONV00528,U6252,57989.43,02/21/2025,10.968033275914559,440.0,1,Very High
CONV00529,U9869,47690.37,01-07-2025,10.772505738076129,742.0,1,Very High
CONV00530,U5355,12124.92,10-06-2025,9.403100589215883,1702.0,0,Very High
CONV00531,U7077,10565.04,05/31/2025,9.265400363444902,1736.0,0,Very High
CONV00532,U1394,58206.51,07/28/2025,10.971769663195555,432.0,1,Very High
CONV00533,U9361,74783.1,04/27/2025,11.222360574522115,3.0,1,Very High
CONV00534,U9438,31458.47,02/26/2025,10.356455329680786,1186.0,0,Very High
CONV00535,U4995,61752.62,04/22/2025,11.030907876253716,336.0,1,Very High
CONV00536,U3272,57011.73,01/13/2026,10.951029855214845,467.0,1,Very High
CONV00537,U2420,52264.29,05/31/2025,10.864087758597735,612.0,1,Very High
CONV00538,U3472,56463.87,05-02-2025,10.941373953843954,487.0,1,Very High
CONV00539,U0302,50016.98,07/13/2025,10.8201378197697,672.0,1,Very High
CONV00540,U4445,70929.36,01/30/2025,11.16945382960973,101.0,1,Very High
CONV00541,U5902,65155.23,03/17/2025,11.084543203460829,241.0,1,Very High
CONV00542,U5169,7285.53,09-12-2025,8.893782717168323,1826.0,0,Very High
CONV00543,U8674,29959.94,06-11-2025,10.307649812305854,1213.0,0,Very High
CONV00544,U3870,5354.22,09/22/2025,8.585827065137869,1882.0,0,Very High
CONV00545,U6437,54944.31,12/19/2025,10.91409360587075,535.0,1,Very High
CONV00546,U9919,10534.08,07-08-2025,9.262465919944626,1739.0,0,Very High
CONV00547,U5063,39642.56,12/23/2025,10.587683792685873,966.0,1,Very High
CONV00548,U8733,63084.54,03-06-2025,11.052246862204735,294.0,1,Very High
CONV00549,U4486,10517.28,03/19/2025,9.260869974825571,1740.0,0,Very High
CONV00550,U3784,6651.04,01-11-2026,8.802678853523842,1842.0,0,Very High
CONV00551,U6127,35933.13,04-10-2025,10.489442819229614,1055.0,0,Very High
CONV00552,U4422,50596.92,08-06-2025,10.831665747711284,663.0,1,Very High
CONV00553,U5324,30811.36,08/24/2025,10.335671187164175,1200.0,0,Very High
CONV00554,U9729,65776.89,10/27/2025,11.094039042609548,229.0,1,Very High
CONV00555,U4026,73799.43,09/24/2025,11.209119837129855,28.0,1,Very High
CONV00556,U3111,66416.52,06/23/2025,11.103716156082493,213.0,1,Very High
CONV00557,U8471,48723.03,03/16/2025,10.793927616532656,712.0,1,Very High
CONV00558,U8953,24766.98,03-11-2025,10.117306968895587,1346.0,0,Very High
CONV00559,U7450,52110.02,03/17/2025,10.861131721689816,616.0,1,Very High
CONV00560,U7363,39643.44,12-03-2025,10.587705990244142,965.0,1,Very High
CONV00561,U2800,49720.12,06/25/2025,10.814185071517358,679.0,1,Very High
CONV00562,U7312,9478.38,06-01-2025,9.156874192266457,1769.0,0,Very High
CONV00563,U8170,66290.68,10/13/2025,11.101819678103322,219.0,1,Very High
CONV00564,U1301,18919.95,11/21/2025,9.848025052761809,1509.0,0,Very High
CONV00565,U0903,11544.04,12-02-2025,9.354011186485929,1713.0,0,Very High
CONV00566,U1785,50652.72,08/21/2025,10.832767952192103,661.0,1,Very High
CONV00567,U5902,22972.62,01/30/2025,10.04210188013154,1388.0,0,Very High
CONV00568,U2205,21125.58,03/20/2025,9.958287242327934,1445.0,0,Very High
CONV00569,U1791,40024.29,10/22/2025,10.597266783310248,955.0,1,Very High
CONV00570,U4255,27023.61,10-01-2025,10.204503211320949,1289.0,0,Very High
CONV00571,U2948,22318.74,11/15/2025,10.01322676768188,1407.0,0,Very High
CONV00572,U3397,4127.79,11/23/2025,8.325739664820347,1913.0,0,Very High
CONV00573,U4615,23046.09,05/28/2025,10.045294793166432,1386.0,0,Very High
CONV00574,U9322,13790.46,11/22/2025,9.53180483900472,1659.0,0,Very High
CONV00575,U2225,34950.88,10-01-2025,10.461727537345451,1081.0,0,Very High
CONV00576,U8538,51106.17,06/20/2025,10.841680079460378,651.0,1,Very High
CONV00577,U1085,3064.6,03/30/2025,8.02799858777654,1933.0,0,Very High
CONV00578,U1915,24101.58,06-08-2025,10.09007416769079,1363.0,0,Very High
CONV00579,U7405,23197.14,06-07-2025,10.051827382026628,1382.0,0,Very High
CONV00580,U7908,26003.61,09/29/2025,10.166029108978776,1316.0,0,Very High
CONV00581,U8457,54549.38,12/27/2025,10.906879957323113,551.0,1,Very High
CONV00582,U9737,66772.05,02/17/2025,11.109054835005896,203.0,1,Very High
CONV00583,U3439,22027.64,07-01-2025,10.000098703891675,1415.0,0,Very High
CONV00584,U4484,42302.22,03-03-2025,10.652618485068608,892.0,1,Very High
CONV00585,U4642,6039.78,11-09-2025,8.706288421663976,1857.0,0,Very High
CONV00586,U0827,7144.38,03-08-2025,8.874221272994534,1828.0,0,Very High
CONV00587,U7305,25425.66,11/18/2025,10.143553508854287,1331.0,0,Very High
CONV00588,U7673,51572.49,03/13/2025,10.850763059760002,632.0,1,Very High
CONV00589,U4228,52696.38,07/27/2025,10.872321017923584,601.0,1,Very High
CONV00590,U1850,63548.14,07-08-2025,11.059568743874577,275.0,1,Very High
CONV00591,U1753,6016.11,06/25/2025,8.702362356588896,1858.0,0,Very High
CONV00592,U3993,29248.36,10/18/2025,10.283612972078744,1232.0,0,Very High
CONV00593,U9294,18284.46,07/16/2025,9.813861487499748,1531.0,0,Very High
CONV00594,U9703,41965.26,11/28/2025,10.644621241087037,904.0,1,Very High
CONV00595,U9772,48640.44,07/15/2025,10.79223112146498,716.0,1,Very High
CONV00596,U0004,34383.34,03/26/2025,10.445356507153551,1101.0,0,Very High
CONV00597,U5188,68555.42,06-12-2025,11.135412334872132,162.0,1,Very High
CONV00598,U8363,22593.21,08-06-2025,10.025448957746645,1397.0,0,Very High
CONV00599,U1798,32804.88,06-12-2025,10.398363046598277,1142.0,0,Very High
CONV00600,U8932,36009.2,04/25/2025,10.491557510640272,1050.0,0,Very High
CONV00601,U2057,48892.9,03/14/2025,10.797407923305459,701.0,1,Very High
CONV00602,U6814,69825.6,09-10-2025,11.153770304979776,127.0,1,Very High
CONV00603,U6304,32289.32,07-01-2025,10.382522773892129,1164.0,0,Very High
CONV00604,U6732,3234.54,10-08-2025,8.081951117270538,1930.0,0,Very High
CONV00605,U1312,39835.8,04-10-2025,10.592546387187467,959.0,1,Very High
CONV00606,U1450,55820.19,06-05-2025,10.929908825386903,505.0,1,Very High
CONV00607,U8766,38815.23,01/21/2025,10.566593737117813,985.0,1,Very High
CONV00608,U4739,69272.68,04/19/2025,11.145820315056676,145.0,1,Very High
CONV00609,U9473,49481.74,04-06-2025,10.809379200882693,684.0,1,Very High
CONV00610,U4553,21612.16,06-06-2025,9.981057667408443,1428.0,0,Very High
CONV00611,U2477,60732.16,12-12-2025,11.014245121129226,364.0,1,Very High
CONV00612,U1383,61763.0,04-11-2025,11.031075949440755,333.0,1,Very High
CONV00613,U2741,63256.11,04/19/2025,11.05496281133931,282.0,1,Very High
CONV00614,U4938,69242.6,09-08-2025,11.145386001006145,148.0,1,Very High
CONV00615,U8691,69596.28,08/25/2025,11.15048076509908,134.0,1,Very High
CONV00616,U5798,49165.89,08/18/2025,10.802975708456467,694.0,1,Very High
CONV00617,U9572,50890.37,07/27/2025,10.837448640030109,655.0,1,Very High
CONV00618,U5133,1379.36,10-10-2025,7.230099613695919,1981.0,0,Very High
CONV00619,U5760,19453.29,04/24/2025,9.875822890278286,1487.0,0,Very High
CONV00620,U3553,53324.58,11-06-2025,10.884171419979884,579.0,1,Very High
CONV00621,U9275,14431.53,04/14/2025,9.577239965574883,1640.0,0,Very High
CONV00622,U6996,57931.38,12/29/2025,10.96703174731372,444.0,1,Very High
CONV00623,U5451,20401.36,02/14/2025,9.923405859415677,1466.0,0,Very High
CONV00624,U8062,57826.52,03-03-2025,10.965220065916606,448.0,1,Very High
CONV00625,U1154,58459.86,10/20/2025,10.976112749470477,422.0,1,Very High
CONV00626,U6398,25239.94,05/29/2025,10.136222558433932,1335.0,0,Very High
CONV00627,U7834,54786.74,09-06-2025,10.911221725278729,542.0,1,Very High
CONV00628,U7899,70176.88,03/15/2025,11.158788440644457,119.0,1,Very High
CONV00629,U1486,72098.72,07-09-2025,11.185805439770354,66.0,1,Very High
CONV00630,U6295,52419.26,01-02-2026,10.867048436804051,607.0,1,Very High
CONV00631,U7176,15087.14,05-01-2025,9.621664283727327,1620.0,0,Very High
CONV00632,U5042,61024.53,10/13/2025,11.019047580188625,358.0,1,Very High
CONV00633,U6644,49298.36,03/18/2025,10.805666378202096,692.0,1,Very High
CONV00634,U1181,37050.44,01/19/2025,10.520062496365716,1029.0,0,Very High
CONV00635,U0236,67921.18,04/25/2025,11.126117917054362,174.0,1,Very High
CONV00636,U1743,60088.76,03-07-2025,11.00359472331101,378.0,1,Very High
CONV00637,U6587,43515.56,06/20/2025,10.680896834288026,846.0,1,Very High
CONV00638,U1979,31575.21,06-12-2025,10.360159267941292,1182.0,0,Very High
CONV00639,U0667,63666.98,03/29/2025,11.06143704642015,271.0,1,Very High
CONV00640,U2940,44834.49,02/24/2025,10.710755292288177,809.0,1,Very High
CONV00641,U4440,18514.59,09/30/2025,9.826368358894552,1524.0,0,Very High
CONV00642,U4935,42159.99,07-04-2025,10.649250664912982,898.0,1,Very High
CONV00643,U8316,47264.97,04/29/2025,10.763545865234322,752.0,1,Very High
CONV00644,U7773,50508.09,09/13/2025,10.829908599065394,664.0,1,Very High
CONV00645,U5478,8503.26,11/13/2025,9.048322493402015,1791.0,0,Very High
CONV00646,U1161,44758.47,05-11-2025,10.709058321426356,811.0,1,Very High
CONV00647,U5344,55527.78,05/24/2025,10.924656723888058,517.0,1,Very High
CONV00648,U0891,69645.62,08/26/2025,11.151189449674346,132.0,1,Very High
CONV00649,U5876,10195.47,06-10-2025,9.22979686094203,1753.0,0,Very High
CONV00650,U7514,26260.52,08/31/2025,10.175860028892997,1310.0,0,Very High
CONV00651,U3764,39491.32,03/13/2025,10.58386150160543,969.0,1,Very High
CONV00652,U4042,43775.43,06-04-2025,10.686850823667898,834.0,1,Very High
CONV00653,U0657,38188.06,09-11-2025,10.550304366143399,1007.0,0,Very High
CONV00654,U8115,56666.1,05/26/2025,10.944949074393874,479.0,1,Very High
CONV00655,U1487,23384.12,01/31/2025,10.059855201641367,1380.0,0,Very High
CONV00656,U7599,14482.22,04-08-2025,9.580746016908506,1638.0,0,Very High
CONV00657,U1159,40170.84,07/26/2025,10.600921531631654,948.0,1,Very High
CONV00658,U1327,69969.06,11/30/2025,11.155822715249936,124.0,1,Very High
CONV00659,U0670,48876.82,07/29/2025,10.797078993832908,703.0,1,Very High
CONV00660,U3910,36278.15,11-03-2025,10.498998475068174,1045.0,0,Very High
CONV00661,U8251,4793.66,12/26/2025,8.47525807760851,1892.0,0,Very High
CONV00662,U7704,62034.39,01/27/2026,11.035460307630805,320.0,1,Very High
CONV00663,U1076,6702.64,05-05-2025,8.810405941436052,1840.0,0,Very High
CONV00664,U2425,15916.02,10-12-2025,9.675144255947252,1596.0,0,Very High
CONV00665,U7765,55524.92,06/27/2025,10.924605217738375,518.0,1,Very High
CONV00666,U8514,43718.82,12/17/2025,10.685556825173125,836.0,1,Very High
CONV00667,U7296,10547.61,09/17/2025,9.263749376669448,1737.0,0,Very High
CONV00668,U0776,34602.54,03/22/2025,10.451711267951014,1093.0,0,Very High
CONV00669,U2515,3805.5,04-03-2025,8.244465410746267,1921.0,0,Very High
CONV00670,U9216,24283.08,01-09-2026,10.097576270595088,1359.0,0,Very High
CONV00671,U4941,69881.87,03/28/2025,11.154575833811037,126.0,1,Very High
CONV00672,U8314,22695.1,07/17/2025,10.029948382541724,1392.0,0,Very High
CONV00673,U5550,36314.35,12/20/2025,10.499995795884503,1042.0,0,Very High
CONV00674,U3611,24982.71,09-05-2025,10.125979291466793,1341.0,0,Very High
CONV00675,U3207,63821.76,02-02-2025,11.063865145528275,268.0,1,Very High
CONV00676,U9914,50257.41,10-01-2025,10.824933175101746,668.0,1,Very High
CONV00677,U4664,73331.13,07/23/2025,11.20275412744085,40.0,1,Very High
CONV00678,U7250,54804.04,06/25/2025,10.911537439509972,541.0,1,Very High
CONV00679,U1411,35990.02,04-11-2025,10.491024741877363,1052.0,0,Very High
CONV00680,U1450,68644.98,01/17/2025,11.136717851579133,158.0,1,Very High
CONV00681,U3265,41874.62,04-07-2025,10.64245907498791,906.0,1,Very High
CONV00682,U3679,20253.76,02/13/2025,9.9161451066404,1473.0,0,Very High
CONV00683,U4010,21333.36,01/17/2025,9.968074197515728,1435.0,0,Very High
CONV00684,U4226,73088.72,12/14/2025,11.19944300657368,47.0,1,Very High
CONV00685,U2669,24486.33,11/22/2025,10.10591111991119,1357.0,0,Very High
CONV00686,U5833,40073.72,02/23/2025,10.598500990553783,954.0,1,Very High
