User_id,Channel,Interaction_date,Campaign_id,Interaction_Day,Interaction_Month
U7114,Google Ads,16-06-2025,CMP5906,Monday,6
U7787,LinkedIn Ads,19-12-2025,CMP1961,Friday,12
U0984,Facebook Ads,31-01-2025,CMP4076,Friday,1
U5691,Facebook Ads,13-08-2025,CMP1760,Wednesday,8
U7169,Email Marketing,14-10-2025,CMP5869,Tuesday,10
U4511,Facebook Ads,,CMP9285,,
U8290,Instagram Ads,14-07-2025,CMP7363,Monday,7
U8831,YouTube Ads,18-07-2025,CMP5966,Friday,7
U5277,Facebook Ads,26-02-2025,CMP9036,Wednesday,2
U1618,Facebook Ads,17-01-2025,CMP2127,Friday,1
U9928,YouTube Ads,,CMP8027,,
U6815,Google Ads,,CMP8052,,
U3538,Google Ads,23-09-2025,CMP8668,Tuesday,9
U2932,Facebook Ads,13-10-2025,CMP6314,Monday,10
U1706,Instagram Ads,27-03-2025,CMP9447,Thursday,3
U9013,YouTube Ads,16-06-2025,CMP2592,Monday,6
U9016,YouTube Ads,,CMP5300,,
U2214,Email Marketing,,CMP0004,,
U9115,Google Ads,20-10-2025,CMP5160,Monday,10
U4094,Facebook Ads,30-04-2025,CMP5828,Wednesday,4
U2833,YouTube Ads,,CMP6551,,
U6252,YouTube Ads,,CMP1563,,
U9869,LinkedIn Ads,,CMP7116,,
U5355,YouTube Ads,15-09-2025,CMP4994,Monday,9
U7077,LinkedIn Ads,29-05-2025,CMP6437,Thursday,5
U1394,YouTube Ads,24-07-2025,CMP7797,Thursday,7
U9361,LinkedIn Ads,,CMP2210,,
U9438,Facebook Ads,15-02-2025,CMP4035,Saturday,2
U4995,Facebook Ads,28-03-2025,CMP5707,Friday,3
U3272,YouTube Ads,17-12-2025,CMP7246,Wednesday,12
U2420,Google Ads,28-05-2025,CMP1406,Wednesday,5
U3472,LinkedIn Ads,15-04-2025,CMP5000,Tuesday,4
U0302,YouTube Ads,,CMP7914,,
U4445,Facebook Ads,28-01-2025,CMP4186,Tuesday,1
U5902,Email Marketing,25-02-2025,CMP6368,Tuesday,2
U5169,Facebook Ads,,CMP6333,,
U8674,LinkedIn Ads,,CMP8203,,
U3870,Instagram Ads,14-09-2025,CMP0302,Sunday,9
U6437,Google Ads,,CMP6344,,
U9919,LinkedIn Ads,18-06-2025,CMP3727,Wednesday,6
U5063,YouTube Ads,19-12-2025,CMP2271,Friday,12
U8733,Facebook Ads,,CMP7047,,
U4486,Instagram Ads,19-03-2025,CMP0484,Wednesday,3
U3784,YouTube Ads,18-12-2025,CMP4373,Thursday,12
U6127,Facebook Ads,,CMP7809,,
U4422,Facebook Ads,31-07-2025,CMP3167,Thursday,7
U5324,Google Ads,23-08-2025,CMP3352,Saturday,8
U9729,Email Marketing,,CMP9961,,
U4026,YouTube Ads,23-09-2025,CMP0631,Tuesday,9
U3111,LinkedIn Ads,30-05-2025,CMP9138,Friday,5
U8471,LinkedIn Ads,14-03-2025,CMP4685,Friday,3
U8953,Google Ads,,CMP8203,,
U7450,LinkedIn Ads,16-02-2025,CMP2931,Sunday,2
U7363,Email Marketing,21-11-2025,CMP2687,Friday,11
U2800,YouTube Ads,21-06-2025,CMP8384,Saturday,6
U7312,Facebook Ads,28-05-2025,CMP2657,Wednesday,5
U8170,Google Ads,,CMP3324,,
U1301,YouTube Ads,,CMP3554,,
U0903,YouTube Ads,,CMP4557,,
U1785,YouTube Ads,,CMP9472,,
U5902,YouTube Ads,19-01-2025,CMP9748,Sunday,1
U2205,Google Ads,,CMP6209,,
U1791,YouTube Ads,20-10-2025,CMP6780,Monday,10
U4255,Email Marketing,27-09-2025,CMP7925,Saturday,9
U2948,LinkedIn Ads,,CMP9219,,
U3397,Google Ads,,CMP0026,,
U4615,Email Marketing,,CMP9182,,
U9322,Google Ads,,CMP5308,,
U2225,Email Marketing,,CMP5537,,
U8538,Instagram Ads,,CMP8798,,
U1085,Google Ads,18-03-2025,CMP8780,Tuesday,3
U1915,Facebook Ads,,CMP8754,,
U7405,LinkedIn Ads,,CMP4449,,
U7908,Google Ads,14-09-2025,CMP6132,Sunday,9
U8457,Instagram Ads,13-12-2025,CMP8580,Saturday,12
U9737,Email Marketing,14-02-2025,CMP6351,Friday,2
U3439,Email Marketing,14-06-2025,CMP8530,Saturday,6
U4484,LinkedIn Ads,28-02-2025,CMP5229,Friday,2
U4642,YouTube Ads,21-10-2025,CMP3385,Tuesday,10
U0827,YouTube Ads,24-02-2025,CMP5550,Monday,2
U7305,Email Marketing,,CMP2933,,
U7673,Google Ads,19-02-2025,CMP8741,Wednesday,2
U4228,LinkedIn Ads,,CMP7626,,
U1850,Instagram Ads,29-06-2025,CMP5413,Sunday,6
U1753,YouTube Ads,16-06-2025,CMP5712,Monday,6
U3993,LinkedIn Ads,,CMP8729,,
U9294,Email Marketing,25-06-2025,CMP3412,Wednesday,6
U9703,Email Marketing,,CMP1277,,
U9772,Facebook Ads,14-07-2025,CMP7295,Monday,7
U0004,Facebook Ads,17-03-2025,CMP1484,Monday,3
U5188,YouTube Ads,,CMP6390,,
U8363,Email Marketing,26-07-2025,CMP7123,Saturday,7
U1798,Google Ads,25-05-2025,CMP8993,Sunday,5
U8932,Email Marketing,19-04-2025,CMP6460,Saturday,4
U2057,LinkedIn Ads,,CMP9101,,
U6814,Email Marketing,22-08-2025,CMP7975,Friday,8
U6304,LinkedIn Ads,,CMP2946,,
U6732,LinkedIn Ads,,CMP9469,,
U1312,LinkedIn Ads,14-03-2025,CMP9309,Friday,3
U1450,LinkedIn Ads,,CMP4579,,
U8766,Email Marketing,,CMP1280,,
U4739,Email Marketing,27-03-2025,CMP9404,Thursday,3
U9473,Email Marketing,28-03-2025,CMP4982,Friday,3
U4553,Instagram Ads,,CMP0448,,
U2477,Google Ads,,CMP4210,,
U1383,LinkedIn Ads,16-03-2025,CMP3870,Sunday,3
U2741,LinkedIn Ads,18-04-2025,CMP8126,Friday,4
U4938,Google Ads,,CMP4332,,
U8691,Email Marketing,,CMP6223,,
U5798,Email Marketing,,CMP6259,,
U9572,Instagram Ads,20-07-2025,CMP5489,Sunday,7
U5133,Facebook Ads,,CMP9646,,
U5760,LinkedIn Ads,23-04-2025,CMP0196,Wednesday,4
U3553,YouTube Ads,,CMP0389,,
U9275,YouTube Ads,,CMP1416,,
U6996,Email Marketing,21-12-2025,CMP7651,Sunday,12
U5451,Google Ads,31-01-2025,CMP2654,Friday,1
U8062,LinkedIn Ads,25-02-2025,CMP1138,Tuesday,2
U1154,LinkedIn Ads,20-10-2025,CMP1741,Monday,10
U6398,Facebook Ads,17-05-2025,CMP8155,Saturday,5
U7834,Google Ads,,CMP9415,,
U7899,YouTube Ads,,CMP1149,,
U1486,Email Marketing,,CMP5464,,
U6295,Instagram Ads,,CMP7531,,
U7176,Email Marketing,,CMP1750,,
U5042,Facebook Ads,13-09-2025,CMP9715,Saturday,9
U6644,Google Ads,,CMP0269,,
U1181,Email Marketing,19-01-2025,CMP7510,Sunday,1
U0236,YouTube Ads,30-03-2025,CMP7721,Sunday,3
U1743,LinkedIn Ads,28-02-2025,CMP1595,Friday,2
U6587,Facebook Ads,16-06-2025,CMP1034,Monday,6
U1979,Facebook Ads,21-05-2025,CMP5269,Wednesday,5
U0667,YouTube Ads,,CMP6061,,
U2940,Facebook Ads,15-02-2025,CMP6163,Saturday,2
U4440,Email Marketing,25-09-2025,CMP6820,Thursday,9
U4935,YouTube Ads,28-06-2025,CMP0617,Saturday,6
U8316,YouTube Ads,23-04-2025,CMP1926,Wednesday,4
U7773,Google Ads,,CMP4529,,
U5478,Email Marketing,,CMP0886,,
U1161,Facebook Ads,,CMP8805,,
U5344,Facebook Ads,27-04-2025,CMP6866,Sunday,4
U0891,LinkedIn Ads,,CMP3277,,
U5876,LinkedIn Ads,19-05-2025,CMP2918,Monday,5
U7514,Google Ads,,CMP9318,,
U3764,YouTube Ads,14-02-2025,CMP4836,Friday,2
U4042,YouTube Ads,,CMP3547,,
U0657,Facebook Ads,29-08-2025,CMP9696,Friday,8
U8115,LinkedIn Ads,,CMP8702,,
U1487,Facebook Ads,,CMP6663,,
U7599,YouTube Ads,,CMP7525,,
U1159,Email Marketing,17-07-2025,CMP6069,Thursday,7
U1327,Instagram Ads,14-11-2025,CMP6978,Friday,11
U0670,Google Ads,,CMP5964,,
U3910,YouTube Ads,,CMP1098,,
U8251,Email Marketing,15-12-2025,CMP9505,Monday,12
U7704,LinkedIn Ads,30-12-2025,CMP5657,Tuesday,12
U1076,LinkedIn Ads,,CMP4789,,
U2425,Instagram Ads,,CMP2930,,
U7765,Instagram Ads,27-06-2025,CMP0372,Friday,6
U8514,Facebook Ads,27-11-2025,CMP4777,Thursday,11
U7296,LinkedIn Ads,23-08-2025,CMP5347,Saturday,8
U0776,Facebook Ads,17-03-2025,CMP5022,Monday,3
U2515,Email Marketing,24-03-2025,CMP2635,Monday,3
U9216,Facebook Ads,29-12-2025,CMP9414,Monday,12
U4941,Instagram Ads,,CMP2424,,
U8314,LinkedIn Ads,19-06-2025,CMP2382,Thursday,6
U5550,YouTube Ads,19-12-2025,CMP4749,Friday,12
U3611,Email Marketing,17-08-2025,CMP2285,Sunday,8
U3207,YouTube Ads,,CMP3198,,
U9914,YouTube Ads,19-09-2025,CMP1432,Friday,9
U4664,Email Marketing,26-06-2025,CMP2424,Thursday,6
U7250,Google Ads,28-05-2025,CMP9192,Wednesday,5
U1411,Email Marketing,15-03-2025,CMP6945,Saturday,3
U1450,Instagram Ads,,CMP8607,,
U3265,YouTube Ads,,CMP2866,,
U3679,YouTube Ads,14-01-2025,CMP4948,Tuesday,1
U4010,Google Ads,15-01-2025,CMP7743,Wednesday,1
U4226,Email Marketing,18-11-2025,CMP9813,Tuesday,11
U2669,Instagram Ads,25-10-2025,CMP1960,Saturday,10
U5833,Instagram Ads,25-01-2025,CMP2220,Saturday,1
U9811,YouTube Ads,27-03-2025,CMP1259,Thursday,3
U5762,Instagram Ads,15-03-2025,CMP4933,Saturday,3
U8248,LinkedIn Ads,24-04-2025,CMP7945,Thursday,4
U6838,YouTube Ads,24-08-2025,CMP8613,Sunday,8
U7241,LinkedIn Ads,,CMP0285,,
U2333,Google Ads,19-12-2025,CMP4992,Friday,12
U7066,LinkedIn Ads,22-01-2025,CMP1288,Wednesday,1
U0710,YouTube Ads,,CMP8413,,
U5760,YouTube Ads,15-01-2025,CMP2029,Wednesday,1
U3963,YouTube Ads,16-09-2025,CMP4545,Tuesday,9
U2815,YouTube Ads,,CMP0230,,
U7204,Email Marketing,,CMP8261,,
U2026,Facebook Ads,27-08-2025,CMP6949,Wednesday,8
U5376,Email Marketing,,CMP5919,,
U7012,Email Marketing,,CMP5112,,
U7178,Facebook Ads,25-09-2025,CMP6021,Thursday,9
U1061,LinkedIn Ads,,CMP6469,,
U9535,Google Ads,31-10-2025,CMP6624,Friday,10
U7939,Instagram Ads,19-09-2025,CMP6558,Friday,9
U0487,Instagram Ads,20-02-2025,CMP2002,Thursday,2
U4961,Facebook Ads,15-11-2025,CMP0439,Saturday,11
U8033,LinkedIn Ads,16-09-2025,CMP8519,Tuesday,9
U6286,YouTube Ads,19-08-2025,CMP8857,Tuesday,8
U2690,Google Ads,,CMP0590,,
U8838,Google Ads,20-10-2025,CMP7987,Monday,10
U5780,Google Ads,26-05-2025,CMP8302,Monday,5
U5592,Instagram Ads,14-07-2025,CMP2101,Monday,7
U5114,Instagram Ads,31-10-2025,CMP6750,Friday,10
U0613,Google Ads,24-08-2025,CMP4996,Sunday,8
U5186,Instagram Ads,13-07-2025,CMP6901,Sunday,7
U5564,Google Ads,27-03-2025,CMP8002,Thursday,3
U3508,LinkedIn Ads,28-05-2025,CMP3306,Wednesday,5
U1553,Facebook Ads,31-10-2025,CMP6587,Friday,10
U4946,LinkedIn Ads,16-09-2025,CMP8701,Tuesday,9
U8972,LinkedIn Ads,,CMP3279,,
U4390,YouTube Ads,23-11-2025,CMP3057,Sunday,11
U7578,YouTube Ads,17-03-2025,CMP7107,Monday,3
U3336,LinkedIn Ads,31-07-2025,CMP4920,Thursday,7
U2457,Email Marketing,,CMP4202,,
U3310,LinkedIn Ads,23-03-2025,CMP7605,Sunday,3
U7961,Email Marketing,,CMP4552,,
U1480,Instagram Ads,23-07-2025,CMP9857,Wednesday,7
U8606,Email Marketing,,CMP9355,,
U6929,Instagram Ads,22-04-2025,CMP2004,Tuesday,4
U6140,LinkedIn Ads,25-12-2025,CMP7201,Thursday,12
U5050,Instagram Ads,,CMP4037,,
U5068,Email Marketing,24-11-2025,CMP0896,Monday,11
U4187,YouTube Ads,,CMP2000,,
U6657,Facebook Ads,18-01-2025,CMP4873,Saturday,1
U6921,LinkedIn Ads,21-02-2025,CMP8056,Friday,2
U7427,LinkedIn Ads,22-12-2025,CMP5765,Monday,12
U3279,Email Marketing,18-11-2025,CMP3011,Tuesday,11
U2132,Facebook Ads,,CMP2586,,
U9717,LinkedIn Ads,17-06-2025,CMP7398,Tuesday,6
U9151,LinkedIn Ads,28-11-2025,CMP2981,Friday,11
U6571,Facebook Ads,13-11-2025,CMP7577,Thursday,11
U7130,Facebook Ads,21-08-2025,CMP6029,Thursday,8
U2134,Facebook Ads,,CMP3329,,
U2392,Email Marketing,15-01-2025,CMP4637,Wednesday,1
U0170,Instagram Ads,29-08-2025,CMP4069,Friday,8
U9785,Email Marketing,,CMP6514,,
U9802,Facebook Ads,30-12-2025,CMP5454,Tuesday,12
U6077,YouTube Ads,,CMP8267,,
U1469,YouTube Ads,,CMP2784,,
U5908,Instagram Ads,,CMP1915,,
U8050,YouTube Ads,19-03-2025,CMP4322,Wednesday,3
U0588,Google Ads,29-08-2025,CMP7209,Friday,8
U9190,LinkedIn Ads,,CMP1901,,
U2960,Google Ads,28-03-2025,CMP2426,Friday,3
U2959,Facebook Ads,,CMP9596,,
U1999,Instagram Ads,21-07-2025,CMP1546,Monday,7
U7862,Facebook Ads,21-08-2025,CMP5301,Thursday,8
U2119,Google Ads,19-04-2025,CMP5398,Saturday,4
U2917,Email Marketing,,CMP0910,,
U2526,LinkedIn Ads,,CMP2670,,
U6021,Email Marketing,20-09-2025,CMP5081,Saturday,9
U6034,Instagram Ads,,CMP7806,,
U2541,YouTube Ads,,CMP0663,,
U4922,LinkedIn Ads,18-03-2025,CMP4763,Tuesday,3
U1254,YouTube Ads,24-01-2025,CMP4074,Friday,1
U1340,LinkedIn Ads,15-09-2025,CMP1549,Monday,9
U4877,Facebook Ads,,CMP2942,,
U3459,YouTube Ads,,CMP7372,,
U0218,LinkedIn Ads,29-03-2025,CMP1743,Saturday,3
U5911,Email Marketing,20-12-2025,CMP9862,Saturday,12
U0261,Google Ads,23-12-2025,CMP4959,Tuesday,12
U3128,Email Marketing,14-02-2025,CMP2379,Friday,2
U7296,Google Ads,,CMP6913,,
U0835,Facebook Ads,20-06-2025,CMP3976,Friday,6
U4765,LinkedIn Ads,19-01-2025,CMP7075,Sunday,1
U9444,Facebook Ads,,CMP7994,,
U5682,LinkedIn Ads,18-08-2025,CMP6835,Monday,8
U9629,LinkedIn Ads,17-12-2025,CMP3150,Wednesday,12
U5903,Facebook Ads,30-08-2025,CMP7676,Saturday,8
U9925,Email Marketing,,CMP1413,,
U5879,Facebook Ads,14-05-2025,CMP4976,Wednesday,5
U3715,Google Ads,,CMP8249,,
U8445,Google Ads,,CMP5821,,
U1670,LinkedIn Ads,15-10-2025,CMP7174,Wednesday,10
U7234,Facebook Ads,17-09-2025,CMP1935,Wednesday,9
U6812,Instagram Ads,,CMP5960,,
U5909,YouTube Ads,19-11-2025,CMP4699,Wednesday,11
U6707,LinkedIn Ads,23-08-2025,CMP8678,Saturday,8
U1141,LinkedIn Ads,13-02-2025,CMP0488,Thursday,2
U2474,LinkedIn Ads,22-10-2025,CMP2693,Wednesday,10
U9071,Instagram Ads,,CMP8517,,
U6619,Instagram Ads,17-08-2025,CMP0130,Sunday,8
U1381,Email Marketing,19-01-2025,CMP7245,Sunday,1
U9041,YouTube Ads,,CMP2065,,
U6927,Google Ads,16-09-2025,CMP0384,Tuesday,9
U2044,Email Marketing,18-08-2025,CMP4256,Monday,8
U8738,Facebook Ads,,CMP5554,,
U1725,Email Marketing,17-06-2025,CMP9385,Tuesday,6
U1343,LinkedIn Ads,17-02-2025,CMP5920,Monday,2
U9638,LinkedIn Ads,14-10-2025,CMP3520,Tuesday,10
U8021,LinkedIn Ads,,CMP9574,,
U3484,Facebook Ads,22-08-2025,CMP7500,Friday,8
U1981,Instagram Ads,,CMP9160,,
U0459,Instagram Ads,15-03-2025,CMP1930,Saturday,3
U0035,Instagram Ads,,CMP5000,,
U6182,LinkedIn Ads,,CMP6842,,
U7358,YouTube Ads,18-03-2025,CMP2270,Tuesday,3
U7260,LinkedIn Ads,23-05-2025,CMP6712,Friday,5
U9165,YouTube Ads,13-02-2025,CMP0407,Thursday,2
U0306,YouTube Ads,,CMP0867,,
U7279,Instagram Ads,13-02-2025,CMP0311,Thursday,2
U0395,LinkedIn Ads,28-09-2025,CMP0738,Sunday,9
U1469,YouTube Ads,20-03-2025,CMP1628,Thursday,3
U1618,Facebook Ads,13-06-2025,CMP5330,Friday,6
U9602,Google Ads,,CMP6153,,
U1073,Instagram Ads,,CMP1886,,
U9089,Instagram Ads,30-11-2025,CMP0306,Sunday,11
U6117,Email Marketing,,CMP1375,,
U4740,YouTube Ads,,CMP6943,,
U5758,Instagram Ads,20-11-2025,CMP7901,Thursday,11
U1470,Facebook Ads,22-07-2025,CMP0746,Tuesday,7
U5614,Instagram Ads,22-11-2025,CMP9118,Saturday,11
U5382,Email Marketing,,CMP4030,,
U9107,LinkedIn Ads,23-12-2025,CMP9975,Tuesday,12
U7294,Email Marketing,,CMP1330,,
U0139,Instagram Ads,,CMP9852,,
U5863,Facebook Ads,,CMP0154,,
U9930,Facebook Ads,18-04-2025,CMP3624,Friday,4
U9041,Google Ads,,CMP6490,,
U2088,YouTube Ads,13-05-2025,CMP9880,Tuesday,5
U8732,Facebook Ads,,CMP4495,,
U7087,LinkedIn Ads,28-07-2025,CMP0033,Monday,7
U0770,Instagram Ads,23-05-2025,CMP8120,Friday,5
U3697,Facebook Ads,20-12-2025,CMP6421,Saturday,12
U0457,Instagram Ads,,CMP2695,,
U0892,Instagram Ads,20-06-2025,CMP5478,Friday,6
U2046,YouTube Ads,13-02-2025,CMP9830,Thursday,2
U4940,Facebook Ads,,CMP1066,,
U1571,YouTube Ads,13-11-2025,CMP0915,Thursday,11
U1660,LinkedIn Ads,23-06-2025,CMP0174,Monday,6
U9752,Instagram Ads,,CMP8475,,
U7888,Facebook Ads,14-11-2025,CMP9392,Friday,11
U5862,Google Ads,,CMP0723,,
U8482,LinkedIn Ads,28-10-2025,CMP2416,Tuesday,10
U3298,YouTube Ads,,CMP8309,,
U5500,YouTube Ads,,CMP7658,,
U3655,Google Ads,21-12-2025,CMP7444,Sunday,12
U0111,Email Marketing,,CMP7877,,
U5897,Facebook Ads,23-01-2025,CMP1888,Thursday,1
U4030,Instagram Ads,,CMP3588,,
U5545,Google Ads,18-04-2025,CMP1658,Friday,4
U7107,Email Marketing,31-12-2025,CMP6101,Wednesday,12
U5210,Facebook Ads,,CMP2143,,
U4050,Facebook Ads,28-01-2025,CMP9623,Tuesday,1
U1063,YouTube Ads,27-03-2025,CMP8328,Thursday,3
U6126,Instagram Ads,27-09-2025,CMP8343,Saturday,9
U0600,Instagram Ads,17-04-2025,CMP7763,Thursday,4
U9362,LinkedIn Ads,22-03-2025,CMP3841,Saturday,3
U0675,Instagram Ads,27-08-2025,CMP1377,Wednesday,8
U4474,LinkedIn Ads,15-07-2025,CMP7661,Tuesday,7
U8957,Instagram Ads,26-11-2025,CMP1244,Wednesday,11
U5469,Google Ads,,CMP1613,,
U4279,Facebook Ads,,CMP4497,,
U8400,LinkedIn Ads,18-03-2025,CMP6617,Tuesday,3
U7680,LinkedIn Ads,25-08-2025,CMP3439,Monday,8
U9150,LinkedIn Ads,16-01-2025,CMP3078,Thursday,1
U5568,Email Marketing,26-04-2025,CMP5007,Saturday,4
U2280,Instagram Ads,20-03-2025,CMP8809,Thursday,3
U1044,YouTube Ads,,CMP9959,,
U9059,LinkedIn Ads,,CMP9331,,
U4651,Facebook Ads,16-04-2025,CMP0440,Wednesday,4
U6732,Google Ads,20-07-2025,CMP7450,Sunday,7
U2129,Email Marketing,16-04-2025,CMP7836,Wednesday,4
U3326,Facebook Ads,15-09-2025,CMP7779,Monday,9
U4045,Facebook Ads,27-09-2025,CMP0122,Saturday,9
U7477,LinkedIn Ads,27-06-2025,CMP7540,Friday,6
U7080,YouTube Ads,23-08-2025,CMP6408,Saturday,8
U4486,Google Ads,18-11-2025,CMP9317,Tuesday,11
U1254,LinkedIn Ads,23-02-2025,CMP3560,Sunday,2
U0438,Facebook Ads,,CMP7389,,
U0619,Instagram Ads,,CMP6245,,
U8986,Email Marketing,,CMP5360,,
U1647,Instagram Ads,,CMP7714,,
U7220,Google Ads,,CMP2760,,
U8567,Facebook Ads,25-11-2025,CMP8722,Tuesday,11
U0798,Email Marketing,13-07-2025,CMP6400,Sunday,7
U5524,Facebook Ads,,CMP3909,,
U1765,Email Marketing,17-06-2025,CMP1583,Tuesday,6
U1735,YouTube Ads,,CMP3394,,
U4563,Google Ads,29-11-2025,CMP5182,Saturday,11
U8785,LinkedIn Ads,19-10-2025,CMP3581,Sunday,10
U2178,Email Marketing,20-06-2025,CMP5315,Friday,6
U9586,Email Marketing,18-08-2025,CMP5210,Monday,8
U2033,YouTube Ads,,CMP8249,,
U2485,Google Ads,,CMP1301,,
U0649,LinkedIn Ads,24-09-2025,CMP9799,Wednesday,9
U8837,Facebook Ads,28-01-2025,CMP0389,Tuesday,1
U0100,YouTube Ads,,CMP3645,,
U3349,Facebook Ads,,CMP2319,,
U9927,Facebook Ads,,CMP5104,,
U6525,Instagram Ads,13-07-2025,CMP3300,Sunday,7
U0325,Email Marketing,15-07-2025,CMP9985,Tuesday,7
U4216,YouTube Ads,14-07-2025,CMP4919,Monday,7
U3207,YouTube Ads,21-03-2025,CMP9211,Friday,3
U6293,LinkedIn Ads,,CMP6132,,
U3183,Google Ads,,CMP6698,,
U0946,YouTube Ads,30-11-2025,CMP5712,Sunday,11
U0463,LinkedIn Ads,24-12-2025,CMP3971,Wednesday,12
U2645,Email Marketing,,CMP7463,,
U6930,LinkedIn Ads,26-03-2025,CMP6298,Wednesday,3
U1457,Email Marketing,25-02-2025,CMP8736,Tuesday,2
U2760,Instagram Ads,,CMP2339,,
U2796,YouTube Ads,,CMP6846,,
U3042,Facebook Ads,13-04-2025,CMP7971,Sunday,4
U1790,Instagram Ads,22-11-2025,CMP3144,Saturday,11
U7830,Instagram Ads,,CMP2043,,
U0119,Google Ads,,CMP4360,,
U5515,LinkedIn Ads,,CMP4356,,
U5834,Instagram Ads,19-06-2025,CMP3926,Thursday,6
U4579,Email Marketing,25-12-2025,CMP6584,Thursday,12
U5279,YouTube Ads,,CMP7786,,
U1334,Email Marketing,28-06-2025,CMP5334,Saturday,6
U2346,Email Marketing,24-09-2025,CMP1646,Wednesday,9
U8991,Facebook Ads,28-08-2025,CMP0521,Thursday,8
U1466,Email Marketing,24-02-2025,CMP7900,Monday,2
U7804,LinkedIn Ads,,CMP5350,,
U9842,Google Ads,,CMP8061,,
U4245,Email Marketing,,CMP6253,,
U5135,Facebook Ads,14-07-2025,CMP9703,Monday,7
U5981,YouTube Ads,14-12-2025,CMP9668,Sunday,12
U5177,Google Ads,16-03-2025,CMP3640,Sunday,3
U0563,Facebook Ads,,CMP7468,,
U8111,Instagram Ads,30-05-2025,CMP2023,Friday,5
U0862,Facebook Ads,,CMP5459,,
U7757,Google Ads,28-06-2025,CMP2609,Saturday,6
U6452,Instagram Ads,19-02-2025,CMP4638,Wednesday,2
U2254,Email Marketing,15-08-2025,CMP0887,Friday,8
U1671,Facebook Ads,14-12-2025,CMP3437,Sunday,12
U0860,Google Ads,,CMP2757,,
U3947,Email Marketing,23-07-2025,CMP2435,Wednesday,7
U1469,Email Marketing,26-08-2025,CMP2827,Tuesday,8
U8016,Instagram Ads,25-11-2025,CMP7293,Tuesday,11
U9714,YouTube Ads,,CMP9615,,
U8807,Instagram Ads,,CMP7106,,
U8831,YouTube Ads,30-11-2025,CMP9111,Sunday,11
U7328,Facebook Ads,,CMP1923,,
U1387,Google Ads,,CMP2642,,
U8511,LinkedIn Ads,31-05-2025,CMP2812,Saturday,5
U3439,Email Marketing,19-12-2025,CMP8036,Friday,12
U2199,Facebook Ads,,CMP0602,,
U4271,Email Marketing,15-07-2025,CMP2106,Tuesday,7
U8781,Instagram Ads,15-04-2025,CMP1365,Tuesday,4
U9912,Email Marketing,25-03-2025,CMP3157,Tuesday,3
U2042,LinkedIn Ads,30-09-2025,CMP7105,Tuesday,9
U2398,Email Marketing,26-04-2025,CMP5397,Saturday,4
U9648,Google Ads,,CMP6204,,
U2798,YouTube Ads,,CMP4621,,
U9705,YouTube Ads,,CMP8712,,
U0867,Email Marketing,24-11-2025,CMP2548,Monday,11
U7679,LinkedIn Ads,15-09-2025,CMP9973,Monday,9
U5124,Instagram Ads,16-02-2025,CMP3749,Sunday,2
U9080,Facebook Ads,,CMP1535,,
U8723,LinkedIn Ads,24-12-2025,CMP2236,Wednesday,12
U8653,Email Marketing,17-12-2025,CMP0120,Wednesday,12
U2185,Email Marketing,21-09-2025,CMP2762,Sunday,9
U8833,Instagram Ads,,CMP2794,,
U8447,Google Ads,19-01-2025,CMP3491,Sunday,1
U5799,Instagram Ads,24-02-2025,CMP0943,Monday,2
U1389,Instagram Ads,28-09-2025,CMP6588,Sunday,9
U6133,Google Ads,,CMP7986,,
U2292,Google Ads,,CMP4416,,
U6899,Google Ads,19-06-2025,CMP3252,Thursday,6
U8120,Email Marketing,16-12-2025,CMP7853,Tuesday,12
U0347,YouTube Ads,,CMP6552,,
U0132,Google Ads,,CMP3875,,
U4088,Facebook Ads,24-05-2025,CMP7028,Saturday,5
U8231,Email Marketing,,CMP4053,,
U3149,Facebook Ads,16-03-2025,CMP2437,Sunday,3
U3792,LinkedIn Ads,24-04-2025,CMP0835,Thursday,4
U4597,Email Marketing,29-06-2025,CMP6998,Sunday,6
U3474,Facebook Ads,27-05-2025,CMP0780,Tuesday,5
U1828,Facebook Ads,19-02-2025,CMP7060,Wednesday,2
U8665,Instagram Ads,,CMP2135,,
U1972,LinkedIn Ads,22-01-2025,CMP9574,Wednesday,1
U8956,Facebook Ads,13-11-2025,CMP3121,Thursday,11
U6852,YouTube Ads,,CMP3310,,
U7146,Instagram Ads,,CMP9181,,
U4746,Google Ads,24-01-2025,CMP8256,Friday,1
U1229,Email Marketing,26-03-2025,CMP3117,Wednesday,3
U2622,LinkedIn Ads,20-10-2025,CMP6394,Monday,10
U4972,LinkedIn Ads,23-04-2025,CMP8402,Wednesday,4
U2428,Facebook Ads,23-05-2025,CMP2804,Friday,5
U9915,Facebook Ads,,CMP4080,,
U4832,Instagram Ads,16-06-2025,CMP9000,Monday,6
U8805,Facebook Ads,,CMP5825,,
U3378,Email Marketing,15-08-2025,CMP6259,Friday,8
U6040,Facebook Ads,17-03-2025,CMP6480,Monday,3
U4622,Facebook Ads,,CMP3032,,
U6987,Email Marketing,,CMP6459,,
U9885,Email Marketing,21-02-2025,CMP1643,Friday,2
U4386,Email Marketing,15-03-2025,CMP0223,Saturday,3
U1393,Google Ads,14-04-2025,CMP0154,Monday,4
U0916,Facebook Ads,,CMP7280,,
U6805,Google Ads,14-03-2025,CMP0348,Friday,3
U6304,LinkedIn Ads,18-12-2025,CMP6999,Thursday,12
U5855,Google Ads,,CMP2779,,
U5487,Google Ads,,CMP1390,,
U8180,YouTube Ads,,CMP4941,,
