Conversion_id,User_id,Revenue,Conversion_date
CONV00636,U1743,60088.76,03-07-2025
CONV00637,U6587,43515.56,06/20/2025
CONV00638,U1979,31575.21,06-12-2025
CONV00639,U0667,63666.98,03/29/2025
CONV00640,U2940,44834.49,02/24/2025
CONV00641,U4440,18514.59,09/30/2025
CONV00642,U4935,42159.99,07-04-2025
CONV00643,U8316,47264.97,04/29/2025
CONV00644,U7773,50508.09,09/13/2025
CONV00645,U5478,8503.26,11/13/2025
CONV00646,U1161,44758.47,05-11-2025
CONV00647,U5344,55527.78,05/24/2025
CONV00648,U0891,69645.62,08/26/2025
CONV00649,U5876,10195.47,06-10-2025
CONV00650,U7514,26260.52,08/31/2025
CONV00651,U3764,39491.32,03/13/2025
CONV00652,U4042,43775.43,06-04-2025
CONV00653,U0657,38188.06,09-11-2025
CONV00654,U8115,56666.1,05/26/2025
CONV00655,U1487,23384.12,01/31/2025
CONV00656,U7599,14482.22,04-08-2025
CONV00657,U1159,40170.84,07/26/2025
CONV00658,U1327,69969.06,11/30/2025
CONV00659,U0670,48876.82,07/29/2025
CONV00660,U3910,36278.15,11-03-2025
CONV00661,U8251,4793.66,12/26/2025
CONV00662,U7704,62034.39,01/27/2026
CONV00663,U1076,6702.64,05-05-2025
CONV00664,U2425,15916.02,10-12-2025
CONV00665,U7765,55524.92,06/27/2025
CONV00666,U8514,43718.82,12/17/2025
CONV00667,U7296,10547.61,09/17/2025
CONV00668,U0776,34602.54,03/22/2025
CONV00669,U2515,3805.5,04-03-2025
CONV00670,U9216,24283.08,01-09-2026
CONV00671,U4941,69881.87,03/28/2025
CONV00672,U8314,22695.1,07/17/2025
CONV00673,U5550,36314.35,12/20/2025
CONV00674,U3611,24982.71,09-05-2025
CONV00675,U3207,63821.76,02-02-2025
CONV00676,U9914,50257.41,10-01-2025
CONV00677,U4664,73331.13,07/23/2025
CONV00678,U7250,54804.04,06/25/2025
CONV00679,U1411,35990.02,04-11-2025
CONV00680,U1450,68644.98,01/17/2025
CONV00681,U3265,41874.62,04-07-2025
CONV00682,U3679,20253.76,02/13/2025
CONV00683,U4010,21333.36,01/17/2025
CONV00684,U4226,73088.72,12/14/2025
CONV00685,U2669,24486.33,11/22/2025
CONV00686,U5833,40073.72,02/23/2025
CONV00687,U9811,65528.91,04/22/2025
CONV00688,U5762,39224.18,03/26/2025
CONV00689,U8248,67356.46,05/13/2025
CONV00690,U6838,61549.22,09/22/2025
CONV00691,U7241,72780.78,11-07-2025
CONV00692,U2333,10056.81,12/23/2025
CONV00693,U7066,3184.86,02-12-2025
CONV00694,U0710,1512.72,02-06-2025
CONV00695,U5760,63555.23,02/14/2025
CONV00696,U3963,8108.59,10-04-2025
CONV00697,U2815,8077.41,10-09-2025
CONV00698,U7204,62729.61,12/23/2025
CONV00699,U2026,10841.49,09/20/2025
CONV00700,U5376,21808.16,09/29/2025
CONV00701,U7012,63198.57,04/22/2025
CONV00702,U7178,7061.68,09/29/2025
CONV00703,U1061,15619.56,08-02-2025
CONV00704,U9535,59369.84,11/20/2025
CONV00705,U7939,57773.97,09/22/2025
CONV00706,U0487,62400.7,03-07-2025
CONV00707,U4961,57192.74,12-06-2025
CONV00708,U8033,26263.46,10/13/2025
CONV00709,U6286,28692.99,09-02-2025
CONV00710,U2690,23950.12,09/21/2025
CONV00711,U8838,42497.46,10/25/2025
CONV00712,U5780,2839.92,05/27/2025
CONV00713,U5592,26376.87,07/25/2025
CONV00714,U5114,51833.36,11/27/2025
CONV00715,U0613,32118.63,09-09-2025
CONV00716,U5186,24689.79,07/16/2025
CONV00717,U5564,27727.57,04-09-2025
CONV00718,U3508,22826.02,06/15/2025
CONV00719,U1553,5744.78,11/25/2025
CONV00720,U4946,50011.66,09/26/2025
CONV00721,U8972,52972.38,04/30/2025
CONV00722,U4390,46370.85,12/17/2025
CONV00723,U7578,56172.69,04-10-2025
CONV00724,U3336,22063.06,08-05-2025
CONV00725,U2457,59930.58,04/18/2025
CONV00726,U3310,2913.78,04/17/2025
CONV00727,U7961,67315.53,01/21/2025
CONV00728,U1480,11186.6,07/26/2025
CONV00729,U8606,7450.96,05/28/2025
CONV00730,U6929,13755.21,04/30/2025
CONV00731,U6140,41271.57,01-09-2026
CONV00732,U5050,45731.74,02-06-2025
CONV00733,U5068,67809.42,12/15/2025
CONV00734,U4187,61836.04,06-11-2025
CONV00735,U6657,6697.02,02-11-2025
CONV00736,U6921,20127.03,02/23/2025
CONV00737,U7427,4618.34,01-11-2026
CONV00738,U3279,43503.84,11/21/2025
CONV00739,U2132,59603.68,11-11-2025
CONV00740,U9717,7016.62,06/28/2025
CONV00741,U9151,17731.52,11/30/2025
CONV00742,U6571,20066.72,11/15/2025
CONV00743,U7130,9549.54,09-12-2025
CONV00744,U2134,16755.82,09-04-2025
CONV00745,U2392,18234.81,01/29/2025
CONV00746,U0170,24751.02,09/20/2025
CONV00747,U9785,42107.25,05/13/2025
CONV00748,U9802,4129.26,01-07-2026
CONV00749,U6077,43851.15,03/17/2025
CONV00750,U1469,32895.03,06/20/2025
CONV00751,U5908,65862.52,08/28/2025
CONV00752,U8050,69271.82,04-08-2025
CONV00753,U0588,53167.74,09-11-2025
CONV00754,U9190,9102.45,09/29/2025
CONV00755,U2960,61825.95,04/15/2025
CONV00756,U2959,57792.81,08/23/2025
CONV00757,U1999,69739.27,07/24/2025
CONV00758,U7862,44869.66,08/21/2025
CONV00759,U2119,48540.57,04/29/2025
CONV00760,U2917,2273.02,05-09-2025
CONV00761,U2526,60231.7,03/26/2025
CONV00762,U6021,33824.1,10-02-2025
CONV00763,U6034,47578.46,11/13/2025
CONV00764,U2541,48806.49,09/13/2025
CONV00765,U4922,67790.6,04/13/2025
CONV00766,U1254,38665.88,02-06-2025
CONV00767,U1340,55733.32,09/29/2025
CONV00768,U4877,34533.62,07-01-2025
CONV00769,U3459,73677.33,04/13/2025
CONV00770,U0218,34917.1,04-10-2025
CONV00771,U5911,50876.34,01/14/2026
CONV00772,U0261,2741.04,01-07-2026
CONV00773,U3128,35159.34,03-01-2025
CONV00774,U7296,64589.88,09/24/2025
CONV00775,U0835,47557.94,07-12-2025
CONV00776,U4765,36843,02-06-2025
CONV00777,U9444,20637.78,07-01-2025
CONV00778,U5682,2294.91,08/27/2025
CONV00779,U9629,45455.94,01-12-2026
CONV00780,U5903,16135.24,09/21/2025
CONV00781,U9925,31636.84,09/24/2025
CONV00782,U5879,12526.45,06-09-2025
CONV00783,U3715,36862.62,03/13/2025
CONV00784,U8445,53200.56,12-05-2025
CONV00785,U1670,8576.78,11-04-2025
CONV00786,U7234,65384.08,09/21/2025
CONV00787,U6812,60829.04,01/14/2025
CONV00788,U5909,12007.14,12/13/2025
CONV00789,U6707,51403.24,09/22/2025
CONV00790,U1141,30572.58,03-09-2025
CONV00791,U2474,73518.5,11/16/2025
CONV00792,U9071,24041.86,06/16/2025
CONV00793,U6619,66652.8,09-05-2025
CONV00794,U1381,29707.02,02-11-2025
CONV00795,U9041,56960.68,06/14/2025
CONV00796,U6927,5200.96,09/27/2025
CONV00797,U2044,55461.76,09-01-2025
CONV00798,U8738,22965.72,11/22/2025
CONV00799,U1725,15047.24,07-11-2025
CONV00800,U1343,66721.82,03-04-2025
CONV00801,U9638,30062.6,10/22/2025
CONV00802,U8021,38304.6,08/17/2025
CONV00803,U3484,56177.36,09/21/2025
CONV00804,U1981,3740.96,07/13/2025
CONV00805,U0459,44529.6,03/16/2025
CONV00806,U0035,5766.66,03-05-2025
CONV00807,U6182,45723.94,09/25/2025
CONV00808,U7358,7381.64,04-06-2025
CONV00809,U7260,65047.05,06/14/2025
CONV00810,U9165,40981.2,03-09-2025
CONV00811,U0306,40240.56,04-02-2025
CONV00812,U7279,24542.01,03-03-2025
CONV00813,U0395,19845.45,10-01-2025
CONV00814,U1469,51136.68,03/21/2025
CONV00815,U1618,67056.08,06/21/2025
CONV00816,U9602,56614.95,05/14/2025
CONV00817,U1073,47790.44,10-04-2025
CONV00818,U9089,42942.24,12/14/2025
CONV00819,U6117,18953.24,11-03-2025
CONV00820,U4740,5217.99,12/30/2025
CONV00821,U5758,63170.81,11/29/2025
CONV00822,U1470,62414.49,08/14/2025
CONV00823,U5614,53300.74,11/30/2025
CONV00824,U5382,48748.41,01-09-2025
CONV00825,U9107,57363.04,01-09-2026
CONV00826,U7294,72923.9,12/23/2025
CONV00827,U0139,70266.4,03/19/2025
CONV00828,U5863,46298.12,04/18/2025
CONV00829,U9930,73831.58,05-08-2025
CONV00830,U9041,42753.75,05-01-2025
CONV00831,U2088,17676.42,05/29/2025
CONV00832,U8732,42338.61,11/25/2025
CONV00833,U7087,51252.88,08-11-2025
CONV00834,U0770,34077.96,05/23/2025
CONV00835,U3697,68836.89,12/26/2025
CONV00836,U0457,2533.74,09/28/2025
CONV00837,U0892,18328.22,06/22/2025
CONV00838,U2046,3225.77,02/23/2025
CONV00839,U4940,5634.93,11/30/2025
CONV00840,U1571,64945.27,12-08-2025
CONV00841,U1660,58882.48,07-07-2025
CONV00842,U9752,63177.87,03-04-2025
CONV00843,U7888,18804.07,12-09-2025
CONV00844,U5862,40929.92,06/13/2025
CONV00845,U8482,11486.58,11-04-2025
CONV00846,U3298,50338.62,02/27/2025
CONV00847,U5500,25149.96,11/15/2025
CONV00848,U3655,47076.06,12/28/2025
CONV00849,U0111,27323.08,07/22/2025
CONV00850,U5897,15438.51,01/28/2025
CONV00851,U4030,13823.74,04-10-2025
CONV00852,U5545,18581.13,05/13/2025
CONV00853,U7107,11474.1,01/29/2026
CONV00854,U5210,18907.81,11-04-2025
CONV00855,U4050,21545.44,02-01-2025
CONV00856,U1063,56534.62,04/16/2025
CONV00857,U6126,53887,10-12-2025
CONV00858,U0600,15822.78,05/14/2025
CONV00859,U9362,41628.48,03/26/2025
CONV00860,U0675,25725.76,09-10-2025
CONV00861,U4474,33545.37,07/23/2025
CONV00862,U8957,21274.56,12-03-2025
CONV00863,U5469,19314.26,05-04-2025
CONV00864,U4279,61806.44,01/30/2025
CONV00865,U8400,17599.28,04-10-2025
CONV00866,U7680,7126.28,09/21/2025
CONV00867,U9150,43630,01/20/2025
CONV00868,U5568,51667.89,05-08-2025
CONV00869,U2280,47515.58,04-08-2025
CONV00870,U1044,36002.24,10-11-2025
CONV00871,U9059,51910.08,04/16/2025
CONV00872,U4651,49723.06,04/18/2025
CONV00873,U6732,10338.46,08-02-2025
CONV00874,U2129,61478.79,05-07-2025
CONV00875,U3326,34827.51,09/21/2025
CONV00876,U4045,43015.26,10-12-2025
CONV00877,U7477,53589.86,07-06-2025
CONV00878,U7080,49686.69,09/14/2025
CONV00879,U4486,50249.28,11/20/2025
CONV00880,U1254,58628.67,03-08-2025
CONV00881,U0438,50914.94,02/21/2025
CONV00882,U0619,53400.64,01-10-2025
CONV00883,U8986,71288.87,12-07-2025
CONV00884,U1647,40448.04,04/13/2025
CONV00885,U7220,53795.12,07/31/2025
CONV00886,U8567,49758,11/28/2025
CONV00887,U0798,19290.21,08-11-2025
CONV00888,U5524,5440.48,05-09-2025
CONV00889,U1765,47288.9,07-06-2025
CONV00890,U1735,1863.34,07/22/2025
CONV00891,U4563,4012.47,12/27/2025
CONV00892,U8785,71958.33,11-07-2025
CONV00893,U2178,57307.44,07-12-2025
CONV00894,U9586,48313.95,08/25/2025
CONV00895,U2033,32565.96,06/15/2025
CONV00896,U2485,3564.57,08-10-2025
CONV00897,U0649,61093.76,10/18/2025
CONV00898,U8837,60257.79,02/19/2025
CONV00899,U0100,71559.34,02-04-2025
CONV00900,U3349,32398.3,05/15/2025
CONV00901,U9927,43549.32,06-07-2025
CONV00902,U6525,33522.18,07/29/2025
CONV00903,U0325,6930.04,08/13/2025
CONV00904,U4216,34430.02,07/26/2025
CONV00905,U3207,1702.95,04-06-2025
CONV00906,U6293,74073.51,09-10-2025
CONV00907,U3183,68546.64,09-04-2025
CONV00908,U0946,32235,12-07-2025
CONV00909,U0463,11730.4,01-12-2026
CONV00910,U2645,7603.71,01/29/2025
CONV00911,U6930,52118.88,04-11-2025
CONV00912,U1457,58419.32,03-08-2025
CONV00913,U2760,5935.72,10-01-2025
CONV00914,U2796,53025.51,04-07-2025
CONV00915,U3042,14317.66,05-07-2025
CONV00916,U1790,22514.58,12-04-2025
CONV00917,U7830,8235.08,09-07-2025
CONV00918,U0119,74027.08,08-05-2025
CONV00919,U5515,26223.5,07/19/2025
CONV00920,U5834,34676.25,07-11-2025
CONV00921,U4579,34304.91,01/15/2026
CONV00922,U5279,65602.52,02-03-2025
CONV00923,U1334,70654.71,07/13/2025
CONV00924,U2346,64367.6,10-10-2025
CONV00925,U8991,33886.78,08/31/2025
CONV00926,U1466,2919.72,03/25/2025
CONV00927,U7804,10829.91,12/27/2025
CONV00928,U9842,28743.02,02/25/2025
CONV00929,U4245,9020.14,03-11-2025
CONV00930,U5135,874.64,07/15/2025
CONV00931,U5981,50032.9,01-01-2026
CONV00932,U5177,17003.64,04-06-2025
CONV00933,U0563,38051.56,11/25/2025
CONV00934,U8111,5116.83,06/24/2025
CONV00935,U0862,29841.74,04/28/2025
CONV00936,U7757,6082.88,07/21/2025
CONV00937,U6452,56605.78,03-09-2025
CONV00938,U2254,22362.81,08/19/2025
CONV00939,U1671,71317.06,12/27/2025
CONV00940,U0860,25882.57,03/15/2025
CONV00941,U3947,51832.82,08/22/2025
CONV00942,U1469,21184.78,09/15/2025
CONV00943,U8016,38598.82,11/25/2025
CONV00944,U9714,74996.6,04/25/2025
CONV00945,U8807,52780.08,04/17/2025
CONV00946,U8831,56659.38,12/30/2025
CONV00947,U7328,10314.59,06/16/2025
CONV00948,U1387,27744.3,03/22/2025
CONV00949,U8511,33785.32,06/18/2025
CONV00950,U3439,61617.42,12/26/2025
CONV00951,U2199,44689.9,11/13/2025
CONV00952,U4271,12876.46,07/29/2025
CONV00953,U8781,55151.12,05-05-2025
CONV00954,U9912,12146.73,04/19/2025
CONV00955,U2042,41466.38,10-02-2025
CONV00956,U2398,8022.56,05-03-2025
CONV00957,U9648,26655.84,09/26/2025
CONV00958,U2798,26379.09,07-05-2025
CONV00959,U9705,51734.38,03/29/2025
CONV00960,U0867,58481.46,12/15/2025
CONV00961,U7679,71481.76,10-01-2025
CONV00962,U5124,6444.46,02/23/2025
CONV00963,U9080,51019.71,10-09-2025
CONV00964,U8723,1782.09,12/30/2025
CONV00965,U8653,45847.48,01/16/2026
CONV00966,U2185,32137.12,10-03-2025
CONV00967,U8833,36622,03-10-2025
CONV00968,U8447,46617.84,02-03-2025
CONV00969,U5799,66847.08,03-01-2025
CONV00970,U1389,12163.02,10-01-2025
CONV00971,U6133,66995.36,06/20/2025
CONV00972,U2292,1181.42,07/29/2025
CONV00973,U6899,50215.71,07/19/2025
CONV00974,U8120,24872.91,01-09-2026
CONV00975,U0347,37875.07,03/30/2025
CONV00976,U0132,21705.09,08/13/2025
CONV00977,U4088,20317.16,06/15/2025
CONV00978,U8231,74446.96,11/27/2025
CONV00979,U3149,46522.7,03/18/2025
CONV00980,U3792,36330.24,05-10-2025
CONV00981,U4597,19087.43,07/27/2025
CONV00982,U3474,68204.79,05/30/2025
CONV00983,U1828,51459.88,03/15/2025
CONV00984,U8665,49030.94,11-12-2025
CONV00985,U1972,66390.08,02/17/2025
CONV00986,U8956,54607.29,12-07-2025
CONV00987,U6852,66950.31,11-02-2025
CONV00988,U7146,39639.39,03-06-2025
CONV00989,U4746,59733.48,02/15/2025
CONV00990,U1229,38563.92,04-12-2025
CONV00991,U2622,52481.6,11/17/2025
CONV00992,U4972,20687.22,04/26/2025
CONV00993,U2428,65598.67,05/24/2025
CONV00994,U9915,71022.27,08-05-2025
CONV00995,U4832,61332.23,07-12-2025
CONV00996,U8805,54403.22,12/25/2025
CONV00997,U3378,20707.92,09-02-2025
CONV00998,U6040,37575.12,03/31/2025
CONV00999,U4622,66480.04,02-06-2025
CONV01000,U6987,48650.07,05/18/2025
CONV01001,U9885,2288.16,03/19/2025
CONV01002,U4386,1752.15,04/14/2025
CONV01003,U1393,57155.62,05-12-2025
CONV01004,U0916,47340.82,10-09-2025
CONV01005,U6805,17405.22,03/21/2025
CONV01006,U6304,67694.9,01-02-2026
CONV01007,U5855,9537.56,03-10-2025
CONV01008,U5487,32324.42,12-02-2025
CONV01009,U8180,20456.03,01-03-2026
CONV01010,U7319,43654.83,10-02-2025
CONV01011,U6309,32219.53,07/22/2025
CONV01012,U4029,37659.84,08-02-2025
CONV01013,U9519,58412,08/29/2025
CONV01014,U0282,71852.97,08-03-2025
CONV01015,U4829,64108.42,09/22/2025
CONV01016,U1921,28776.47,12/23/2025
CONV01017,U1209,12494.36,09-06-2025
CONV01018,U6824,55959.18,04-10-2025
CONV01019,U7275,22042.6,12-01-2025
CONV01020,U6495,34481.52,08/27/2025
CONV01021,U2570,28783.84,06/19/2025
CONV01022,U6428,45677.44,04-07-2025
CONV01023,U0896,15208.74,07/13/2025
CONV01024,U2667,16484.31,10-05-2025
CONV01025,U3938,42686.16,06-05-2025
CONV01026,U0139,37891.05,07-12-2025
CONV01027,U5429,8249.46,08/22/2025
CONV01028,U0613,51416.26,05/31/2025
CONV01029,U2308,74426.7,04-12-2025
CONV01030,U7060,51453.36,01/28/2025
CONV01031,U8152,57649.06,02/28/2025
CONV01032,U4844,43556,04-04-2025
CONV01033,U4195,11178.21,08/18/2025
CONV01034,U6702,33481.46,11/30/2025
CONV01035,U0700,55772.42,11/21/2025
CONV01036,U9342,29575.56,08-07-2025
CONV01037,U1788,8794.86,03/15/2025
CONV01038,U5611,52895.1,11/21/2025
CONV01039,U2385,42939.34,12/13/2025
CONV01040,U0887,51512.61,04/27/2025
CONV01041,U6637,53631.34,03-10-2025
CONV01042,U0881,72279.92,02/26/2025
CONV01043,U2633,68510.38,01-10-2026
CONV01044,U1275,11487.82,12/29/2025
CONV01045,U5185,20263.1,03/23/2025
CONV01046,U1597,73443.12,02-01-2025
CONV01047,U3132,28241.53,12/25/2025
CONV01048,U8178,31221.22,12-10-2025
CONV01049,U7518,41791.95,08/13/2025
CONV01050,U7168,46812.96,12/20/2025
CONV01051,U6739,56565.7,03/24/2025
CONV01052,U4750,58433.36,08/21/2025
CONV01053,U7602,59009.16,08-12-2025
CONV01054,U4334,18685.41,07-05-2025
CONV01055,U8503,13403,11/22/2025
CONV01056,U6445,10318.64,02/16/2025
CONV01057,U2596,53469.34,08/16/2025
CONV01058,U4264,15879.38,10/13/2025
CONV01059,U8908,2627.77,03-05-2025
CONV01060,U3634,63153.92,06/25/2025
CONV01061,U0380,8428.88,12-07-2025
CONV01062,U1521,27583.75,03-07-2025
CONV01063,U1206,16364.47,09/20/2025
CONV01064,U4895,42871.58,01/25/2025
CONV01065,U9831,39489.82,10/15/2025
CONV01066,U8385,27843.14,04/17/2025
CONV01067,U2074,15543.39,05/20/2025
CONV01068,U7145,15084.27,09/25/2025
CONV01069,U9563,59711.9,11/27/2025
CONV01070,U5223,29191.16,11/21/2025
CONV01071,U8379,22540.41,06-05-2025
CONV01072,U7036,6143.55,04/27/2025
CONV01073,U0179,42884.6,06/28/2025
CONV01074,U8639,21395.1,05-11-2025
CONV01075,U5207,4437.24,06/28/2025
CONV01076,U2804,29177.18,11/22/2025
CONV01077,U0077,63241.98,09-06-2025
CONV01078,U1138,60336.62,09/21/2025
CONV01079,U5132,29954.56,10-02-2025
CONV01080,U1684,62040.15,01/19/2025
CONV01081,U3132,70107.69,08-04-2025
CONV01082,U1230,46246.74,06-10-2025
CONV01083,U7549,64745.7,03/27/2025
CONV01084,U8645,49849.22,05-12-2025
CONV01085,U1357,65560.77,07/21/2025
CONV01086,U3482,35510.16,01/19/2025
CONV01087,U8645,70870.32,10/13/2025
CONV01088,U3585,65188.52,07/22/2025
CONV01089,U5033,11686.26,11/20/2025
CONV01090,U3065,49895,05/31/2025
CONV01091,U3475,32740.5,03/29/2025
CONV01092,U6268,14816.64,08-10-2025
CONV01093,U1789,19234.11,12/18/2025
CONV01094,U1079,17565.03,10/19/2025
CONV01095,U4396,59090.28,09/22/2025
CONV01096,U3033,36149.31,09/24/2025
CONV01097,U7459,35989.1,03/24/2025
CONV01098,U9733,824.73,07/27/2025
CONV01099,U4763,13172.37,05-01-2025
CONV01100,U8941,19575.1,05/26/2025
CONV01101,U9761,51669.48,09/28/2025
CONV01102,U5853,43635.63,10-04-2025
CONV01103,U1769,41210.04,06/19/2025
CONV01104,U5427,70936.04,07/28/2025
CONV01105,U2015,72635.37,09-04-2025
CONV01106,U2411,39596.58,09-05-2025
CONV01107,U4829,16886.4,02-03-2025
CONV01108,U5772,19418.94,12/16/2025
CONV01109,U2338,68930.79,04/20/2025
CONV01110,U6329,8036.8,08/13/2025
CONV01111,U5284,57748.78,11-01-2025
CONV01112,U4872,41277.93,10/30/2025
CONV01113,U8255,35527.12,12/30/2025
CONV01114,U0433,11188.48,09-02-2025
CONV01115,U8901,56833.63,10/29/2025
CONV01116,U7541,20810.47,02/17/2025
CONV01117,U7889,5269.22,01-12-2026
CONV01118,U3360,55726.48,10-07-2025
CONV01119,U0106,15651.96,09-08-2025
CONV01120,U4051,2580.74,05-01-2025
CONV01121,U3016,61760.22,05/22/2025
CONV01122,U0355,56036.44,04-12-2025
CONV01123,U4752,71962.54,06/13/2025
CONV01124,U7602,2826.82,08/16/2025
CONV01125,U7283,35492.1,02/14/2025
CONV01126,U3454,29753.85,06/30/2025
CONV01127,U5559,59162.24,09-01-2025
CONV01128,U9927,53356.14,12/20/2025
CONV01129,U5704,30730.22,10/28/2025
CONV01130,U8183,57173.26,01-07-2026
CONV01131,U1055,9249.67,02/28/2025
CONV01132,U2852,34126.1,06/18/2025
CONV01133,U4688,12785.14,05/22/2025
CONV01134,U1577,11186.78,04/15/2025
CONV01135,U3037,54825.04,01-01-2026
CONV01136,U5769,42233.28,07-06-2025
CONV01137,U9325,39155.58,02/13/2025
CONV01138,U0370,62240.02,05-07-2025
CONV01139,U3956,23933.78,10-12-2025
CONV01140,U0492,20120.42,01/27/2025
CONV01141,U1022,60570.4,05/19/2025
CONV01142,U9801,41693.32,12-10-2025
CONV01143,U8317,32790.03,05-05-2025
CONV01144,U8753,51506.94,11-08-2025
CONV01145,U2052,41553.7,08-12-2025
CONV01146,U7153,7580.33,01/30/2025
CONV01147,U4095,10158.66,02-04-2025
CONV01148,U4791,36293.58,03-11-2025
CONV01149,U5849,23226.88,05-04-2025
CONV01150,U5225,8500.08,01-04-2026
CONV01151,U2247,55836.72,09/30/2025
CONV01152,U7214,2330.76,12/25/2025
CONV01153,U0979,37530.3,06/19/2025
CONV01154,U3022,4630.27,12/13/2025
CONV01155,U4302,2780.37,11/22/2025
CONV01156,U6359,74323.67,12/31/2025
CONV01157,U4262,56113.32,04/23/2025
CONV01158,U1402,25811.78,05/20/2025
CONV01159,U9962,42956.74,01/17/2025
CONV01160,U7643,48102.42,02-05-2025
CONV01161,U9035,14100.44,07-04-2025
CONV01162,U2407,18025.94,12-03-2025
CONV01163,U5200,17675.46,02/21/2025
CONV01164,U8855,26717.43,01/25/2025
CONV01165,U5338,61834.95,11-02-2025
CONV01166,U9945,67381.38,07/15/2025
CONV01167,U4766,8637.74,03/24/2025
CONV01168,U5637,44014.46,05-12-2025
CONV01169,U9264,41456.3,09/28/2025
CONV01170,U9947,39384.94,09-09-2025
CONV01171,U3983,24125.12,07-08-2025
CONV01172,U9183,27650.55,10-01-2025
CONV01173,U8809,44168.08,05-10-2025
CONV01174,U6693,43518.87,08/24/2025
CONV01175,U4316,35637.12,10/14/2025
CONV01176,U2169,29567.48,10-04-2025
CONV01177,U1951,45950.24,06/25/2025
CONV01178,U7369,36175.12,08/16/2025
CONV01179,U1373,44783.84,04-09-2025
CONV01180,U4577,37377.04,02/20/2025
CONV01181,U4674,56979.54,07/15/2025
CONV01182,U9424,26540.42,11/17/2025
CONV01183,U4727,8629.36,05/20/2025
CONV01184,U2767,3701.07,02-12-2025
CONV01185,U6055,32417.82,04/29/2025
CONV01186,U1966,20281.95,09-12-2025
CONV01187,U3645,38399.22,02/16/2025
CONV01188,U5158,69978.33,02/14/2025
CONV01189,U0584,19009.1,12-09-2025
CONV01190,U7939,21733.02,04-12-2025
CONV01191,U8040,53466.8,10/14/2025
CONV01192,U3846,40136.75,12/23/2025
CONV01193,U6426,36461.2,11-06-2025
CONV01194,U4054,13832.43,01-05-2026
CONV01195,U2099,31341.21,09-12-2025
CONV01196,U0997,50867.94,10/28/2025
CONV01197,U4397,25983.24,10-02-2025
CONV01198,U8783,71129.92,05-05-2025
CONV01199,U6213,68482.96,03-12-2025
CONV01200,U8774,40525.64,05-09-2025
CONV01201,U9060,63527.04,06-01-2025
CONV01202,U2572,17827.89,06/18/2025
CONV01203,U6566,20797.4,03-11-2025
CONV01204,U0331,40971.07,02-06-2025
CONV01205,U9924,38792.4,06-09-2025
CONV01206,U9441,32642.94,09-06-2025
CONV01207,U8737,2028.03,10-02-2025
CONV01208,U9468,17984.58,01/24/2025
CONV01209,U1371,16170.38,03/20/2025
CONV01210,U7759,42822.96,10-02-2025
CONV01211,U2468,42724.44,02-01-2025
CONV01212,U8939,18253.65,09/27/2025
CONV01213,U1722,28644.69,08/30/2025
CONV01214,U7170,32245.53,03-05-2025
CONV01215,U6544,33084.34,01/14/2025
CONV01216,U2319,15931.29,06/17/2025
CONV01217,U5410,53844.8,03/26/2025
CONV01218,U0092,15545.62,06-12-2025
CONV01219,U9740,47998.5,04/19/2025
CONV01220,U4657,23451.96,08/26/2025
CONV01221,U1270,55001.36,11-08-2025
CONV01222,U9623,43492.44,12/24/2025
CONV01223,U7757,58914.84,04/24/2025
CONV01224,U5298,38744.12,02/23/2025
CONV01225,U3945,58213.53,11-05-2025
CONV01226,U3505,21371.96,03/31/2025
CONV01227,U1971,26602.4,10/13/2025
CONV01228,U9172,14041.17,05-01-2025
CONV01229,U9605,68394.78,07-07-2025
CONV01230,U4505,4010.86,12/17/2025
CONV01231,U7714,37154.8,11/23/2025
CONV01232,U2899,62679.28,03-12-2025
CONV01233,U4547,55505.92,04/20/2025
CONV01234,U6606,5315.14,08-08-2025
CONV01235,U0730,51887.22,06-04-2025
CONV01236,U5746,42936.87,03/24/2025
CONV01237,U2991,44642.77,03/16/2025
CONV01238,U1332,51306.12,06-06-2025
CONV01239,U4704,42704.22,04/15/2025
CONV01240,U4250,7611.6,01-04-2026
CONV01241,U2794,12311.04,02-06-2025
CONV01242,U4730,72660.42,05-04-2025
CONV01243,U7663,9310.89,06-04-2025
CONV01244,U9237,67669.67,07/23/2025
CONV01245,U5484,8190.42,07/21/2025
CONV01246,U7193,43515.42,11/25/2025
CONV01247,U5536,23037.87,10-04-2025
CONV01248,U9462,12928.94,07/30/2025
CONV01249,U2287,59301.28,03-09-2025
CONV01250,U2709,11701.2,09/21/2025
CONV01251,U7153,12194.74,03-05-2025
CONV01252,U9009,16527.53,01-02-2026
CONV01253,U6351,70193.24,03/19/2025
CONV01254,U1175,55726.86,07/15/2025
CONV01255,U5936,868.17,07/13/2025
CONV01256,U0725,7644.14,05-01-2025
CONV01257,U7876,14079.21,01/30/2025
CONV01258,U6627,10308.91,01/23/2025
CONV01259,U6582,32304.86,08/28/2025
CONV01260,U5490,59072.98,10/14/2025
CONV01261,U9670,61103.01,06-05-2025
CONV01262,U8022,66770.56,09/14/2025
CONV01263,U8893,27248.75,05/17/2025
CONV01264,U5854,30168.93,01/24/2025
CONV01265,U8085,72910.06,08/31/2025
CONV01266,U5351,45994.5,08-02-2025
CONV01267,U4948,14406.82,08/28/2025
CONV01268,U1908,74622.69,04/28/2025
CONV01269,U9394,70209.26,09-08-2025
CONV01270,U2970,1125.04,12/20/2025
CONV01271,U9816,17183.28,11/22/2025
