User_id,Channel,Interaction_date,Campaign_id,Interaction_Day,Interaction_Month,Interaction_Quarter,Is_Weekend
U5861,Email Marketing,2025-09-15,CMP1037,Monday,September,3.0,0
U6474,Google Ads,,CMP9938,,,,0
U2361,Email Marketing,,CMP2235,,,,0
U0685,Google Ads,,CMP6114,,,,0
U8398,Instagram Ads,2025-03-14,CMP1395,Friday,March,1.0,0
U0892,Facebook Ads,,CMP4141,,,,0
U5421,Instagram Ads,,CMP1104,,,,0
U5380,YouTube Ads,,CMP4672,,,,0
U0080,YouTube Ads,,CMP9267,,,,0
U7864,Instagram Ads,2025-08-25,CMP7146,Monday,August,3.0,0
U8825,Google Ads,,CMP9039,,,,0
U9485,Google Ads,2025-07-27,CMP1236,Sunday,July,3.0,1
U5994,YouTube Ads,2025-07-20,CMP4270,Sunday,July,3.0,1
U5962,Facebook Ads,2025-09-15,CMP4768,Monday,September,3.0,0
U9271,YouTube Ads,,CMP2718,,,,0
U6053,Google Ads,2025-04-30,CMP5879,Wednesday,April,2.0,0
U5310,LinkedIn Ads,2025-02-22,CMP5919,Saturday,February,1.0,1
U6202,YouTube Ads,,CMP4315,,,,0
U5654,Instagram Ads,,CMP8466,,,,0
U4601,LinkedIn Ads,2025-04-19,CMP2277,Saturday,April,2.0,1
U7890,Email Marketing,,CMP1939,,,,0
U2640,Google Ads,,CMP6733,,,,0
U6643,Google Ads,,CMP2407,,,,0
U7892,Google Ads,2025-03-29,CMP4645,Saturday,March,1.0,1
U5615,Facebook Ads,2025-08-21,CMP9547,Thursday,August,3.0,0
U6878,Facebook Ads,2025-03-18,CMP6316,Tuesday,March,1.0,0
U7902,Google Ads,,CMP9828,,,,0
U0712,Email Marketing,2025-12-24,CMP0020,Wednesday,December,4.0,0
U4171,LinkedIn Ads,,CMP7900,,,,0
U0117,YouTube Ads,2025-10-23,CMP9803,Thursday,October,4.0,0
U6981,Email Marketing,2025-11-30,CMP3366,Sunday,November,4.0,1
U3338,YouTube Ads,2025-07-31,CMP6940,Thursday,July,3.0,0
U9465,YouTube Ads,2025-06-26,CMP6066,Thursday,June,2.0,0
U1643,Email Marketing,2025-04-20,CMP1952,Sunday,April,2.0,1
U0087,YouTube Ads,2025-02-16,CMP9021,Sunday,February,1.0,1
U0619,Google Ads,2025-07-16,CMP1445,Wednesday,July,3.0,0
U8490,Google Ads,2025-05-27,CMP9789,Tuesday,May,2.0,0
U5894,Email Marketing,,CMP8452,,,,0
U8483,LinkedIn Ads,,CMP4521,,,,0
U5694,Instagram Ads,2025-05-22,CMP9005,Thursday,May,2.0,0
U1745,YouTube Ads,2025-10-14,CMP6619,Tuesday,October,4.0,0
U4099,YouTube Ads,2025-12-22,CMP1918,Monday,December,4.0,0
U0449,Instagram Ads,,CMP3986,,,,0
U5786,Email Marketing,2025-09-22,CMP3611,Monday,September,3.0,0
U1246,Instagram Ads,,CMP4068,,,,0
U3848,Instagram Ads,,CMP9400,,,,0
U1286,YouTube Ads,2025-12-13,CMP4092,Saturday,December,4.0,1
U9413,Google Ads,2025-05-21,CMP8872,Wednesday,May,2.0,0
U0888,Instagram Ads,2025-09-27,CMP8375,Saturday,September,3.0,1
U8491,Instagram Ads,2025-08-24,CMP8233,Sunday,August,3.0,1
U4255,LinkedIn Ads,,CMP3453,,,,0
U6100,Instagram Ads,,CMP5622,,,,0
U3864,YouTube Ads,,CMP2149,,,,0
U8471,LinkedIn Ads,,CMP2451,,,,0
U2677,YouTube Ads,2025-01-31,CMP4112,Friday,January,1.0,0
U9181,LinkedIn Ads,2025-10-13,CMP1578,Monday,October,4.0,0
U8822,Email Marketing,2025-03-31,CMP5753,Monday,March,1.0,0
U7599,Email Marketing,2025-11-20,CMP7988,Thursday,November,4.0,0
U1297,LinkedIn Ads,2025-03-24,CMP5528,Monday,March,1.0,0
U7290,Email Marketing,,CMP4774,,,,0
U4123,Facebook Ads,2025-12-25,CMP6783,Thursday,December,4.0,0
U0882,Google Ads,2025-01-14,CMP1688,Tuesday,January,1.0,0
U5069,Instagram Ads,2025-04-28,CMP1703,Monday,April,2.0,0
U5847,Facebook Ads,2025-06-16,CMP2072,Monday,June,2.0,0
U8836,YouTube Ads,,CMP4464,,,,0
U5689,LinkedIn Ads,,CMP9241,,,,0
U0002,Instagram Ads,2025-09-25,CMP5045,Thursday,September,3.0,0
U7053,Email Marketing,2025-05-30,CMP0137,Friday,May,2.0,0
U2676,Facebook Ads,2025-11-27,CMP6122,Thursday,November,4.0,0
U4455,LinkedIn Ads,2025-05-26,CMP1298,Monday,May,2.0,0
U7461,Facebook Ads,2025-11-13,CMP6766,Thursday,November,4.0,0
U0363,Instagram Ads,,CMP3077,,,,0
U8087,Email Marketing,2025-04-22,CMP7184,Tuesday,April,2.0,0
U1315,Instagram Ads,2025-03-16,CMP8166,Sunday,March,1.0,1
U6252,LinkedIn Ads,,CMP8900,,,,0
U8539,Facebook Ads,,CMP7258,,,,0
U8535,Instagram Ads,,CMP5114,,,,0
U7114,Google Ads,2025-06-16,CMP5906,Monday,June,2.0,0
U7787,LinkedIn Ads,2025-12-19,CMP1961,Friday,December,4.0,0
U0984,Facebook Ads,2025-01-31,CMP4076,Friday,January,1.0,0
U5691,Facebook Ads,2025-08-13,CMP1760,Wednesday,August,3.0,0
U7169,Email Marketing,2025-10-14,CMP5869,Tuesday,October,4.0,0
U4511,Facebook Ads,,CMP9285,,,,0
U8290,Instagram Ads,2025-07-14,CMP7363,Monday,July,3.0,0
U8831,YouTube Ads,2025-07-18,CMP5966,Friday,July,3.0,0
U5277,Facebook Ads,2025-02-26,CMP9036,Wednesday,February,1.0,0
U1618,Facebook Ads,2025-01-17,CMP2127,Friday,January,1.0,0
U9928,YouTube Ads,,CMP8027,,,,0
U6815,Google Ads,,CMP8052,,,,0
U3538,Google Ads,2025-09-23,CMP8668,Tuesday,September,3.0,0
U2932,Facebook Ads,2025-10-13,CMP6314,Monday,October,4.0,0
U1706,Instagram Ads,2025-03-27,CMP9447,Thursday,March,1.0,0
U9013,YouTube Ads,2025-06-16,CMP2592,Monday,June,2.0,0
U9016,YouTube Ads,,CMP5300,,,,0
U2214,Email Marketing,,CMP0004,,,,0
U9115,Google Ads,2025-10-20,CMP5160,Monday,October,4.0,0
U4094,Facebook Ads,2025-04-30,CMP5828,Wednesday,April,2.0,0
U2833,YouTube Ads,,CMP6551,,,,0
U6252,YouTube Ads,,CMP1563,,,,0
U9869,LinkedIn Ads,,CMP7116,,,,0
U5355,YouTube Ads,2025-09-15,CMP4994,Monday,September,3.0,0
U7077,LinkedIn Ads,2025-05-29,CMP6437,Thursday,May,2.0,0
U1394,YouTube Ads,2025-07-24,CMP7797,Thursday,July,3.0,0
U9361,LinkedIn Ads,,CMP2210,,,,0
U9438,Facebook Ads,2025-02-15,CMP4035,Saturday,February,1.0,1
U4995,Facebook Ads,2025-03-28,CMP5707,Friday,March,1.0,0
U3272,YouTube Ads,2025-12-17,CMP7246,Wednesday,December,4.0,0
U2420,Google Ads,2025-05-28,CMP1406,Wednesday,May,2.0,0
U3472,LinkedIn Ads,2025-04-15,CMP5000,Tuesday,April,2.0,0
U0302,YouTube Ads,,CMP7914,,,,0
U4445,Facebook Ads,2025-01-28,CMP4186,Tuesday,January,1.0,0
U5902,Email Marketing,2025-02-25,CMP6368,Tuesday,February,1.0,0
U5169,Facebook Ads,,CMP6333,,,,0
U8674,LinkedIn Ads,,CMP8203,,,,0
U3870,Instagram Ads,2025-09-14,CMP0302,Sunday,September,3.0,1
U6437,Google Ads,,CMP6344,,,,0
U9919,LinkedIn Ads,2025-06-18,CMP3727,Wednesday,June,2.0,0
U5063,YouTube Ads,2025-12-19,CMP2271,Friday,December,4.0,0
U8733,Facebook Ads,,CMP7047,,,,0
U4486,Instagram Ads,2025-03-19,CMP0484,Wednesday,March,1.0,0
U3784,YouTube Ads,2025-12-18,CMP4373,Thursday,December,4.0,0
U6127,Facebook Ads,,CMP7809,,,,0
U4422,Facebook Ads,2025-07-31,CMP3167,Thursday,July,3.0,0
U5324,Google Ads,2025-08-23,CMP3352,Saturday,August,3.0,1
U9729,Email Marketing,,CMP9961,,,,0
U4026,YouTube Ads,2025-09-23,CMP0631,Tuesday,September,3.0,0
U3111,LinkedIn Ads,2025-05-30,CMP9138,Friday,May,2.0,0
U8471,LinkedIn Ads,2025-03-14,CMP4685,Friday,March,1.0,0
U8953,Google Ads,,CMP8203,,,,0
U7450,LinkedIn Ads,2025-02-16,CMP2931,Sunday,February,1.0,1
U7363,Email Marketing,2025-11-21,CMP2687,Friday,November,4.0,0
U2800,YouTube Ads,2025-06-21,CMP8384,Saturday,June,2.0,1
U7312,Facebook Ads,2025-05-28,CMP2657,Wednesday,May,2.0,0
U8170,Google Ads,,CMP3324,,,,0
U1301,YouTube Ads,,CMP3554,,,,0
U0903,YouTube Ads,,CMP4557,,,,0
U1785,YouTube Ads,,CMP9472,,,,0
U5902,YouTube Ads,2025-01-19,CMP9748,Sunday,January,1.0,1
U2205,Google Ads,,CMP6209,,,,0
U1791,YouTube Ads,2025-10-20,CMP6780,Monday,October,4.0,0
U4255,Email Marketing,2025-09-27,CMP7925,Saturday,September,3.0,1
U2948,LinkedIn Ads,,CMP9219,,,,0
U3397,Google Ads,,CMP0026,,,,0
U4615,Email Marketing,,CMP9182,,,,0
U9322,Google Ads,,CMP5308,,,,0
U2225,Email Marketing,,CMP5537,,,,0
U8538,Instagram Ads,,CMP8798,,,,0
U1085,Google Ads,2025-03-18,CMP8780,Tuesday,March,1.0,0
U1915,Facebook Ads,,CMP8754,,,,0
U7405,LinkedIn Ads,,CMP4449,,,,0
U7908,Google Ads,2025-09-14,CMP6132,Sunday,September,3.0,1
U8457,Instagram Ads,2025-12-13,CMP8580,Saturday,December,4.0,1
U9737,Email Marketing,2025-02-14,CMP6351,Friday,February,1.0,0
U3439,Email Marketing,2025-06-14,CMP8530,Saturday,June,2.0,1
U4484,LinkedIn Ads,2025-02-28,CMP5229,Friday,February,1.0,0
U4642,YouTube Ads,2025-10-21,CMP3385,Tuesday,October,4.0,0
U0827,YouTube Ads,2025-02-24,CMP5550,Monday,February,1.0,0
U7305,Email Marketing,,CMP2933,,,,0
U7673,Google Ads,2025-02-19,CMP8741,Wednesday,February,1.0,0
U4228,LinkedIn Ads,,CMP7626,,,,0
U1850,Instagram Ads,2025-06-29,CMP5413,Sunday,June,2.0,1
U1753,YouTube Ads,2025-06-16,CMP5712,Monday,June,2.0,0
U3993,LinkedIn Ads,,CMP8729,,,,0
U9294,Email Marketing,2025-06-25,CMP3412,Wednesday,June,2.0,0
U9703,Email Marketing,,CMP1277,,,,0
U9772,Facebook Ads,2025-07-14,CMP7295,Monday,July,3.0,0
U0004,Facebook Ads,2025-03-17,CMP1484,Monday,March,1.0,0
U5188,YouTube Ads,,CMP6390,,,,0
U8363,Email Marketing,2025-07-26,CMP7123,Saturday,July,3.0,1
U1798,Google Ads,2025-05-25,CMP8993,Sunday,May,2.0,1
U8932,Email Marketing,2025-04-19,CMP6460,Saturday,April,2.0,1
U2057,LinkedIn Ads,,CMP9101,,,,0
U6814,Email Marketing,2025-08-22,CMP7975,Friday,August,3.0,0
U6304,LinkedIn Ads,,CMP2946,,,,0
U6732,LinkedIn Ads,,CMP9469,,,,0
U1312,LinkedIn Ads,2025-03-14,CMP9309,Friday,March,1.0,0
U1450,LinkedIn Ads,,CMP4579,,,,0
U8766,Email Marketing,,CMP1280,,,,0
U4739,Email Marketing,2025-03-27,CMP9404,Thursday,March,1.0,0
U9473,Email Marketing,2025-03-28,CMP4982,Friday,March,1.0,0
U4553,Instagram Ads,,CMP0448,,,,0
U2477,Google Ads,,CMP4210,,,,0
U1383,LinkedIn Ads,2025-03-16,CMP3870,Sunday,March,1.0,1
U2741,LinkedIn Ads,2025-04-18,CMP8126,Friday,April,2.0,0
U4938,Google Ads,,CMP4332,,,,0
U8691,Email Marketing,,CMP6223,,,,0
U5798,Email Marketing,,CMP6259,,,,0
U9572,Instagram Ads,2025-07-20,CMP5489,Sunday,July,3.0,1
U5133,Facebook Ads,,CMP9646,,,,0
U5760,LinkedIn Ads,2025-04-23,CMP0196,Wednesday,April,2.0,0
U3553,YouTube Ads,,CMP0389,,,,0
U9275,YouTube Ads,,CMP1416,,,,0
U6996,Email Marketing,2025-12-21,CMP7651,Sunday,December,4.0,1
U5451,Google Ads,2025-01-31,CMP2654,Friday,January,1.0,0
U8062,LinkedIn Ads,2025-02-25,CMP1138,Tuesday,February,1.0,0
U1154,LinkedIn Ads,2025-10-20,CMP1741,Monday,October,4.0,0
U6398,Facebook Ads,2025-05-17,CMP8155,Saturday,May,2.0,1
U7834,Google Ads,,CMP9415,,,,0
U7899,YouTube Ads,,CMP1149,,,,0
U1486,Email Marketing,,CMP5464,,,,0
U6295,Instagram Ads,,CMP7531,,,,0
U7176,Email Marketing,,CMP1750,,,,0
U5042,Facebook Ads,2025-09-13,CMP9715,Saturday,September,3.0,1
U6644,Google Ads,,CMP0269,,,,0
U1181,Email Marketing,2025-01-19,CMP7510,Sunday,January,1.0,1
U0236,YouTube Ads,2025-03-30,CMP7721,Sunday,March,1.0,1
U1743,LinkedIn Ads,2025-02-28,CMP1595,Friday,February,1.0,0
U6587,Facebook Ads,2025-06-16,CMP1034,Monday,June,2.0,0
U1979,Facebook Ads,2025-05-21,CMP5269,Wednesday,May,2.0,0
U0667,YouTube Ads,,CMP6061,,,,0
U2940,Facebook Ads,2025-02-15,CMP6163,Saturday,February,1.0,1
U4440,Email Marketing,2025-09-25,CMP6820,Thursday,September,3.0,0
U4935,YouTube Ads,2025-06-28,CMP0617,Saturday,June,2.0,1
U8316,YouTube Ads,2025-04-23,CMP1926,Wednesday,April,2.0,0
U7773,Google Ads,,CMP4529,,,,0
U5478,Email Marketing,,CMP0886,,,,0
U1161,Facebook Ads,,CMP8805,,,,0
U5344,Facebook Ads,2025-04-27,CMP6866,Sunday,April,2.0,1
U0891,LinkedIn Ads,,CMP3277,,,,0
U5876,LinkedIn Ads,2025-05-19,CMP2918,Monday,May,2.0,0
U7514,Google Ads,,CMP9318,,,,0
U3764,YouTube Ads,2025-02-14,CMP4836,Friday,February,1.0,0
U4042,YouTube Ads,,CMP3547,,,,0
U0657,Facebook Ads,2025-08-29,CMP9696,Friday,August,3.0,0
U8115,LinkedIn Ads,,CMP8702,,,,0
U1487,Facebook Ads,,CMP6663,,,,0
U7599,YouTube Ads,,CMP7525,,,,0
U1159,Email Marketing,2025-07-17,CMP6069,Thursday,July,3.0,0
U1327,Instagram Ads,2025-11-14,CMP6978,Friday,November,4.0,0
U0670,Google Ads,,CMP5964,,,,0
U3910,YouTube Ads,,CMP1098,,,,0
U8251,Email Marketing,2025-12-15,CMP9505,Monday,December,4.0,0
U7704,LinkedIn Ads,2025-12-30,CMP5657,Tuesday,December,4.0,0
U1076,LinkedIn Ads,,CMP4789,,,,0
U2425,Instagram Ads,,CMP2930,,,,0
U7765,Instagram Ads,2025-06-27,CMP0372,Friday,June,2.0,0
U8514,Facebook Ads,2025-11-27,CMP4777,Thursday,November,4.0,0
U7296,LinkedIn Ads,2025-08-23,CMP5347,Saturday,August,3.0,1
U0776,Facebook Ads,2025-03-17,CMP5022,Monday,March,1.0,0
U2515,Email Marketing,2025-03-24,CMP2635,Monday,March,1.0,0
U9216,Facebook Ads,2025-12-29,CMP9414,Monday,December,4.0,0
U4941,Instagram Ads,,CMP2424,,,,0
U8314,LinkedIn Ads,2025-06-19,CMP2382,Thursday,June,2.0,0
U5550,YouTube Ads,2025-12-19,CMP4749,Friday,December,4.0,0
U3611,Email Marketing,2025-08-17,CMP2285,Sunday,August,3.0,1
U3207,YouTube Ads,,CMP3198,,,,0
U9914,YouTube Ads,2025-09-19,CMP1432,Friday,September,3.0,0
U4664,Email Marketing,2025-06-26,CMP2424,Thursday,June,2.0,0
U7250,Google Ads,2025-05-28,CMP9192,Wednesday,May,2.0,0
U1411,Email Marketing,2025-03-15,CMP6945,Saturday,March,1.0,1
U1450,Instagram Ads,,CMP8607,,,,0
U3265,YouTube Ads,,CMP2866,,,,0
U3679,YouTube Ads,2025-01-14,CMP4948,Tuesday,January,1.0,0
U4010,Google Ads,2025-01-15,CMP7743,Wednesday,January,1.0,0
U4226,Email Marketing,2025-11-18,CMP9813,Tuesday,November,4.0,0
U2669,Instagram Ads,2025-10-25,CMP1960,Saturday,October,4.0,1
U5833,Instagram Ads,2025-01-25,CMP2220,Saturday,January,1.0,1
U9811,YouTube Ads,2025-03-27,CMP1259,Thursday,March,1.0,0
U5762,Instagram Ads,2025-03-15,CMP4933,Saturday,March,1.0,1
U8248,LinkedIn Ads,2025-04-24,CMP7945,Thursday,April,2.0,0
U6838,YouTube Ads,2025-08-24,CMP8613,Sunday,August,3.0,1
U7241,LinkedIn Ads,,CMP0285,,,,0
U2333,Google Ads,2025-12-19,CMP4992,Friday,December,4.0,0
U7066,LinkedIn Ads,2025-01-22,CMP1288,Wednesday,January,1.0,0
U0710,YouTube Ads,,CMP8413,,,,0
U5760,YouTube Ads,2025-01-15,CMP2029,Wednesday,January,1.0,0
U3963,YouTube Ads,2025-09-16,CMP4545,Tuesday,September,3.0,0
U2815,YouTube Ads,,CMP0230,,,,0
U7204,Email Marketing,,CMP8261,,,,0
U2026,Facebook Ads,2025-08-27,CMP6949,Wednesday,August,3.0,0
U5376,Email Marketing,,CMP5919,,,,0
U7012,Email Marketing,,CMP5112,,,,0
U7178,Facebook Ads,2025-09-25,CMP6021,Thursday,September,3.0,0
U1061,LinkedIn Ads,,CMP6469,,,,0
U9535,Google Ads,2025-10-31,CMP6624,Friday,October,4.0,0
U7939,Instagram Ads,2025-09-19,CMP6558,Friday,September,3.0,0
U0487,Instagram Ads,2025-02-20,CMP2002,Thursday,February,1.0,0
U4961,Facebook Ads,2025-11-15,CMP0439,Saturday,November,4.0,1
U8033,LinkedIn Ads,2025-09-16,CMP8519,Tuesday,September,3.0,0
U6286,YouTube Ads,2025-08-19,CMP8857,Tuesday,August,3.0,0
U2690,Google Ads,,CMP0590,,,,0
U8838,Google Ads,2025-10-20,CMP7987,Monday,October,4.0,0
U5780,Google Ads,2025-05-26,CMP8302,Monday,May,2.0,0
U5592,Instagram Ads,2025-07-14,CMP2101,Monday,July,3.0,0
U5114,Instagram Ads,2025-10-31,CMP6750,Friday,October,4.0,0
U0613,Google Ads,2025-08-24,CMP4996,Sunday,August,3.0,1
U5186,Instagram Ads,2025-07-13,CMP6901,Sunday,July,3.0,1
U5564,Google Ads,2025-03-27,CMP8002,Thursday,March,1.0,0
U3508,LinkedIn Ads,2025-05-28,CMP3306,Wednesday,May,2.0,0
U1553,Facebook Ads,2025-10-31,CMP6587,Friday,October,4.0,0
U4946,LinkedIn Ads,2025-09-16,CMP8701,Tuesday,September,3.0,0
U8972,LinkedIn Ads,,CMP3279,,,,0
U4390,YouTube Ads,2025-11-23,CMP3057,Sunday,November,4.0,1
U7578,YouTube Ads,2025-03-17,CMP7107,Monday,March,1.0,0
U3336,LinkedIn Ads,2025-07-31,CMP4920,Thursday,July,3.0,0
U2457,Email Marketing,,CMP4202,,,,0
U3310,LinkedIn Ads,2025-03-23,CMP7605,Sunday,March,1.0,1
U7961,Email Marketing,,CMP4552,,,,0
U1480,Instagram Ads,2025-07-23,CMP9857,Wednesday,July,3.0,0
U8606,Email Marketing,,CMP9355,,,,0
U6929,Instagram Ads,2025-04-22,CMP2004,Tuesday,April,2.0,0
U6140,LinkedIn Ads,2025-12-25,CMP7201,Thursday,December,4.0,0
U5050,Instagram Ads,,CMP4037,,,,0
U5068,Email Marketing,2025-11-24,CMP0896,Monday,November,4.0,0
U4187,YouTube Ads,,CMP2000,,,,0
U6657,Facebook Ads,2025-01-18,CMP4873,Saturday,January,1.0,1
U6921,LinkedIn Ads,2025-02-21,CMP8056,Friday,February,1.0,0
U7427,LinkedIn Ads,2025-12-22,CMP5765,Monday,December,4.0,0
U3279,Email Marketing,2025-11-18,CMP3011,Tuesday,November,4.0,0
U2132,Facebook Ads,,CMP2586,,,,0
U9717,LinkedIn Ads,2025-06-17,CMP7398,Tuesday,June,2.0,0
U9151,LinkedIn Ads,2025-11-28,CMP2981,Friday,November,4.0,0
U6571,Facebook Ads,2025-11-13,CMP7577,Thursday,November,4.0,0
U7130,Facebook Ads,2025-08-21,CMP6029,Thursday,August,3.0,0
U2134,Facebook Ads,,CMP3329,,,,0
U2392,Email Marketing,2025-01-15,CMP4637,Wednesday,January,1.0,0
U0170,Instagram Ads,2025-08-29,CMP4069,Friday,August,3.0,0
U9785,Email Marketing,,CMP6514,,,,0
U9802,Facebook Ads,2025-12-30,CMP5454,Tuesday,December,4.0,0
U6077,YouTube Ads,,CMP8267,,,,0
U1469,YouTube Ads,,CMP2784,,,,0
U5908,Instagram Ads,,CMP1915,,,,0
U8050,YouTube Ads,2025-03-19,CMP4322,Wednesday,March,1.0,0
U0588,Google Ads,2025-08-29,CMP7209,Friday,August,3.0,0
U9190,LinkedIn Ads,,CMP1901,,,,0
U2960,Google Ads,2025-03-28,CMP2426,Friday,March,1.0,0
U2959,Facebook Ads,,CMP9596,,,,0
U1999,Instagram Ads,2025-07-21,CMP1546,Monday,July,3.0,0
U7862,Facebook Ads,2025-08-21,CMP5301,Thursday,August,3.0,0
U2119,Google Ads,2025-04-19,CMP5398,Saturday,April,2.0,1
U2917,Email Marketing,,CMP0910,,,,0
U2526,LinkedIn Ads,,CMP2670,,,,0
U6021,Email Marketing,2025-09-20,CMP5081,Saturday,September,3.0,1
U6034,Instagram Ads,,CMP7806,,,,0
U2541,YouTube Ads,,CMP0663,,,,0
U4922,LinkedIn Ads,2025-03-18,CMP4763,Tuesday,March,1.0,0
U1254,YouTube Ads,2025-01-24,CMP4074,Friday,January,1.0,0
U1340,LinkedIn Ads,2025-09-15,CMP1549,Monday,September,3.0,0
U4877,Facebook Ads,,CMP2942,,,,0
U3459,YouTube Ads,,CMP7372,,,,0
U0218,LinkedIn Ads,2025-03-29,CMP1743,Saturday,March,1.0,1
U5911,Email Marketing,2025-12-20,CMP9862,Saturday,December,4.0,1
U0261,Google Ads,2025-12-23,CMP4959,Tuesday,December,4.0,0
U3128,Email Marketing,2025-02-14,CMP2379,Friday,February,1.0,0
U7296,Google Ads,,CMP6913,,,,0
U0835,Facebook Ads,2025-06-20,CMP3976,Friday,June,2.0,0
U4765,LinkedIn Ads,2025-01-19,CMP7075,Sunday,January,1.0,1
U9444,Facebook Ads,,CMP7994,,,,0
U5682,LinkedIn Ads,2025-08-18,CMP6835,Monday,August,3.0,0
U9629,LinkedIn Ads,2025-12-17,CMP3150,Wednesday,December,4.0,0
U5903,Facebook Ads,2025-08-30,CMP7676,Saturday,August,3.0,1
U9925,Email Marketing,,CMP1413,,,,0
U5879,Facebook Ads,2025-05-14,CMP4976,Wednesday,May,2.0,0
U3715,Google Ads,,CMP8249,,,,0
U8445,Google Ads,,CMP5821,,,,0
U1670,LinkedIn Ads,2025-10-15,CMP7174,Wednesday,October,4.0,0
U7234,Facebook Ads,2025-09-17,CMP1935,Wednesday,September,3.0,0
U6812,Instagram Ads,,CMP5960,,,,0
U5909,YouTube Ads,2025-11-19,CMP4699,Wednesday,November,4.0,0
U6707,LinkedIn Ads,2025-08-23,CMP8678,Saturday,August,3.0,1
U1141,LinkedIn Ads,2025-02-13,CMP0488,Thursday,February,1.0,0
U2474,LinkedIn Ads,2025-10-22,CMP2693,Wednesday,October,4.0,0
U9071,Instagram Ads,,CMP8517,,,,0
U6619,Instagram Ads,2025-08-17,CMP0130,Sunday,August,3.0,1
U1381,Email Marketing,2025-01-19,CMP7245,Sunday,January,1.0,1
U9041,YouTube Ads,,CMP2065,,,,0
U6927,Google Ads,2025-09-16,CMP0384,Tuesday,September,3.0,0
U2044,Email Marketing,2025-08-18,CMP4256,Monday,August,3.0,0
U8738,Facebook Ads,,CMP5554,,,,0
U1725,Email Marketing,2025-06-17,CMP9385,Tuesday,June,2.0,0
U1343,LinkedIn Ads,2025-02-17,CMP5920,Monday,February,1.0,0
U9638,LinkedIn Ads,2025-10-14,CMP3520,Tuesday,October,4.0,0
U8021,LinkedIn Ads,,CMP9574,,,,0
U3484,Facebook Ads,2025-08-22,CMP7500,Friday,August,3.0,0
U1981,Instagram Ads,,CMP9160,,,,0
U0459,Instagram Ads,2025-03-15,CMP1930,Saturday,March,1.0,1
U0035,Instagram Ads,,CMP5000,,,,0
U6182,LinkedIn Ads,,CMP6842,,,,0
U7358,YouTube Ads,2025-03-18,CMP2270,Tuesday,March,1.0,0
U7260,LinkedIn Ads,2025-05-23,CMP6712,Friday,May,2.0,0
U9165,YouTube Ads,2025-02-13,CMP0407,Thursday,February,1.0,0
U0306,YouTube Ads,,CMP0867,,,,0
U7279,Instagram Ads,2025-02-13,CMP0311,Thursday,February,1.0,0
U0395,LinkedIn Ads,2025-09-28,CMP0738,Sunday,September,3.0,1
U1469,YouTube Ads,2025-03-20,CMP1628,Thursday,March,1.0,0
U1618,Facebook Ads,2025-06-13,CMP5330,Friday,June,2.0,0
U9602,Google Ads,,CMP6153,,,,0
U1073,Instagram Ads,,CMP1886,,,,0
U9089,Instagram Ads,2025-11-30,CMP0306,Sunday,November,4.0,1
U6117,Email Marketing,,CMP1375,,,,0
U4740,YouTube Ads,,CMP6943,,,,0
U5758,Instagram Ads,2025-11-20,CMP7901,Thursday,November,4.0,0
U1470,Facebook Ads,2025-07-22,CMP0746,Tuesday,July,3.0,0
U5614,Instagram Ads,2025-11-22,CMP9118,Saturday,November,4.0,1
U5382,Email Marketing,,CMP4030,,,,0
U9107,LinkedIn Ads,2025-12-23,CMP9975,Tuesday,December,4.0,0
U7294,Email Marketing,,CMP1330,,,,0
U0139,Instagram Ads,,CMP9852,,,,0
U5863,Facebook Ads,,CMP0154,,,,0
U9930,Facebook Ads,2025-04-18,CMP3624,Friday,April,2.0,0
U9041,Google Ads,,CMP6490,,,,0
U2088,YouTube Ads,2025-05-13,CMP9880,Tuesday,May,2.0,0
U8732,Facebook Ads,,CMP4495,,,,0
U7087,LinkedIn Ads,2025-07-28,CMP0033,Monday,July,3.0,0
U0770,Instagram Ads,2025-05-23,CMP8120,Friday,May,2.0,0
U3697,Facebook Ads,2025-12-20,CMP6421,Saturday,December,4.0,1
U0457,Instagram Ads,,CMP2695,,,,0
U0892,Instagram Ads,2025-06-20,CMP5478,Friday,June,2.0,0
U2046,YouTube Ads,2025-02-13,CMP9830,Thursday,February,1.0,0
U4940,Facebook Ads,,CMP1066,,,,0
U1571,YouTube Ads,2025-11-13,CMP0915,Thursday,November,4.0,0
U1660,LinkedIn Ads,2025-06-23,CMP0174,Monday,June,2.0,0
U9752,Instagram Ads,,CMP8475,,,,0
U7888,Facebook Ads,2025-11-14,CMP9392,Friday,November,4.0,0
U5862,Google Ads,,CMP0723,,,,0
U8482,LinkedIn Ads,2025-10-28,CMP2416,Tuesday,October,4.0,0
U3298,YouTube Ads,,CMP8309,,,,0
U5500,YouTube Ads,,CMP7658,,,,0
U3655,Google Ads,2025-12-21,CMP7444,Sunday,December,4.0,1
U0111,Email Marketing,,CMP7877,,,,0
U5897,Facebook Ads,2025-01-23,CMP1888,Thursday,January,1.0,0
U4030,Instagram Ads,,CMP3588,,,,0
U5545,Google Ads,2025-04-18,CMP1658,Friday,April,2.0,0
U7107,Email Marketing,2025-12-31,CMP6101,Wednesday,December,4.0,0
U5210,Facebook Ads,,CMP2143,,,,0
U4050,Facebook Ads,2025-01-28,CMP9623,Tuesday,January,1.0,0
U1063,YouTube Ads,2025-03-27,CMP8328,Thursday,March,1.0,0
U6126,Instagram Ads,2025-09-27,CMP8343,Saturday,September,3.0,1
