User_id,Channel,Weight,Attributed_Revenue
U2782,Google Ads,1.0,26638.48
U2794,Instagram Ads,1.0,12311.04
U2796,YouTube Ads,1.0,53025.51
U2798,YouTube Ads,1.0,26379.09
U2800,YouTube Ads,1.0,49720.12
U2801,Instagram Ads,1.0,26685.81
U2804,Google Ads,1.0,29177.18
U2808,YouTube Ads,1.0,42255.45
U2815,YouTube Ads,1.0,8077.41
U2831,Email Marketing,1.0,16861.78
U2833,Email Marketing,0.5,21767.63
U2833,YouTube Ads,0.5,21767.63
U2833,Email Marketing,0.5,35338.15
U2833,YouTube Ads,0.5,35338.15
U2839,LinkedIn Ads,1.0,22195.98
U2843,Google Ads,1.0,16674.22
U2852,LinkedIn Ads,0.5,15450.54
U2852,YouTube Ads,0.5,15450.54
U2852,LinkedIn Ads,0.5,17063.05
U2852,YouTube Ads,0.5,17063.05
U2857,YouTube Ads,1.0,12653.5
U2867,YouTube Ads,1.0,2590.66
U2882,Google Ads,1.0,65954.61
U2883,Google Ads,1.0,70694.7
U2886,YouTube Ads,1.0,2436.18
U2899,Google Ads,1.0,62679.28
U2904,Instagram Ads,1.0,51044.96
U2908,YouTube Ads,1.0,66123.7
U2909,YouTube Ads,1.0,61560.4
U2911,Facebook Ads,1.0,22620.0
U2915,Facebook Ads,1.0,72670.63
U2917,Email Marketing,1.0,2273.02
U2922,Google Ads,1.0,63880.69
U2926,Instagram Ads,1.0,8798.9
U2932,Facebook Ads,1.0,31577.46
U2933,Facebook Ads,1.0,68610.62
U2940,Facebook Ads,1.0,44834.49
U2947,Instagram Ads,0.5,8506.12
U2947,LinkedIn Ads,0.5,8506.12
U2947,Instagram Ads,0.5,3535.38
U2947,LinkedIn Ads,0.5,3535.38
U2948,LinkedIn Ads,1.0,22318.74
U2957,Google Ads,1.0,8367.9
U2959,Facebook Ads,1.0,57792.81
U2960,Google Ads,1.0,61825.95
U2961,Google Ads,1.0,54334.05
U2970,Email Marketing,0.5,562.52
U2970,Instagram Ads,0.5,562.52
U2970,Email Marketing,0.5,18750.95
U2970,Instagram Ads,0.5,18750.95
U2974,LinkedIn Ads,1.0,61207.68
U2977,Facebook Ads,1.0,35556.36
U2991,YouTube Ads,1.0,44642.77
U3016,LinkedIn Ads,1.0,61760.22
U3022,LinkedIn Ads,1.0,4630.27
U3028,YouTube Ads,1.0,70235.04
U3033,Email Marketing,1.0,36149.31
U3037,LinkedIn Ads,1.0,54825.04
U3042,Facebook Ads,1.0,14317.66
U3044,Facebook Ads,1.0,28970.4
U3061,LinkedIn Ads,1.0,58598.06
U3065,Email Marketing,0.5,24947.5
U3065,Email Marketing,0.5,24947.5
U3065,Email Marketing,0.5,15027.05
U3065,Email Marketing,0.5,15027.05
U3067,Google Ads,1.0,66344.22
U3080,Instagram Ads,1.0,61929.74
U3086,YouTube Ads,1.0,9027.03
U3111,LinkedIn Ads,1.0,66416.52
U3120,YouTube Ads,1.0,32755.54
U3128,Email Marketing,1.0,35159.34
U3129,Facebook Ads,1.0,54901.04
U3132,Facebook Ads,0.5,14120.76
U3132,Instagram Ads,0.5,14120.76
U3132,Facebook Ads,0.5,35053.85
U3132,Instagram Ads,0.5,35053.85
U3144,Facebook Ads,1.0,31306.78
U3149,Facebook Ads,1.0,46522.7
U3165,Google Ads,1.0,48175.4
U3173,Instagram Ads,1.0,41368.9
U3175,YouTube Ads,1.0,74237.19
U3176,YouTube Ads,1.0,43893.2
U3179,Facebook Ads,1.0,73844.66
U3183,Google Ads,1.0,68546.64
U3193,YouTube Ads,0.5,29180.71
U3193,Google Ads,0.5,29180.71
U3193,YouTube Ads,0.5,22806.49
U3193,Google Ads,0.5,22806.49
U3194,YouTube Ads,1.0,19180.81
U3207,YouTube Ads,0.5,31910.88
U3207,YouTube Ads,0.5,31910.88
U3207,YouTube Ads,0.5,851.48
U3207,YouTube Ads,0.5,851.48
U3216,LinkedIn Ads,0.5,5194.11
U3216,YouTube Ads,0.5,5194.11
U3216,LinkedIn Ads,0.5,32220.69
U3216,YouTube Ads,0.5,32220.69
U3229,Google Ads,1.0,71203.94
U3233,Facebook Ads,1.0,29621.06
U3241,Email Marketing,1.0,35542.05
U3244,Email Marketing,1.0,16646.13
U3260,Google Ads,1.0,30641.55
U3263,YouTube Ads,1.0,14714.98
U3265,YouTube Ads,1.0,41874.62
U3268,LinkedIn Ads,1.0,24674.32
U3272,YouTube Ads,0.5,9656.37
U3272,LinkedIn Ads,0.5,9656.37
U3272,YouTube Ads,0.5,28505.87
U3272,LinkedIn Ads,0.5,28505.87
U3274,LinkedIn Ads,1.0,5562.34
U3279,Email Marketing,1.0,43503.84
U3291,Facebook Ads,1.0,72369.66
U3298,YouTube Ads,1.0,50338.62
U3303,Instagram Ads,1.0,15286.11
U3310,LinkedIn Ads,1.0,2913.78
U3315,Instagram Ads,1.0,6507.96
U3326,Facebook Ads,1.0,34827.51
U3329,Google Ads,1.0,4144.36
U3330,Email Marketing,1.0,20558.28
U3336,LinkedIn Ads,0.5,10175.4
U3336,Instagram Ads,0.5,10175.4
U3336,LinkedIn Ads,0.5,11031.53
U3336,Instagram Ads,0.5,11031.53
U3338,YouTube Ads,1.0,42149.02
U3349,Facebook Ads,1.0,32398.3
U3360,Email Marketing,1.0,55726.48
U3369,Facebook Ads,1.0,56235.03
U3378,Email Marketing,0.5,10353.96
U3378,YouTube Ads,0.5,10353.96
U3378,Email Marketing,0.5,1348.58
U3378,YouTube Ads,0.5,1348.58
U3380,Email Marketing,1.0,48646.06
U3383,LinkedIn Ads,1.0,45941.61
U3390,Email Marketing,1.0,36105.07
U3393,Facebook Ads,1.0,5726.37
U3397,Instagram Ads,0.5,12145.14
U3397,Google Ads,0.5,12145.14
U3397,Instagram Ads,0.5,2063.89
U3397,Google Ads,0.5,2063.89
U3401,Email Marketing,1.0,22417.86
U3406,Email Marketing,1.0,53793.76
U3422,YouTube Ads,1.0,1281.06
U3426,Google Ads,1.0,18325.68
U3427,Email Marketing,1.0,60549.82
U3436,Email Marketing,1.0,26773.23
U3439,Email Marketing,0.5,11013.82
U3439,Email Marketing,0.5,11013.82
U3439,Email Marketing,0.5,30808.71
U3439,Email Marketing,0.5,30808.71
U3442,Instagram Ads,1.0,58586.66
U3448,YouTube Ads,1.0,1805.18
U3454,Instagram Ads,0.5,8289.13
U3454,Facebook Ads,0.5,8289.13
U3454,Instagram Ads,0.5,14876.92
U3454,Facebook Ads,0.5,14876.92
U3457,Facebook Ads,1.0,16537.52
U3459,YouTube Ads,1.0,73677.33
U3468,Instagram Ads,1.0,44129.43
U3472,LinkedIn Ads,0.5,16092.8
U3472,Google Ads,0.5,16092.8
U3472,LinkedIn Ads,0.5,28231.94
U3472,Google Ads,0.5,28231.94
U3474,Facebook Ads,1.0,68204.79
U3475,Instagram Ads,1.0,32740.5
U3482,Email Marketing,1.0,35510.16
U3484,Facebook Ads,1.0,56177.36
U3490,Google Ads,1.0,47024.96
U3502,YouTube Ads,1.0,59562.13
U3505,Instagram Ads,1.0,21371.96
U3506,Facebook Ads,1.0,25317.94
U3508,LinkedIn Ads,0.5,11413.01
U3508,Instagram Ads,0.5,11413.01
U3508,LinkedIn Ads,0.5,27580.38
U3508,Instagram Ads,0.5,27580.38
U3509,YouTube Ads,1.0,22693.41
U3515,Google Ads,1.0,46159.42
U3535,Google Ads,1.0,30299.64
U3538,Google Ads,1.0,54594.02
U3543,Google Ads,1.0,15842.31
U3550,YouTube Ads,1.0,60799.11
U3553,YouTube Ads,1.0,53324.58
U3563,Instagram Ads,1.0,41770.98
U3567,Email Marketing,1.0,41007.99
U3571,Email Marketing,1.0,32209.53
U3572,Facebook Ads,1.0,57692.19
U3576,Instagram Ads,1.0,26348.36
U3585,Email Marketing,1.0,65188.52
U3586,Email Marketing,1.0,19099.8
U3588,YouTube Ads,1.0,48856.22
U3609,Instagram Ads,1.0,47609.4
U3611,Email Marketing,1.0,24982.71
U3627,LinkedIn Ads,1.0,16099.77
U3628,Google Ads,1.0,46441.48
U3634,Email Marketing,0.5,31184.44
U3634,LinkedIn Ads,0.5,31184.44
U3634,Email Marketing,0.5,31576.96
U3634,LinkedIn Ads,0.5,31576.96
U3645,Instagram Ads,1.0,38399.22
U3649,Google Ads,1.0,35128.03
U3655,Google Ads,1.0,47076.06
U3664,Instagram Ads,1.0,67959.23
U3667,Instagram Ads,1.0,29959.47
U3679,YouTube Ads,1.0,20253.76
U3682,Instagram Ads,0.4,19536.98
U3682,LinkedIn Ads,0.2,9768.49
U3682,Facebook Ads,0.4,19536.98
U3682,Instagram Ads,0.4,28496.82
U3682,LinkedIn Ads,0.2,14248.41
U3682,Facebook Ads,0.4,28496.82
U3682,Instagram Ads,0.4,553.52
U3682,LinkedIn Ads,0.2,276.76
U3682,Facebook Ads,0.4,553.52
U3684,Instagram Ads,0.5,10236.61
U3684,Instagram Ads,0.5,10236.61
U3684,Instagram Ads,0.5,16970.65
U3684,Instagram Ads,0.5,16970.65
U3696,Google Ads,0.5,30045.1
U3696,Email Marketing,0.5,30045.1
U3696,Google Ads,0.5,24418.35
U3696,Email Marketing,0.5,24418.35
U3697,Facebook Ads,0.5,34418.44
U3697,Facebook Ads,0.5,34418.44
U3697,Facebook Ads,0.5,4751.15
U3697,Facebook Ads,0.5,4751.15
U3701,LinkedIn Ads,1.0,63704.13
U3706,Google Ads,1.0,1439.55
U3708,Facebook Ads,0.5,5161.55
U3708,Facebook Ads,0.5,5161.55
U3708,Facebook Ads,0.5,16116.58
U3708,Facebook Ads,0.5,16116.58
U3715,Google Ads,1.0,36862.62
U3752,Google Ads,1.0,60592.29
U3756,LinkedIn Ads,1.0,61115.04
U3761,Email Marketing,1.0,38100.82
U3764,YouTube Ads,1.0,39491.32
U3765,Email Marketing,1.0,42833.73
U3766,YouTube Ads,1.0,38699.13
U3778,Instagram Ads,1.0,24179.43
U3784,YouTube Ads,1.0,6651.04
U3792,LinkedIn Ads,1.0,36330.24
U3794,YouTube Ads,0.5,3657.44
U3794,Facebook Ads,0.5,3657.44
U3794,YouTube Ads,0.5,31614.47
U3794,Facebook Ads,0.5,31614.47
U3805,Email Marketing,1.0,63887.24
U3814,Google Ads,1.0,49522.18
U3825,LinkedIn Ads,1.0,67711.62
U3831,Email Marketing,1.0,70581.88
U3838,Google Ads,1.0,15292.3
U3846,Email Marketing,1.0,40136.75
U3848,Instagram Ads,1.0,17768.66
U3851,YouTube Ads,1.0,60243.64
U3855,Email Marketing,1.0,29744.34
U3864,YouTube Ads,1.0,29030.6
U3866,LinkedIn Ads,1.0,60714.72
U3870,Instagram Ads,1.0,5354.22
U3879,YouTube Ads,1.0,41886.09
U3892,Email Marketing,1.0,56615.04
U3893,Email Marketing,1.0,69122.0
U3910,YouTube Ads,1.0,36278.15
U3913,YouTube Ads,1.0,64308.96
U3916,Google Ads,1.0,4296.46
U3938,Facebook Ads,1.0,42686.16
U3940,Email Marketing,1.0,67317.04
U3944,Google Ads,1.0,44850.36
U3945,Email Marketing,1.0,58213.53
U3947,Email Marketing,1.0,51832.82
U3956,Google Ads,1.0,23933.78
U3961,LinkedIn Ads,1.0,33279.56
U3963,YouTube Ads,1.0,8108.59
U3965,Facebook Ads,1.0,40098.02
U3966,Google Ads,1.0,66972.48
U3969,YouTube Ads,1.0,8909.74
U3973,LinkedIn Ads,1.0,31861.44
U3975,Facebook Ads,1.0,15935.1
U3978,Instagram Ads,0.5,22319.01
U3978,LinkedIn Ads,0.5,22319.01
U3978,Instagram Ads,0.5,16615.37
U3978,LinkedIn Ads,0.5,16615.37
U3979,LinkedIn Ads,1.0,23142.51
U3983,Facebook Ads,1.0,24125.12
U3993,LinkedIn Ads,1.0,29248.36
U3997,Facebook Ads,1.0,35222.15
U4001,Google Ads,1.0,51373.68
U4010,Google Ads,1.0,21333.36
U4021,Google Ads,1.0,28953.94
U4024,Google Ads,1.0,10393.41
U4026,YouTube Ads,1.0,73799.43
U4029,YouTube Ads,1.0,37659.84
U4030,Instagram Ads,1.0,13823.74
U4034,Google Ads,1.0,46739.07
U4042,YouTube Ads,1.0,43775.43
U4045,Facebook Ads,1.0,43015.26
U4050,Facebook Ads,1.0,21545.44
U4051,Facebook Ads,1.0,2580.74
U4054,Google Ads,1.0,13832.43
U4056,Email Marketing,1.0,11306.25
U4067,Google Ads,1.0,4384.59
U4072,LinkedIn Ads,1.0,66417.62
U4077,YouTube Ads,1.0,17891.03
U4088,Facebook Ads,1.0,20317.16
U4090,YouTube Ads,1.0,14564.07
U4094,Facebook Ads,1.0,23047.46
U4095,LinkedIn Ads,1.0,10158.66
U4098,YouTube Ads,1.0,74953.48
U4099,YouTube Ads,1.0,42565.27
U4106,Facebook Ads,0.5,29494.27
U4106,Email Marketing,0.5,29494.27
U4106,Facebook Ads,0.5,32878.72
U4106,Email Marketing,0.5,32878.72
U4116,Facebook Ads,0.5,7780.2
U4116,Facebook Ads,0.5,7780.2
U4116,Facebook Ads,0.5,17477.97
U4116,Facebook Ads,0.5,17477.97
U4123,Facebook Ads,1.0,16384.94
U4128,Facebook Ads,1.0,40954.0
U4134,Instagram Ads,1.0,56365.05
U4141,Google Ads,1.0,73666.2
U4171,LinkedIn Ads,1.0,64534.71
U4182,Instagram Ads,1.0,56899.24
U4183,Email Marketing,1.0,41505.88
U4187,YouTube Ads,1.0,61836.04
U4190,Facebook Ads,1.0,64032.66
U4194,Instagram Ads,1.0,12100.58
U4195,Google Ads,1.0,11178.21
U4196,Google Ads,1.0,49072.44
U4211,Instagram Ads,1.0,65376.98
U4216,YouTube Ads,1.0,34430.02
U4226,Email Marketing,1.0,73088.72
U4228,LinkedIn Ads,1.0,52696.38
U4229,LinkedIn Ads,1.0,10462.35
U4245,Email Marketing,1.0,9020.14
U4250,Facebook Ads,1.0,7611.6
U4255,Email Marketing,0.5,9178.79
U4255,LinkedIn Ads,0.5,9178.79
U4255,Email Marketing,0.5,13511.81
U4255,LinkedIn Ads,0.5,13511.81
U4259,Email Marketing,1.0,4893.99
U4262,LinkedIn Ads,1.0,56113.32
U4264,Google Ads,1.0,15879.38
U4266,Facebook Ads,1.0,20473.05
U4271,Email Marketing,1.0,12876.46
U4272,LinkedIn Ads,1.0,22387.89
U4279,Facebook Ads,1.0,61806.44
U4286,LinkedIn Ads,1.0,21661.86
U4291,Instagram Ads,1.0,40231.47
U4296,YouTube Ads,1.0,48162.28
U4302,YouTube Ads,1.0,2780.37
U4311,Instagram Ads,1.0,32305.36
U4312,Instagram Ads,1.0,57982.56
U4316,Facebook Ads,1.0,35637.12
U4322,Email Marketing,1.0,9350.26
U4328,Instagram Ads,1.0,61128.5
U4329,LinkedIn Ads,1.0,21190.16
U4331,Instagram Ads,1.0,10542.86
U4332,Instagram Ads,1.0,71832.3
U4334,Instagram Ads,1.0,18685.41
U4346,LinkedIn Ads,1.0,52471.92
U4347,YouTube Ads,1.0,60954.34
U4355,Email Marketing,1.0,55925.96
U4361,LinkedIn Ads,1.0,66374.28
U4372,Email Marketing,1.0,22542.39
U4376,Email Marketing,1.0,54786.5
U4382,Google Ads,1.0,52925.38
U4386,Email Marketing,1.0,1752.15
U4390,YouTube Ads,1.0,46370.85
U4395,YouTube Ads,1.0,38878.71
U4396,LinkedIn Ads,1.0,59090.28
U4397,LinkedIn Ads,1.0,25983.24
U4398,Google Ads,1.0,55919.46
U4400,LinkedIn Ads,0.5,20693.9
U4400,Google Ads,0.5,20693.9
U4400,LinkedIn Ads,0.5,22982.69
U4400,Google Ads,0.5,22982.69
U4409,Google Ads,1.0,7752.88
U4418,LinkedIn Ads,1.0,33281.1
U4422,Facebook Ads,1.0,50596.92
U4424,Instagram Ads,1.0,10934.38
U4440,Email Marketing,1.0,18514.59
U4445,Facebook Ads,0.5,4807.77
U4445,Facebook Ads,0.5,4807.77
U4445,Facebook Ads,0.5,35464.68
U4445,Facebook Ads,0.5,35464.68
U4455,LinkedIn Ads,1.0,40246.86
U4456,Email Marketing,1.0,34013.19
U4467,LinkedIn Ads,1.0,31629.63
U4474,LinkedIn Ads,1.0,33545.37
U4481,Facebook Ads,1.0,40008.58
U4483,LinkedIn Ads,1.0,34373.79
U4484,LinkedIn Ads,1.0,42302.22
U4486,Instagram Ads,0.5,5258.64
U4486,Google Ads,0.5,5258.64
U4486,Instagram Ads,0.5,25124.64
U4486,Google Ads,0.5,25124.64
U4489,Email Marketing,0.5,6330.52
U4489,Google Ads,0.5,6330.52
U4489,Email Marketing,0.5,16388.5
U4489,Google Ads,0.5,16388.5
U4504,Email Marketing,1.0,5463.46
U4505,YouTube Ads,1.0,4010.86
U4507,Instagram Ads,1.0,64438.4
U4511,Facebook Ads,1.0,5864.08
U4512,Facebook Ads,1.0,26641.66
U4520,LinkedIn Ads,1.0,25165.6
U4523,LinkedIn Ads,1.0,69327.75
U4524,YouTube Ads,1.0,4716.46
U4527,Facebook Ads,0.5,35571.82
U4527,YouTube Ads,0.5,35571.82
U4527,Facebook Ads,0.5,29619.01
U4527,YouTube Ads,0.5,29619.01
U4528,YouTube Ads,1.0,11015.26
U4530,Instagram Ads,1.0,21308.7
U4531,Email Marketing,0.5,10881.33
U4531,Email Marketing,0.5,10881.33
U4531,Email Marketing,0.5,24575.04
U4531,Email Marketing,0.5,24575.04
U4542,Google Ads,1.0,17863.76
U4546,Facebook Ads,1.0,49371.4
U4547,LinkedIn Ads,1.0,55505.92
U4553,Google Ads,0.5,10806.08
U4553,Instagram Ads,0.5,10806.08
U4553,Google Ads,0.5,15888.43
U4553,Instagram Ads,0.5,15888.43
U4554,YouTube Ads,1.0,46742.3
U4555,Instagram Ads,1.0,27838.78
U4563,Google Ads,1.0,4012.47
U4572,Facebook Ads,1.0,62847.68
U4573,Email Marketing,1.0,12698.97
U4577,LinkedIn Ads,1.0,37377.04
U4578,Instagram Ads,1.0,68008.89
U4579,Email Marketing,1.0,34304.91
U4582,Facebook Ads,1.0,55166.92
U4585,Email Marketing,1.0,72027.9
U4597,Email Marketing,1.0,19087.43
U4601,LinkedIn Ads,1.0,12433.78
U4606,Facebook Ads,1.0,24781.28
U4615,Email Marketing,1.0,23046.09
U4622,Facebook Ads,1.0,66480.04
U4626,Facebook Ads,1.0,17547.09
U4629,Facebook Ads,1.0,43760.82
U4642,YouTube Ads,1.0,6039.78
U4650,YouTube Ads,1.0,46730.12
U4651,Facebook Ads,1.0,49723.06
U4657,Instagram Ads,1.0,23451.96
U4663,Google Ads,1.0,39680.66
U4664,Email Marketing,1.0,73331.13
U4665,Email Marketing,1.0,57253.46
U4666,LinkedIn Ads,1.0,24718.17
U4674,YouTube Ads,1.0,56979.54
U4682,LinkedIn Ads,1.0,24488.43
U4688,YouTube Ads,1.0,12785.14
U4690,Instagram Ads,1.0,26909.84
U4696,Google Ads,1.0,32305.11
U4697,LinkedIn Ads,1.0,43148.08
U4698,Google Ads,1.0,52566.03
U4704,Email Marketing,1.0,42704.22
U4708,Instagram Ads,1.0,15166.35
U4713,Instagram Ads,0.5,3117.12
U4713,Email Marketing,0.5,3117.12
U4713,Instagram Ads,0.5,22643.38
U4713,Email Marketing,0.5,22643.38
U4721,LinkedIn Ads,1.0,64575.8
U4727,Instagram Ads,1.0,8629.36
U4729,Google Ads,1.0,51884.34
U4730,Email Marketing,1.0,72660.42
U4739,Email Marketing,1.0,69272.68
U4740,YouTube Ads,1.0,5217.99
U4741,Google Ads,1.0,70792.84
U4746,Google Ads,1.0,59733.48
U4750,Email Marketing,0.5,29216.68
U4750,Google Ads,0.5,29216.68
U4750,Email Marketing,0.5,3532.12
U4750,Google Ads,0.5,3532.12
U4752,YouTube Ads,1.0,71962.54
U4759,Google Ads,1.0,61162.6
U4763,LinkedIn Ads,0.5,6586.19
U4763,Facebook Ads,0.5,6586.19
U4763,LinkedIn Ads,0.5,32960.75
U4763,Facebook Ads,0.5,32960.75
U4765,LinkedIn Ads,1.0,36843.0
U4766,Instagram Ads,1.0,8637.74
U4790,Google Ads,1.0,45508.83
U4791,Google Ads,1.0,36293.58
U4792,Facebook Ads,1.0,66790.11
U4820,YouTube Ads,1.0,6279.33
U4824,Facebook Ads,1.0,42620.7
U4829,Google Ads,0.5,32054.21
U4829,Email Marketing,0.5,32054.21
U4829,Google Ads,0.5,8443.2
U4829,Email Marketing,0.5,8443.2
U4832,YouTube Ads,0.5,30666.12
U4832,Instagram Ads,0.5,30666.12
U4832,YouTube Ads,0.5,26179.94
U4832,Instagram Ads,0.5,26179.94
U4834,LinkedIn Ads,1.0,27590.4
U4836,LinkedIn Ads,1.0,13791.27
U4843,Email Marketing,1.0,27938.9
U4844,Google Ads,1.0,43556.0
U4848,Google Ads,1.0,73362.38
U4852,Email Marketing,1.0,48566.13
U4872,LinkedIn Ads,1.0,41277.93
U4874,LinkedIn Ads,0.5,2599.28
U4874,Instagram Ads,0.5,2599.28
U4874,LinkedIn Ads,0.5,25327.09
U4874,Instagram Ads,0.5,25327.09
U4877,Facebook Ads,1.0,34533.62
U4886,YouTube Ads,1.0,39381.42
U4890,Google Ads,1.0,50282.68
U4895,Instagram Ads,1.0,42871.58
U4898,LinkedIn Ads,1.0,24057.87
U4903,Instagram Ads,1.0,62250.48
U4908,Google Ads,1.0,36926.2
U4919,LinkedIn Ads,1.0,16227.3
U4922,LinkedIn Ads,1.0,67790.6
U4934,Google Ads,1.0,72867.15
U4935,YouTube Ads,1.0,42159.99
U4938,Google Ads,1.0,69242.6
U4940,Facebook Ads,1.0,5634.93
U4941,Instagram Ads,1.0,69881.87
U4945,Email Marketing,1.0,55127.14
U4946,Google Ads,0.5,24676.58
U4946,LinkedIn Ads,0.5,24676.58
U4946,Google Ads,0.5,25005.83
U4946,LinkedIn Ads,0.5,25005.83
U4948,LinkedIn Ads,0.5,799.55
U4948,LinkedIn Ads,0.5,799.55
U4948,LinkedIn Ads,0.5,7203.41
U4948,LinkedIn Ads,0.5,7203.41
U4953,Email Marketing,1.0,65018.25
U4961,Facebook Ads,1.0,57192.74
U4969,LinkedIn Ads,1.0,67635.66
U4970,YouTube Ads,1.0,18842.95
U4972,LinkedIn Ads,0.5,10343.61
U4972,YouTube Ads,0.5,10343.61
U4972,LinkedIn Ads,0.5,21466.12
U4972,YouTube Ads,0.5,21466.12
U4990,Instagram Ads,1.0,61072.04
U4992,Facebook Ads,1.0,48112.82
U4995,Facebook Ads,1.0,61752.62
U5006,Instagram Ads,1.0,49419.78
U5017,YouTube Ads,1.0,37625.19
U5020,Email Marketing,1.0,26120.52
U5021,Email Marketing,1.0,61236.87
U5023,YouTube Ads,1.0,62023.47
U5024,LinkedIn Ads,1.0,25810.7
U5027,Email Marketing,1.0,38062.14
U5033,LinkedIn Ads,1.0,11686.26
U5042,Facebook Ads,1.0,61024.53
U5050,Instagram Ads,1.0,45731.74
U5062,Facebook Ads,1.0,4895.86
U5063,YouTube Ads,1.0,39642.56
U5068,YouTube Ads,0.5,18145.44
U5068,Email Marketing,0.5,18145.44
U5068,YouTube Ads,0.5,33904.71
U5068,Email Marketing,0.5,33904.71
U5069,Instagram Ads,1.0,21850.02
U5081,Facebook Ads,1.0,41070.03
U5097,YouTube Ads,1.0,69719.87
U5098,Email Marketing,1.0,45358.29
U5106,Google Ads,1.0,44853.38
U5114,Instagram Ads,1.0,51833.36
U5122,LinkedIn Ads,1.0,26393.76
U5124,Instagram Ads,1.0,6444.46
U5130,Google Ads,1.0,29793.86
U5132,Instagram Ads,1.0,29954.56
U5133,Facebook Ads,1.0,1379.36
U5135,Facebook Ads,0.5,14948.2
U5135,Google Ads,0.5,14948.2
U5135,Facebook Ads,0.5,437.32
U5135,Google Ads,0.5,437.32
U5136,Facebook Ads,1.0,56451.78
U5148,YouTube Ads,0.5,5233.85
U5148,YouTube Ads,0.5,5233.85
U5148,YouTube Ads,0.5,30971.06
U5148,YouTube Ads,0.5,30971.06
U5157,Instagram Ads,1.0,56902.77
U5158,Email Marketing,1.0,69978.33
U5167,Facebook Ads,0.5,21287.01
U5167,Instagram Ads,0.5,21287.01
U5167,Facebook Ads,0.5,7863.16
U5167,Instagram Ads,0.5,7863.16
U5169,Facebook Ads,1.0,7285.53
U5177,Google Ads,1.0,17003.64
U5185,Google Ads,1.0,20263.1
U5186,Instagram Ads,1.0,24689.79
U5188,YouTube Ads,1.0,68555.42
U5200,Facebook Ads,1.0,17675.46
U5207,YouTube Ads,1.0,4437.24
U5208,LinkedIn Ads,1.0,39405.02
U5209,YouTube Ads,1.0,73618.74
U5210,Facebook Ads,1.0,18907.81
U5222,Facebook Ads,1.0,25645.3
U5223,LinkedIn Ads,1.0,29191.16
U5225,Facebook Ads,0.5,25342.75
U5225,Instagram Ads,0.5,25342.75
U5225,Facebook Ads,0.5,4250.04
U5225,Instagram Ads,0.5,4250.04
U5226,Google Ads,0.5,19175.91
U5226,Instagram Ads,0.5,19175.91
U5226,Google Ads,0.5,482.14
U5226,Instagram Ads,0.5,482.14
U5238,LinkedIn Ads,1.0,35049.6
U5239,Facebook Ads,1.0,42060.04
U5246,LinkedIn Ads,1.0,71888.26
U5248,Facebook Ads,1.0,37524.18
U5273,YouTube Ads,1.0,17747.8
U5277,Facebook Ads,1.0,49672.66
U5279,YouTube Ads,1.0,65602.52
U5284,YouTube Ads,1.0,57748.78
U5297,YouTube Ads,1.0,38958.76
U5298,YouTube Ads,1.0,38744.12
U5302,LinkedIn Ads,1.0,25022.94
U5310,LinkedIn Ads,1.0,47792.36
U5314,YouTube Ads,0.5,28308.65
U5314,Email Marketing,0.5,28308.65
U5314,YouTube Ads,0.5,5763.65
U5314,Email Marketing,0.5,5763.65
U5324,Google Ads,1.0,30811.36
U5326,YouTube Ads,1.0,43020.98
U5338,LinkedIn Ads,1.0,61834.95
U5340,Instagram Ads,1.0,59100.58
U5341,Google Ads,1.0,1163.55
U5344,Facebook Ads,1.0,55527.78
U5346,Facebook Ads,1.0,18095.64
U5351,Email Marketing,1.0,45994.5
U5355,YouTube Ads,1.0,12124.92
U5364,Facebook Ads,0.5,28362.0
U5364,Email Marketing,0.5,28362.0
U5364,Facebook Ads,0.5,21460.19
U5364,Email Marketing,0.5,21460.19
U5365,Instagram Ads,1.0,14845.19
U5375,Email Marketing,1.0,5443.86
U5376,Facebook Ads,0.5,10904.08
U5376,Email Marketing,0.5,10904.08
U5376,Facebook Ads,0.5,3677.62
U5376,Email Marketing,0.5,3677.62
U5380,YouTube Ads,1.0,52239.27
U5382,YouTube Ads,0.5,31150.1
U5382,Email Marketing,0.5,31150.1
U5382,YouTube Ads,0.5,24374.21
U5382,Email Marketing,0.5,24374.21
U5384,Facebook Ads,1.0,21337.65
U5398,LinkedIn Ads,1.0,62681.26
U5401,YouTube Ads,1.0,27004.65
U5410,YouTube Ads,1.0,53844.8
U5412,Facebook Ads,1.0,57979.38
U5414,Email Marketing,1.0,43460.37
U5418,YouTube Ads,0.5,24442.59
U5418,Facebook Ads,0.5,24442.59
U5418,YouTube Ads,0.5,21470.58
U5418,Facebook Ads,0.5,21470.58
U5421,Instagram Ads,1.0,49418.87
U5422,Google Ads,0.5,4903.45
U5422,Facebook Ads,0.5,4903.45
U5422,Google Ads,0.5,27462.76
U5422,Facebook Ads,0.5,27462.76
U5423,Email Marketing,1.0,17965.28
U5426,Email Marketing,1.0,73691.68
U5427,YouTube Ads,1.0,70936.04
U5429,Email Marketing,0.5,11291.65
U5429,Instagram Ads,0.5,11291.65
U5429,Email Marketing,0.5,4124.73
U5429,Instagram Ads,0.5,4124.73
U5433,Instagram Ads,1.0,55320.1
U5436,YouTube Ads,1.0,10438.84
U5439,Email Marketing,1.0,28075.43
U5440,Instagram Ads,1.0,35880.18
U5450,Facebook Ads,1.0,47861.55
U5451,Google Ads,1.0,20401.36
U5469,Google Ads,1.0,19314.26
U5470,YouTube Ads,1.0,37678.36
