User_id,Journey,Campaign_id,Conversion_id,Revenue,Conversion_date,Journey_Length
U1680,Google Ads,CMP1825,CONV00001,27495.64,31-12-2025,1
U1681,Email Marketing,CMP4787,CONV00074,23735.15,21-01-2025,1
U1684,LinkedIn Ads,CMP7448,CONV01080,41360.1,19-01-2025,1
U1690,Facebook Ads,CMP6413,CONV01745,13406.06,15-07-2025,1
U1697,Email Marketing,CMP2904,CONV00408,30504.96,28-07-2025,1
U1698,Email Marketing,CMP6930,CONV00126,8159.14,07-11-2025,1
U1704,Instagram Ads,CMP0158,CONV00315,21280.88,16-05-2025,1
U1706,Instagram Ads,CMP9447,CONV00521,20377.08,06-04-2025,1
U1722,YouTube Ads,CMP7914,CONV01213,19096.46,30-08-2025,1
U1725,Email Marketing,CMP9385,CONV00799,10031.49,11-07-2025,1
U1731,YouTube Ads,CMP9284,CONV00356,14661.6,02-11-2025,1
U1735,YouTube Ads,CMP3394,CONV00890,1242.23,22-07-2025,1
U1743,LinkedIn Ads,CMP1595,CONV00636,40059.17,07-03-2025,1
U1745,YouTube Ads,CMP6619,CONV00470,15065.47,13-11-2025,1
U1753,YouTube Ads,CMP5712,CONV00591,4010.74,25-06-2025,1
U1756,YouTube Ads,CMP0160,CONV01921,35141.94,14-02-2025,1
U1765,Email Marketing,CMP1583,CONV00889,31525.93,06-07-2025,1
U1766,YouTube Ads,CMP0636,CONV01396,29710.26,03-07-2025,1
U1769,Instagram Ads,CMP7057,CONV01103,27473.36,19-06-2025,1
U1782,Instagram Ads,CMP2174,CONV01719,4417.97,28-08-2025,1
U1783,LinkedIn Ads,CMP0853,CONV01693,24520.87,30-09-2025,1
U1785,YouTube Ads,CMP9472,CONV00566,33768.48,21-08-2025,1
U1788,Instagram Ads,CMP1532,CONV01037,5863.24,15-03-2025,1
U1789,Instagram Ads,CMP9733,CONV01093,12822.74,18-12-2025,1
U1790,YouTube Ads > Instagram Ads > YouTube Ads,CMP3311 > CMP3144 > CMP1904,CONV00206,12344.46,13-11-2025,3
U1790,YouTube Ads > Instagram Ads > YouTube Ads,CMP3311 > CMP3144 > CMP1904,CONV00916,15009.72,04-12-2025,3
U1790,YouTube Ads > Instagram Ads > YouTube Ads,CMP3311 > CMP3144 > CMP1904,CONV01909,9703.52,05-12-2025,3
U1791,YouTube Ads,CMP6780,CONV00569,26682.86,22-10-2025,1
U1798,Google Ads,CMP8993,CONV00599,21869.92,12-06-2025,1
U1828,Facebook Ads,CMP7060,CONV00983,34306.59,15-03-2025,1
U1849,Instagram Ads,CMP5594,CONV01362,29456.44,15-12-2025,1
U1850,Instagram Ads,CMP5413,CONV00590,42365.43,08-07-2025,1
U1851,Email Marketing,CMP0473,CONV00395,3635.13,19-08-2025,1
U1865,YouTube Ads,CMP7958,CONV00132,14520.7,17-07-2025,1
U1870,Facebook Ads,CMP5583,CONV00075,4167.07,23-02-2025,1
U1875,Instagram Ads,CMP8693,CONV00122,38563.66,25-12-2025,1
U1877,Email Marketing,CMP0405,CONV01945,8524.08,10-03-2025,1
U1886,Instagram Ads,CMP7413,CONV00271,5913.45,06-02-2025,1
U1890,Instagram Ads,CMP2735,CONV00309,627.14,24-05-2025,1
U1891,YouTube Ads,CMP2914,CONV00412,29348.91,30-07-2025,1
U1895,Email Marketing,CMP5664,CONV00042,13108.76,08-08-2025,1
U1908,Email Marketing,CMP4209,CONV01268,49748.46,28-04-2025,1
U1909,Instagram Ads,CMP9356,CONV01777,41331.02,30-04-2025,1
U1915,Facebook Ads,CMP8754,CONV00578,16067.72,08-06-2025,1
U1921,Instagram Ads > Facebook Ads,CMP9059 > CMP6899,CONV01016,19184.31,23-12-2025,2
U1921,Instagram Ads > Facebook Ads,CMP9059 > CMP6899,CONV01532,10683.82,24-06-2025,2
U1935,Facebook Ads,CMP4248,CONV00307,21751.57,01-02-2025,1
U1941,Email Marketing > Facebook Ads,CMP0151 > CMP0879,CONV00076,30008.28,01-11-2025,2
U1941,Email Marketing > Facebook Ads,CMP0151 > CMP0879,CONV01858,9461.68,24-04-2025,2
U1951,Facebook Ads,CMP5806,CONV01177,30633.49,25-06-2025,1
U1957,YouTube Ads,CMP8021,CONV01536,18386.08,07-04-2025,1
U1961,YouTube Ads,CMP0112,CONV01388,26723.71,01-03-2025,1
U1966,Facebook Ads,CMP8535,CONV01186,13521.3,12-09-2025,1
U1971,Email Marketing > YouTube Ads,CMP3665 > CMP7164,CONV01227,17734.93,13-10-2025,2
U1971,Email Marketing > YouTube Ads,CMP3665 > CMP7164,CONV01818,28048.83,10-08-2025,2
U1972,LinkedIn Ads > Google Ads,CMP9574 > CMP0574,CONV00985,44260.05,17-02-2025,2
U1972,LinkedIn Ads > Google Ads,CMP9574 > CMP0574,CONV01489,39741.75,20-12-2025,2
U1979,Facebook Ads,CMP5269,CONV00638,21050.14,12-06-2025,1
U1981,Instagram Ads,CMP9160,CONV00804,2493.97,13-07-2025,1
U1983,LinkedIn Ads > LinkedIn Ads,CMP5860 > CMP7704,CONV01288,35880.83,21-11-2025,2
U1983,LinkedIn Ads > LinkedIn Ads,CMP5860 > CMP7704,CONV01517,28735.82,03-02-2025,2
U1990,Facebook Ads,CMP8999,CONV00088,40066.03,06-02-2025,1
U1994,Google Ads,CMP2043,CONV01333,47064.44,17-04-2025,1
U1999,Instagram Ads,CMP1546,CONV00757,46492.85,24-07-2025,1
U2006,Facebook Ads,CMP8616,CONV01668,26664.5,17-08-2025,1
U2015,Facebook Ads,CMP5068,CONV01105,48423.58,04-09-2025,1
U2025,Google Ads,CMP0324,CONV00385,35242.48,14-10-2025,1
U2026,Facebook Ads,CMP6949,CONV00699,7227.66,20-09-2025,1
U2030,Instagram Ads,CMP3263,CONV00363,18937.1,03-01-2026,1
U2033,YouTube Ads,CMP8249,CONV00895,21710.64,15-06-2025,1
U2042,LinkedIn Ads,CMP7105,CONV00955,27644.25,02-10-2025,1
U2043,Instagram Ads,CMP7874,CONV00155,8435.46,09-06-2025,1
U2044,Email Marketing,CMP4256,CONV00797,36974.51,01-09-2025,1
U2046,YouTube Ads,CMP9830,CONV00838,2150.51,23-02-2025,1
U2052,LinkedIn Ads,CMP9053,CONV01145,27702.47,12-08-2025,1
U2057,LinkedIn Ads,CMP9101,CONV00601,32595.27,14-03-2025,1
U2069,Instagram Ads,CMP6639,CONV01559,30190.01,30-01-2025,1
U2070,Google Ads,CMP8903,CONV01766,43993.87,03-05-2025,1
U2073,LinkedIn Ads,CMP8238,CONV01975,14634.76,10-02-2025,1
U2074,Google Ads,CMP3555,CONV01067,10362.26,20-05-2025,1
U2078,LinkedIn Ads,CMP8773,CONV01653,35163.34,27-02-2025,1
U2084,Facebook Ads,CMP3589,CONV01956,18960.07,29-12-2025,1
U2088,YouTube Ads,CMP9880,CONV00831,11784.28,29-05-2025,1
U2089,Google Ads,CMP8939,CONV00036,44999.58,16-02-2025,1
U2092,LinkedIn Ads,CMP0476,CONV00057,45392.98,03-12-2025,1
U2099,Email Marketing,CMP5225,CONV01195,20894.14,12-09-2025,1
U2100,YouTube Ads,CMP1997,CONV01461,3624.69,23-07-2025,1
U2101,Instagram Ads,CMP0012,CONV01343,18596.34,04-07-2025,1
U2119,Google Ads,CMP5398,CONV00759,32360.38,29-04-2025,1
U2129,Email Marketing,CMP7836,CONV00874,40985.86,07-05-2025,1
U2130,LinkedIn Ads > LinkedIn Ads,CMP1399 > CMP8885,CONV01735,42383.71,21-06-2025,2
U2130,LinkedIn Ads > LinkedIn Ads,CMP1399 > CMP8885,CONV01800,32679.67,03-04-2025,2
U2132,Facebook Ads,CMP2586,CONV00739,39735.79,11-11-2025,1
U2134,Facebook Ads,CMP3329,CONV00744,11170.55,04-09-2025,1
U2142,Google Ads,CMP2291,CONV00323,34471.12,12-05-2025,1
U2162,Google Ads,CMP8009,CONV00221,28413.6,07-10-2025,1
U2169,Google Ads,CMP2071,CONV01176,19711.65,04-10-2025,1
U2177,Google Ads,CMP9812,CONV01879,42067.41,24-09-2025,1
U2178,Email Marketing,CMP5315,CONV00893,38204.96,12-07-2025,1
U2181,Facebook Ads,CMP3214,CONV01744,29014.63,24-12-2025,1
U2185,Email Marketing,CMP2762,CONV00966,21424.75,03-10-2025,1
U2186,Facebook Ads,CMP5650,CONV00164,17258.09,12-02-2025,1
U2196,Instagram Ads,CMP6231,CONV01970,44503.69,15-06-2025,1
U2199,Facebook Ads,CMP0602,CONV00951,29793.27,13-11-2025,1
U2201,Google Ads,CMP8667,CONV00032,5798.28,02-06-2025,1
U2205,Google Ads,CMP6209,CONV00568,14083.72,20-03-2025,1
U2210,Email Marketing,CMP2869,CONV00165,47208.45,03-02-2025,1
U2214,Email Marketing,CMP0004,CONV00524,49227.52,10-06-2025,1
U2216,YouTube Ads,CMP1855,CONV01654,27181.76,04-02-2025,1
U2225,Email Marketing,CMP5537,CONV00575,23300.59,01-10-2025,1
U2227,Facebook Ads,CMP4067,CONV01557,26680.21,16-01-2025,1
U2240,Facebook Ads,CMP1849,CONV01978,36011.52,06-05-2025,1
U2241,YouTube Ads,CMP3116,CONV00105,31559.18,19-11-2025,1
U2247,Email Marketing,CMP6732,CONV01151,37224.48,30-09-2025,1
U2248,Email Marketing,CMP2290,CONV01716,40034.02,19-07-2025,1
U2250,Instagram Ads,CMP6952,CONV01331,47426.68,14-08-2025,1
U2251,YouTube Ads,CMP6254,CONV00376,49365.98,11-05-2025,1
U2252,Facebook Ads,CMP4842,CONV01967,34923.6,03-07-2025,1
U2253,Google Ads,CMP0555,CONV00242,35504.89,19-11-2025,1
U2254,Email Marketing,CMP0887,CONV00938,14908.54,19-08-2025,1
U2256,LinkedIn Ads,CMP8885,CONV01497,23594.48,14-07-2025,1
U2258,Instagram Ads,CMP2371,CONV01901,8554.58,31-08-2025,1
U2270,Instagram Ads,CMP9870,CONV01705,1366.21,29-12-2025,1
U2274,Google Ads,CMP2255,CONV00158,30959.74,25-01-2026,1
U2280,Instagram Ads,CMP8809,CONV00869,31677.05,08-04-2025,1
U2283,YouTube Ads,CMP6505,CONV01687,40839.85,02-08-2025,1
U2287,YouTube Ads,CMP4925,CONV01249,39534.19,09-03-2025,1
U2288,Google Ads,CMP2579,CONV01789,38683.16,18-02-2025,1
U2292,Google Ads,CMP4416,CONV00972,787.61,29-07-2025,1
U2293,Google Ads,CMP6835,CONV01314,41017.39,28-08-2025,1
U2299,Instagram Ads,CMP5935,CONV01322,21652.88,28-03-2025,1
U2301,Facebook Ads,CMP3169,CONV01359,37112.92,24-08-2025,1
U2308,Email Marketing > LinkedIn Ads > YouTube Ads,CMP1529 > CMP3190 > CMP8261,CONV01029,49617.8,12-04-2025,3
U2308,Email Marketing > LinkedIn Ads > YouTube Ads,CMP1529 > CMP3190 > CMP8261,CONV01893,28589.67,01-08-2025,3
U2308,Email Marketing > LinkedIn Ads > YouTube Ads,CMP1529 > CMP3190 > CMP8261,CONV01912,20953.62,04-11-2025,3
U2317,Google Ads > Facebook Ads,CMP7339 > CMP1932,CONV00277,30023.08,07-10-2025,2
U2317,Google Ads > Facebook Ads,CMP7339 > CMP1932,CONV01398,39805.67,04-05-2025,2
U2318,Instagram Ads,CMP4656,CONV00147,35074.76,11-07-2025,1
U2319,YouTube Ads,CMP4442,CONV01216,10620.86,17-06-2025,1
U2321,Instagram Ads,CMP2908,CONV00335,18562.05,28-02-2025,1
U2333,Google Ads,CMP4992,CONV00692,6704.54,23-12-2025,1
U2335,Google Ads,CMP4665,CONV01706,21990.34,22-12-2025,1
U2338,YouTube Ads,CMP4642,CONV01109,45953.86,20-04-2025,1
U2341,Instagram Ads,CMP5134,CONV00296,919.5,25-02-2025,1
U2346,Email Marketing,CMP1646,CONV00924,42911.73,10-10-2025,1
U2354,Facebook Ads,CMP8550,CONV01714,11415.28,03-02-2025,1
U2361,Email Marketing,CMP2235,CONV00432,45751.36,27-06-2025,1
U2377,Email Marketing,CMP8835,CONV01498,31818.52,26-11-2025,1
U2385,Instagram Ads,CMP1874,CONV01039,28626.23,13-12-2025,1
U2392,Email Marketing,CMP4637,CONV00745,12156.54,29-01-2025,1
U2398,Email Marketing,CMP5397,CONV00956,5348.37,03-05-2025,1
U2403,Facebook Ads,CMP8999,CONV01707,5128.12,28-08-2025,1
U2407,Instagram Ads,CMP4525,CONV01162,12017.29,03-12-2025,1
U2411,Instagram Ads,CMP5686,CONV01106,26397.72,05-09-2025,1
U2420,Google Ads,CMP1406,CONV00537,34842.86,31-05-2025,1
U2425,Instagram Ads,CMP2930,CONV00664,10610.68,12-10-2025,1
U2428,Facebook Ads,CMP2804,CONV00993,43732.45,24-05-2025,1
U2437,Instagram Ads,CMP3853,CONV01586,4432.93,14-01-2026,1
U2446,LinkedIn Ads,CMP2457,CONV01665,49538.04,29-05-2025,1
U2457,Email Marketing > LinkedIn Ads,CMP4202 > CMP7560,CONV00725,39953.72,18-04-2025,2
U2457,Email Marketing > LinkedIn Ads,CMP4202 > CMP7560,CONV01739,22105,01-12-2025,2
U2464,Google Ads,CMP3805,CONV01543,19318.05,02-08-2025,1
U2467,LinkedIn Ads,CMP9695,CONV00314,12033.39,15-01-2025,1
U2468,LinkedIn Ads,CMP0966,CONV01211,28482.96,01-02-2025,1
U2474,LinkedIn Ads,CMP2693,CONV00791,49012.33,16-11-2025,1
U2477,Google Ads,CMP4210,CONV00611,40488.11,12-12-2025,1
U2485,Google Ads,CMP1301,CONV00896,2376.38,10-08-2025,1
U2486,YouTube Ads,CMP9891,CONV01539,16177.53,19-01-2025,1
U2487,Facebook Ads,CMP7731,CONV01319,28917.36,05-04-2025,1
U2503,LinkedIn Ads,CMP2034,CONV01554,39451.96,11-10-2025,1
U2508,Email Marketing,CMP4919,CONV01613,20895.48,26-05-2025,1
U2515,Email Marketing,CMP2635,CONV00669,2537,03-04-2025,1
U2522,Instagram Ads,CMP3346,CONV01648,45107.25,03-01-2026,1
U2526,LinkedIn Ads,CMP2670,CONV00761,40154.47,26-03-2025,1
U2537,Google Ads,CMP2667,CONV01512,24569.25,09-02-2025,1
U2540,LinkedIn Ads,CMP0898,CONV01703,23130.48,05-08-2025,1
U2541,YouTube Ads,CMP0663,CONV00764,32537.66,13-09-2025,1
U2556,LinkedIn Ads,CMP3276,CONV01997,32417.9,21-08-2025,1
U2563,YouTube Ads,CMP4917,CONV01311,9002.98,14-04-2025,1
U2570,YouTube Ads,CMP4228,CONV01021,19189.23,19-06-2025,1
U2572,Google Ads,CMP8628,CONV01202,11885.26,18-06-2025,1
U2574,Facebook Ads,CMP1626,CONV00078,4215.71,03-05-2025,1
U2580,Google Ads,CMP5139,CONV00027,42641.46,01-02-2025,1
U2581,Email Marketing,CMP5693,CONV00177,35160.85,05-01-2026,1
U2594,LinkedIn Ads,CMP2675,CONV01433,23743.6,23-10-2025,1
U2596,Email Marketing,CMP6397,CONV01057,35646.23,16-08-2025,1
U2599,LinkedIn Ads,CMP3546,CONV01460,34360.85,06-07-2025,1
U2602,Instagram Ads,CMP6250,CONV01550,27864.79,25-02-2025,1
U2607,Email Marketing,CMP6488,CONV01476,12343.64,21-03-2025,1
U2608,LinkedIn Ads,CMP1213,CONV01960,11299.4,25-11-2025,1
U2616,LinkedIn Ads,CMP8929,CONV00003,14254.63,30-12-2025,1
U2622,LinkedIn Ads,CMP6394,CONV00991,34987.73,17-11-2025,1
U2633,Facebook Ads,CMP2696,CONV01043,45673.59,10-01-2026,1
U2635,Instagram Ads,CMP7701,CONV00085,25025.72,09-07-2025,1
U2638,Email Marketing,CMP8063,CONV01717,30289.01,10-11-2025,1
U2640,Google Ads,CMP6733,CONV00451,2439.95,28-03-2025,1
U2645,Email Marketing,CMP7463,CONV00910,5069.14,29-01-2025,1
U2652,Facebook Ads,CMP4231,CONV01602,8613.41,10-08-2025,1
U2653,Facebook Ads > Facebook Ads,CMP0235 > CMP8803,CONV01348,28818.29,07-08-2025,2
U2653,Facebook Ads > Facebook Ads,CMP0235 > CMP8803,CONV01959,34290.49,29-11-2025,2
U2659,Email Marketing,CMP0619,CONV00151,31424.65,01-05-2025,1
U2661,Email Marketing,CMP2481,CONV01339,15650.21,05-02-2025,1
U2667,Google Ads,CMP1711,CONV01024,10989.54,05-10-2025,1
U2669,Instagram Ads,CMP1960,CONV00685,16324.22,22-11-2025,1
U2676,Facebook Ads,CMP6122,CONV00498,19228.72,05-12-2025,1
U2677,YouTube Ads,CMP4112,CONV00484,13087.34,26-02-2025,1
U2680,Facebook Ads,CMP7309,CONV00364,34598.1,22-05-2025,1
U2690,Google Ads > YouTube Ads,CMP0590 > CMP4784,CONV00404,35984.38,03-10-2025,2
U2690,Google Ads > YouTube Ads,CMP0590 > CMP4784,CONV00710,15966.75,21-09-2025,2
U2705,Email Marketing,CMP3342,CONV01768,35455.25,20-09-2025,1
U2706,Facebook Ads > YouTube Ads,CMP8728 > CMP1867,CONV00017,30526.4,15-06-2025,2
U2706,Facebook Ads > YouTube Ads,CMP8728 > CMP1867,CONV01821,1802.19,23-08-2025,2
U2709,Instagram Ads,CMP1482,CONV01250,7800.8,21-09-2025,1
U2710,Email Marketing,CMP0191,CONV00398,12424.14,16-02-2025,1
U2719,Google Ads,CMP7856,CONV01565,37344.72,23-01-2025,1
U2726,Email Marketing,CMP1771,CONV00341,19246.27,17-08-2025,1
U2732,Email Marketing,CMP7398,CONV01276,21860.77,10-12-2025,1
U2733,Instagram Ads,CMP7480,CONV00393,36457.35,29-03-2025,1
U2741,LinkedIn Ads,CMP8126,CONV00613,42170.74,19-04-2025,1
U2749,YouTube Ads,CMP8472,CONV01883,40902.61,16-03-2025,1
U2756,Instagram Ads,CMP3614,CONV00281,38741.11,07-09-2025,1
U2760,Instagram Ads,CMP2339,CONV00913,3957.15,01-10-2025,1
U2766,YouTube Ads,CMP6323,CONV01865,9154.01,12-07-2025,1
U2767,Facebook Ads,CMP4566,CONV01184,2467.38,12-02-2025,1
U2769,Email Marketing,CMP5772,CONV01993,38657.46,02-04-2025,1
U2782,Google Ads,CMP6680,CONV01341,17758.99,29-03-2025,1
U2794,Instagram Ads,CMP9482,CONV01241,8207.36,06-02-2025,1
U2796,YouTube Ads,CMP6846,CONV00914,35350.34,07-04-2025,1
U2798,YouTube Ads,CMP4621,CONV00958,17586.06,05-07-2025,1
U2800,YouTube Ads,CMP8384,CONV00561,33146.75,25-06-2025,1
U2801,Instagram Ads,CMP0254,CONV01730,17790.54,24-04-2025,1
U2804,Google Ads,CMP8170,CONV01076,19451.45,22-11-2025,1
U2808,YouTube Ads,CMP7541,CONV01384,28170.3,13-01-2025,1
U2815,YouTube Ads,CMP0230,CONV00697,5384.94,09-10-2025,1
U2831,Email Marketing,CMP6250,CONV01456,11241.19,19-03-2025,1
U2833,YouTube Ads > Email Marketing,CMP6551 > CMP7884,CONV00527,29023.51,06-10-2025,2
U2833,YouTube Ads > Email Marketing,CMP6551 > CMP7884,CONV01862,47117.54,06-11-2025,2
U2839,LinkedIn Ads,CMP6287,CONV00278,14797.32,17-10-2025,1
U2843,Google Ads,CMP7434,CONV01752,11116.15,20-07-2025,1
U2852,LinkedIn Ads > YouTube Ads,CMP1195 > CMP4845,CONV00045,20600.72,08-12-2025,2
U2852,LinkedIn Ads > YouTube Ads,CMP1195 > CMP4845,CONV01132,22750.73,18-06-2025,2
U2857,YouTube Ads,CMP7442,CONV01422,8435.67,10-08-2025,1
U2867,YouTube Ads,CMP5917,CONV01809,1727.11,18-03-2025,1
U2882,Google Ads,CMP9697,CONV01448,43969.74,30-04-2025,1
U2883,Google Ads,CMP8529,CONV01552,47129.8,25-06-2025,1
U2886,YouTube Ads,CMP4940,CONV01793,1624.12,10-03-2025,1
U2899,Google Ads,CMP8939,CONV01232,41786.19,12-03-2025,1
U2904,Instagram Ads,CMP9287,CONV01436,34029.97,09-04-2025,1
U2908,YouTube Ads,CMP9107,CONV01669,44082.47,15-10-2025,1
U2909,YouTube Ads,CMP2535,CONV01395,41040.27,17-09-2025,1
U2911,Facebook Ads,CMP8420,CONV01952,15080,14-10-2025,1
U2915,Facebook Ads,CMP5372,CONV01746,48447.09,30-06-2025,1
U2917,Email Marketing,CMP0910,CONV00760,1515.35,09-05-2025,1
U2922,Google Ads,CMP8808,CONV01656,42587.13,29-01-2025,1
U2926,Instagram Ads,CMP8786,CONV00041,5865.93,07-11-2025,1
U2932,Facebook Ads,CMP6314,CONV00520,21051.64,16-10-2025,1
U2933,Facebook Ads,CMP0202,CONV00310,45740.41,11-02-2025,1
U2940,Facebook Ads,CMP6163,CONV00640,29889.66,24-02-2025,1
U2947,Instagram Ads > LinkedIn Ads,CMP7941 > CMP0768,CONV00329,11341.5,11-02-2025,2
U2947,Instagram Ads > LinkedIn Ads,CMP7941 > CMP0768,CONV01828,4713.84,26-04-2025,2
U2948,LinkedIn Ads,CMP9219,CONV00571,14879.16,15-11-2025,1
U2957,Google Ads,CMP4370,CONV00169,5578.6,17-10-2025,1
U2959,Facebook Ads,CMP9596,CONV00756,38528.54,23-08-2025,1
U2960,Google Ads,CMP2426,CONV00755,41217.3,15-04-2025,1
U2961,Google Ads,CMP1463,CONV01790,36222.7,05-02-2025,1
U2970,Email Marketing > Instagram Ads,CMP2642 > CMP3043,CONV01270,750.03,20-12-2025,2
U2970,Email Marketing > Instagram Ads,CMP2642 > CMP3043,CONV01389,25001.27,19-01-2025,2
U2974,LinkedIn Ads,CMP2871,CONV00084,40805.12,29-10-2025,1
U2977,Facebook Ads,CMP9074,CONV01771,23704.24,16-08-2025,1
U2991,YouTube Ads,CMP1411,CONV01237,29761.85,16-03-2025,1
U3016,LinkedIn Ads,CMP7272,CONV01121,41173.48,22-05-2025,1
U3022,LinkedIn Ads,CMP6269,CONV01154,3086.85,13-12-2025,1
U3028,YouTube Ads,CMP7008,CONV00214,46823.36,13-03-2025,1
U3033,Email Marketing,CMP4719,CONV01096,24099.54,24-09-2025,1
U3037,LinkedIn Ads,CMP5892,CONV01135,36550.03,01-01-2026,1
U3042,Facebook Ads,CMP7971,CONV00915,9545.11,07-05-2025,1
U3044,Facebook Ads,CMP8039,CONV00253,19313.6,08-01-2026,1
U3061,LinkedIn Ads,CMP1733,CONV01938,39065.37,12-12-2025,1
U3065,Email Marketing > Email Marketing,CMP1756 > CMP3103,CONV01090,33263.33,31-05-2025,2
U3065,Email Marketing > Email Marketing,CMP1756 > CMP3103,CONV01449,20036.06,10-07-2025,2
U3067,Google Ads,CMP8129,CONV00326,44229.48,22-05-2025,1
U3080,Instagram Ads,CMP5258,CONV00360,41286.49,07-09-2025,1
U3086,YouTube Ads,CMP2164,CONV01986,6018.02,09-05-2025,1
U3111,LinkedIn Ads,CMP9138,CONV00556,44277.68,23-06-2025,1
U3120,YouTube Ads,CMP9356,CONV00021,21837.03,03-03-2025,1
U3128,Email Marketing,CMP2379,CONV00773,23439.56,01-03-2025,1
U3129,Facebook Ads,CMP6536,CONV01425,36600.69,13-11-2025,1
U3132,Instagram Ads > Facebook Ads,CMP1723 > CMP8948,CONV01047,18827.69,25-12-2025,2
U3132,Instagram Ads > Facebook Ads,CMP1723 > CMP8948,CONV01081,46738.46,04-08-2025,2
U3144,Facebook Ads,CMP5312,CONV01530,20871.19,29-06-2025,1
U3149,Facebook Ads,CMP2437,CONV00979,31015.13,18-03-2025,1
U3165,Google Ads,CMP3051,CONV00213,32116.93,12-04-2025,1
U3173,Instagram Ads,CMP0722,CONV01570,27579.27,10-08-2025,1
U3175,YouTube Ads,CMP4473,CONV01917,49491.46,06-11-2025,1
U3176,YouTube Ads,CMP7848,CONV01935,29262.13,18-11-2025,1
U3179,Facebook Ads,CMP7356,CONV00153,49229.77,22-07-2025,1
U3183,Google Ads,CMP6698,CONV00907,45697.76,04-09-2025,1
U3193,Google Ads > YouTube Ads,CMP2098 > CMP1360,CONV01353,38907.61,20-03-2025,2
U3193,Google Ads > YouTube Ads,CMP2098 > CMP1360,CONV01989,30408.66,10-03-2025,2
U3194,YouTube Ads,CMP3084,CONV01468,12787.21,08-10-2025,1
U3207,YouTube Ads > YouTube Ads,CMP3198 > CMP9211,CONV00675,42547.84,02-02-2025,2
U3207,YouTube Ads > YouTube Ads,CMP3198 > CMP9211,CONV00905,1135.3,06-04-2025,2
U3216,LinkedIn Ads > YouTube Ads,CMP1580 > CMP9857,CONV01344,6925.48,05-04-2025,2
U3216,LinkedIn Ads > YouTube Ads,CMP1580 > CMP9857,CONV01638,42960.92,17-05-2025,2
U3229,Google Ads,CMP7145,CONV00043,47469.29,04-08-2025,1
U3233,Facebook Ads,CMP3023,CONV00273,19747.37,10-09-2025,1
U3241,Email Marketing,CMP4479,CONV01429,23694.7,15-04-2025,1
U3244,Email Marketing,CMP2229,CONV01791,11097.42,24-11-2025,1
U3260,Google Ads,CMP8130,CONV01811,20427.7,05-01-2026,1
U3263,YouTube Ads,CMP8100,CONV01609,9809.99,09-02-2025,1
U3265,YouTube Ads,CMP2866,CONV00681,27916.41,07-04-2025,1
U3268,LinkedIn Ads,CMP6610,CONV00379,16449.55,06-08-2025,1
U3272,LinkedIn Ads > YouTube Ads,CMP4617 > CMP7246,CONV00154,12875.16,26-11-2025,2
U3272,LinkedIn Ads > YouTube Ads,CMP4617 > CMP7246,CONV00536,38007.82,13-01-2026,2
U3274,LinkedIn Ads,CMP2645,CONV01285,3708.23,15-06-2025,1
U3279,Email Marketing,CMP3011,CONV00738,29002.56,21-11-2025,1
U3291,Facebook Ads,CMP9739,CONV00261,48246.44,03-10-2025,1
U3298,YouTube Ads,CMP8309,CONV00846,33559.08,27-02-2025,1
U3303,Instagram Ads,CMP4611,CONV01481,10190.74,06-12-2025,1
U3310,LinkedIn Ads,CMP7605,CONV00726,1942.52,17-04-2025,1
U3315,Instagram Ads,CMP0944,CONV01971,4338.64,09-02-2025,1
U3326,Facebook Ads,CMP7779,CONV00875,23218.34,21-09-2025,1
U3329,Google Ads,CMP7636,CONV00238,2762.91,05-08-2025,1
U3330,Email Marketing,CMP5959,CONV01775,13705.52,16-06-2025,1
U3336,LinkedIn Ads > Instagram Ads,CMP4920 > CMP2547,CONV00033,13567.2,02-01-2026,2
U3336,LinkedIn Ads > Instagram Ads,CMP4920 > CMP2547,CONV00724,14708.71,05-08-2025,2
U3338,YouTube Ads,CMP6940,CONV00461,28099.35,05-08-2025,1
U3349,Facebook Ads,CMP2319,CONV00900,21598.87,15-05-2025,1
U3360,Email Marketing,CMP9579,CONV01118,37150.99,07-10-2025,1
U3369,Facebook Ads,CMP3353,CONV01483,37490.02,09-05-2025,1
U3378,YouTube Ads > Email Marketing,CMP3283 > CMP6259,CONV00997,13805.28,02-09-2025,2
U3378,YouTube Ads > Email Marketing,CMP3283 > CMP6259,CONV01329,1798.11,26-06-2025,2
U3380,Email Marketing,CMP8049,CONV01869,32430.71,26-05-2025,1
U3383,LinkedIn Ads,CMP7930,CONV01298,30627.74,18-05-2025,1
U3390,Email Marketing,CMP1902,CONV00270,24070.05,08-10-2025,1
U3393,Facebook Ads,CMP1583,CONV01504,3817.58,20-04-2025,1
U3397,Google Ads > Instagram Ads,CMP0026 > CMP9144,CONV00203,16193.52,31-12-2025,2
U3397,Google Ads > Instagram Ads,CMP0026 > CMP9144,CONV00572,2751.86,23-11-2025,2
U3401,Email Marketing,CMP1288,CONV01275,14945.24,09-10-2025,1
U3406,Email Marketing,CMP2074,CONV01955,35862.51,30-01-2025,1
U3422,YouTube Ads,CMP6799,CONV01479,854.04,20-05-2025,1
U3426,Google Ads,CMP6704,CONV01642,12217.12,20-02-2025,1
U3427,Email Marketing,CMP8443,CONV01765,40366.55,10-02-2025,1
U3436,Email Marketing,CMP1454,CONV00340,17848.82,02-06-2025,1
U3439,Email Marketing > Email Marketing,CMP8530 > CMP8036,CONV00583,14685.09,01-07-2025,2
